team_name,team_abbreviation,season_name,date_time_utc,goals_for,goals_against,xgoals_for,xgoals_against,knockout_game
Houston Dash,HOU,2017,2017-07-09 02:09:00 UTC,1,1,1.1183,1.0132,False
Portland Thorns FC,POR,2017,2017-07-09 02:09:00 UTC,1,1,1.0132,1.1183,False
OL Reign,RGN,2017,2017-07-23 02:00:00 UTC,4,4,1.5678,3.1238,False
NJ/NY Gotham FC,NJY,2017,2017-07-23 02:00:00 UTC,4,4,3.1238,1.5678,False
Chicago Red Stars,CHI,2017,2017-09-30 19:30:00 UTC,1,3,0.2932,2.4233000000000002,False
Portland Thorns FC,POR,2017,2017-09-30 19:30:00 UTC,3,1,2.4233000000000002,0.2932,False
Portland Thorns FC,POR,2016,2016-04-24 00:30:00 UTC,1,1,0.5069,1.264,False
FC Kansas City,KC,2016,2016-04-24 00:30:00 UTC,1,1,1.264,0.5069,False
OL Reign,RGN,2016,2016-05-08 21:00:00 UTC,0,2,0.56,1.2081,False
Orlando Pride,ORL,2016,2016-05-08 21:00:00 UTC,2,0,1.2081,0.56,False
Boston Breakers,BOS,2016,2016-07-17 21:00:00 UTC,2,3,1.036,2.5337,False
NJ/NY Gotham FC,NJY,2016,2016-07-17 21:00:00 UTC,3,2,2.5337,1.036,False
Washington Spirit,WAS,2019,2019-05-11 19:00:00 UTC,3,2,1.5819999999999999,1.1689,False
NJ/NY Gotham FC,NJY,2019,2019-05-11 19:00:00 UTC,2,3,1.1689,1.5819999999999999,False
Houston Dash,HOU,2019,2019-07-29 00:30:00 UTC,1,0,1.4437,0.3638,False
NJ/NY Gotham FC,NJY,2019,2019-07-29 00:30:00 UTC,0,1,0.3638,1.4437,False
Houston Dash,HOU,2020,2020-06-30 16:30:00 UTC,3,3,1.4562,1.5046,False
Utah Royals FC,UTA,2020,2020-06-30 16:30:00 UTC,3,3,1.5046,1.4562,False
Portland Thorns FC,POR,2020,2020-07-17 16:30:00 UTC,1,0,1.1551,2.1844,True
North Carolina Courage,NC,2020,2020-07-17 16:30:00 UTC,0,1,2.1844,1.1551,True
OL Reign,RGN,2020,2020-10-18 00:00:00 UTC,2,0,1.5886,0.5871000000000001,False
Utah Royals FC,UTA,2020,2020-10-18 00:00:00 UTC,0,2,0.5871000000000001,1.5886,False
Houston Dash,HOU,2021,2021-05-23 23:00:00 UTC,2,2,1.1217,1.1085,False
Kansas City Current,KC,2021,2021-05-23 23:00:00 UTC,2,2,1.1085,1.1217,False
OL Reign,RGN,2021,2021-10-10 23:00:00 UTC,3,2,1.9643000000000002,1.5782,False
Chicago Red Stars,CHI,2021,2021-10-10 23:00:00 UTC,2,3,1.5782,1.9643000000000002,False
Washington Spirit,WAS,2021,2021-07-25 23:30:00 UTC,2,0,1.4002,1.3479,False
Racing Louisville FC,LOU,2021,2021-07-25 23:30:00 UTC,0,2,1.3479,1.4002,False
Washington Spirit,WAS,2018,2018-09-02 14:00:00 UTC,1,1,1.3365,2.629,False
NJ/NY Gotham FC,NJY,2018,2018-09-02 14:00:00 UTC,1,1,2.629,1.3365,False
Houston Dash,HOU,2018,2018-06-03 23:00:00 UTC,1,1,1.0312,0.7788,False
North Carolina Courage,NC,2018,2018-06-03 23:00:00 UTC,1,1,0.7788,1.0312,False
OL Reign,RGN,2018,2018-03-25 02:00:00 UTC,2,1,2.2242,1.7351,False
Washington Spirit,WAS,2018,2018-03-25 02:00:00 UTC,1,2,1.7351,2.2242,False
Houston Dash,HOU,2022,2022-06-08 02:00:00 UTC,0,0,1.2384,1.5508000000000002,False
Angel City FC,LA,2022,2022-06-08 02:00:00 UTC,0,0,1.5508000000000002,1.2384,False
Houston Dash,HOU,2022,2022-08-18 00:30:00 UTC,2,1,0.8356,0.9263,False
NJ/NY Gotham FC,NJY,2022,2022-08-18 00:30:00 UTC,1,2,0.9263,0.8356,False
OL Reign,RGN,2017,2017-04-16 02:00:00 UTC,1,1,1.4068,2.1673,False
NJ/NY Gotham FC,NJY,2017,2017-04-16 02:00:00 UTC,1,1,2.1673,1.4068,False
Boston Breakers,BOS,2017,2017-05-14 22:00:00 UTC,1,1,1.1488,1.6705,False
Chicago Red Stars,CHI,2017,2017-05-14 22:00:00 UTC,1,1,1.6705,1.1488,False
Boston Breakers,BOS,2017,2017-06-24 20:00:00 UTC,0,1,0.6408,2.3745,False
North Carolina Courage,NC,2017,2017-06-24 20:00:00 UTC,1,0,2.3745,0.6408,False
OL Reign,RGN,2016,2016-06-25 23:00:00 UTC,0,0,0.2645,0.7402000000000001,False
FC Kansas City,KC,2016,2016-06-25 23:00:00 UTC,0,0,0.7402000000000001,0.2645,False
Chicago Red Stars,CHI,2016,2016-09-11 22:00:00 UTC,0,0,0.8057000000000001,0.9558000000000001,False
FC Kansas City,KC,2016,2016-09-11 22:00:00 UTC,0,0,0.9558000000000001,0.8057000000000001,False
Kansas City Current,KC,2022,2022-06-12 00:30:00 UTC,1,0,1.7647,1.3362,False
NJ/NY Gotham FC,NJY,2022,2022-06-12 00:30:00 UTC,0,1,1.3362,1.7647,False
Houston Dash,HOU,2022,2022-08-13 00:30:00 UTC,0,0,1.2339,0.09280000000000001,False
Racing Louisville FC,LOU,2022,2022-08-13 00:30:00 UTC,0,0,0.09280000000000001,1.2339,False
OL Reign,RGN,2018,2018-05-26 23:00:00 UTC,1,0,0.6668000000000001,0.34390000000000004,False
NJ/NY Gotham FC,NJY,2018,2018-05-26 23:00:00 UTC,0,1,0.34390000000000004,0.6668000000000001,False
Portland Thorns FC,POR,2018,2018-08-23 03:00:00 UTC,2,1,2.8382,0.8,False
NJ/NY Gotham FC,NJY,2018,2018-08-23 03:00:00 UTC,1,2,0.8,2.8382,False
Portland Thorns FC,POR,2019,2019-04-28 22:00:00 UTC,2,2,1.8406,1.207,False
NJ/NY Gotham FC,NJY,2019,2019-04-28 22:00:00 UTC,2,2,1.207,1.8406,False
Chicago Red Stars,CHI,2019,2019-07-21 22:00:00 UTC,2,1,1.4882,2.2883,False
North Carolina Courage,NC,2019,2019-07-21 22:00:00 UTC,1,2,2.2883,1.4882,False
Chicago Red Stars,CHI,2021,2021-05-16 23:00:00 UTC,0,4,0.2505,3.2753,False
Portland Thorns FC,POR,2021,2021-05-16 23:00:00 UTC,4,0,3.2753,0.2505,False
Washington Spirit,WAS,2021,2021-10-06 23:00:00 UTC,0,0,0.6561,1.0143,False
NJ/NY Gotham FC,NJY,2021,2021-10-06 23:00:00 UTC,0,0,1.0143,0.6561,False
Washington Spirit,WAS,2021,2021-07-18 21:00:00 UTC,2,3,1.1963,3.1133,False
NJ/NY Gotham FC,NJY,2021,2021-07-18 21:00:00 UTC,3,2,3.1133,1.1963,False
Houston Dash,HOU,2021,2021-05-02 23:30:00 UTC,1,1,0.7966000000000001,1.1936,False
Portland Thorns FC,POR,2021,2021-05-02 23:30:00 UTC,1,1,1.1936,0.7966000000000001,False
Houston Dash,HOU,2020,2020-10-04 23:00:00 UTC,4,1,1.8125,0.9863000000000001,False
North Carolina Courage,NC,2020,2020-10-04 23:00:00 UTC,1,4,0.9863000000000001,1.8125,False
Washington Spirit,WAS,2017,2017-08-30 23:30:00 UTC,2,3,1.8728,2.5802,False
North Carolina Courage,NC,2017,2017-08-30 23:30:00 UTC,3,2,2.5802,1.8728,False
Portland Thorns FC,POR,2017,2017-06-18 02:00:00 UTC,1,3,2.1294,2.1658,False
NJ/NY Gotham FC,NJY,2017,2017-06-18 02:00:00 UTC,3,1,2.1658,2.1294,False
OL Reign,RGN,2016,2016-06-19 22:00:00 UTC,0,0,1.3679999999999999,1.1889,False
NJ/NY Gotham FC,NJY,2016,2016-06-19 22:00:00 UTC,0,0,1.1889,1.3679999999999999,False
Boston Breakers,BOS,2016,2016-09-07 23:00:00 UTC,2,2,0.5294,1.5756999999999999,False
Western New York Flash,WNY,2016,2016-09-07 23:00:00 UTC,2,2,1.5756999999999999,0.5294,False
Chicago Red Stars,CHI,2019,2019-08-14 23:00:00 UTC,1,2,1.8597000000000001,0.7587,False
NJ/NY Gotham FC,NJY,2019,2019-08-14 23:00:00 UTC,2,1,0.7587,1.8597000000000001,False
OL Reign,RGN,2019,2019-05-27 23:00:00 UTC,2,1,0.8766,1.2810000000000001,False
North Carolina Courage,NC,2019,2019-05-27 23:00:00 UTC,1,2,1.2810000000000001,0.8766,False
OL Reign,RGN,2018,2018-09-15 19:00:00 UTC,1,2,1.5305,1.6034000000000002,True
Portland Thorns FC,POR,2018,2018-09-15 19:00:00 UTC,2,1,1.6034000000000002,1.5305,True
Portland Thorns FC,POR,2017,2017-09-23 19:30:00 UTC,0,0,0.8606,0.4737,False
Orlando Pride,ORL,2017,2017-09-23 19:30:00 UTC,0,0,0.4737,0.8606,False
Orlando Pride,ORL,2017,2017-04-29 20:00:00 UTC,1,3,1.3884,3.4614000000000003,False
North Carolina Courage,NC,2017,2017-04-29 20:00:00 UTC,3,1,3.4614000000000003,1.3884,False
NJ/NY Gotham FC,NJY,2017,2017-07-01 19:30:00 UTC,1,0,0.7218,1.1816,False
North Carolina Courage,NC,2017,2017-07-01 19:30:00 UTC,0,1,1.1816,0.7218,False
Boston Breakers,BOS,2016,2016-07-10 21:00:00 UTC,1,2,1.0038,0.9871000000000001,False
Orlando Pride,ORL,2016,2016-07-10 21:00:00 UTC,2,1,0.9871000000000001,1.0038,False
Washington Spirit,WAS,2016,2016-10-09 21:00:00 UTC,2,2,0.6556000000000001,0.5332,True
Western New York Flash,WNY,2016,2016-10-09 21:00:00 UTC,2,2,0.5332,0.6556000000000001,True
Houston Dash,HOU,2016,2016-04-17 00:30:00 UTC,3,1,0.9015000000000001,0.3864,False
Chicago Red Stars,CHI,2016,2016-04-17 00:30:00 UTC,1,3,0.3864,0.9015000000000001,False
OL Reign,RGN,2022,2022-05-01 21:00:00 UTC,1,2,1.7793,1.8757000000000001,False
Washington Spirit,WAS,2022,2022-05-01 21:00:00 UTC,2,1,1.8757000000000001,1.7793,False
Chicago Red Stars,CHI,2022,2022-07-02 23:00:00 UTC,3,0,1.4554,1.4958,False
NJ/NY Gotham FC,NJY,2022,2022-07-02 23:00:00 UTC,0,3,1.4958,1.4554,False
OL Reign,RGN,2022,2022-09-10 02:00:00 UTC,2,2,2.582,2.358,False
Chicago Red Stars,CHI,2022,2022-09-10 02:00:00 UTC,2,2,2.358,2.582,False
Portland Thorns FC,POR,2018,2018-04-21 02:30:00 UTC,1,1,2.3234,1.8718,False
Washington Spirit,WAS,2018,2018-04-21 02:30:00 UTC,1,1,1.8718,2.3234,False
Houston Dash,HOU,2018,2018-06-27 23:30:00 UTC,2,1,1.604,2.5756,False
Orlando Pride,ORL,2018,2018-06-27 23:30:00 UTC,1,2,2.5756,1.604,False
Houston Dash,HOU,2020,2020-09-12 19:30:00 UTC,3,4,2.0476,1.2726,False
North Carolina Courage,NC,2020,2020-09-12 19:30:00 UTC,4,3,1.2726,2.0476,False
OL Reign,RGN,2021,2021-06-05 23:00:00 UTC,0,1,1.6728,0.6767000000000001,False
NJ/NY Gotham FC,NJY,2021,2021-06-05 23:00:00 UTC,1,0,0.6767000000000001,1.6728,False
Chicago Red Stars,CHI,2021,2021-08-08 22:00:00 UTC,0,2,1.3779,1.0769,False
Orlando Pride,ORL,2021,2021-08-08 22:00:00 UTC,2,0,1.0769,1.3779,False
Houston Dash,HOU,2016,2016-06-23 23:30:00 UTC,0,1,1.9656,0.704,False
Orlando Pride,ORL,2016,2016-06-23 23:30:00 UTC,1,0,0.704,1.9656,False
Houston Dash,HOU,2016,2016-09-08 02:00:00 UTC,0,3,0.2419,1.3641,False
Portland Thorns FC,POR,2016,2016-09-08 02:00:00 UTC,3,0,1.3641,0.2419,False
Houston Dash,HOU,2017,2017-06-18 00:30:00 UTC,2,4,1.0323,0.9756,False
Orlando Pride,ORL,2017,2017-06-18 00:30:00 UTC,4,2,0.9756,1.0323,False
FC Kansas City,KC,2017,2017-09-03 22:00:00 UTC,4,1,3.1261,1.4623,False
NJ/NY Gotham FC,NJY,2017,2017-09-03 22:00:00 UTC,1,4,1.4623,3.1261,False
Portland Thorns FC,POR,2017,2017-04-15 19:00:00 UTC,2,0,1.9323000000000001,1.1937,False
Orlando Pride,ORL,2017,2017-04-15 19:00:00 UTC,0,2,1.1937,1.9323000000000001,False
OL Reign,RGN,2021,2021-07-24 23:00:00 UTC,2,0,2.2639,0.4232,False
Orlando Pride,ORL,2021,2021-07-24 23:00:00 UTC,0,2,0.4232,2.2639,False
Chicago Red Stars,CHI,2021,2021-05-23 00:00:00 UTC,0,0,1.4669,0.4031,False
NJ/NY Gotham FC,NJY,2021,2021-05-23 00:00:00 UTC,0,0,0.4031,1.4669,False
Houston Dash,HOU,2021,2021-10-10 23:00:00 UTC,4,1,2.7567,0.9393,False
North Carolina Courage,NC,2021,2021-10-10 23:00:00 UTC,1,4,0.9393,2.7567,False
Portland Thorns FC,POR,2021,2021-05-08 17:00:00 UTC,1,1,2.3159,1.0745,True
NJ/NY Gotham FC,NJY,2021,2021-05-08 17:00:00 UTC,1,1,1.0745,2.3159,True
OL Reign,RGN,2020,2020-10-11 00:00:00 UTC,1,2,2.2427,3.1591,False
Portland Thorns FC,POR,2020,2020-10-11 00:00:00 UTC,2,1,3.1591,2.2427,False
Chicago Red Stars,CHI,2019,2019-10-27 19:30:00 UTC,0,4,1.2524,2.4036,True
North Carolina Courage,NC,2019,2019-10-27 19:30:00 UTC,4,0,2.4036,1.2524,True
Houston Dash,HOU,2018,2018-03-25 21:00:00 UTC,1,1,1.5326,0.2083,False
Chicago Red Stars,CHI,2018,2018-03-25 21:00:00 UTC,1,1,0.2083,1.5326,False
Chicago Red Stars,CHI,2018,2018-06-03 01:00:00 UTC,2,0,1.317,0.4198,False
Washington Spirit,WAS,2018,2018-06-03 01:00:00 UTC,0,2,0.4198,1.317,False
Portland Thorns FC,POR,2018,2018-08-26 00:00:00 UTC,1,0,1.7107,0.34090000000000004,False
Washington Spirit,WAS,2018,2018-08-26 00:00:00 UTC,0,1,0.34090000000000004,1.7107,False
Houston Dash,HOU,2022,2022-06-12 23:00:00 UTC,0,3,0.3891,2.3487999999999998,False
Portland Thorns FC,POR,2022,2022-06-12 23:00:00 UTC,3,0,2.3487999999999998,0.3891,False
OL Reign,RGN,2022,2022-08-14 19:00:00 UTC,3,1,2.9131,0.6321,False
NJ/NY Gotham FC,NJY,2022,2022-08-14 19:00:00 UTC,1,3,0.6321,2.9131,False
Utah Royals FC,UTA,2019,2019-07-28 02:00:00 UTC,1,2,0.4504,1.2192,False
North Carolina Courage,NC,2019,2019-07-28 02:00:00 UTC,2,1,1.2192,0.4504,False
OL Reign,RGN,2019,2019-05-04 23:00:00 UTC,0,0,1.2570999999999999,1.2274,False
Washington Spirit,WAS,2019,2019-05-04 23:00:00 UTC,0,0,1.2274,1.2570999999999999,False
Houston Dash,HOU,2022,2022-10-16 21:00:00 UTC,1,2,1.2857,1.5145,True
Kansas City Current,KC,2022,2022-10-16 21:00:00 UTC,2,1,1.5145,1.2857,True
Houston Dash,HOU,2018,2018-07-16 03:00:00 UTC,1,3,1.6385,2.1705,False
Portland Thorns FC,POR,2018,2018-07-16 03:00:00 UTC,3,1,2.1705,1.6385,False
Chicago Red Stars,CHI,2018,2018-07-01 22:00:00 UTC,2,0,1.8129,1.3834,False
Washington Spirit,WAS,2018,2018-07-01 22:00:00 UTC,0,2,1.3834,1.8129,False
OL Reign,RGN,2018,2018-04-28 23:30:00 UTC,1,1,1.1094,0.9537,False
Orlando Pride,ORL,2018,2018-04-28 23:30:00 UTC,1,1,0.9537,1.1094,False
Houston Dash,HOU,2019,2019-09-14 00:30:00 UTC,2,1,0.9173,1.114,False
Utah Royals FC,UTA,2019,2019-09-14 00:30:00 UTC,1,2,1.114,0.9173,False
Washington Spirit,WAS,2019,2019-08-21 23:30:00 UTC,0,0,1.1258,0.5088,False
Utah Royals FC,UTA,2019,2019-08-21 23:30:00 UTC,0,0,0.5088,1.1258,False
Utah Royals FC,UTA,2019,2019-06-16 02:00:00 UTC,1,0,1.1944,1.5575999999999999,False
NJ/NY Gotham FC,NJY,2019,2019-06-16 02:00:00 UTC,0,1,1.5575999999999999,1.1944,False
Boston Breakers,BOS,2017,2017-08-04 23:00:00 UTC,2,2,0.9263,1.283,False
FC Kansas City,KC,2017,2017-08-04 23:00:00 UTC,2,2,1.283,0.9263,False
FC Kansas City,KC,2017,2017-07-08 23:00:00 UTC,2,3,0.5922000000000001,2.5364,False
NJ/NY Gotham FC,NJY,2017,2017-07-08 23:00:00 UTC,3,2,2.5364,0.5922000000000001,False
Boston Breakers,BOS,2017,2017-05-07 22:00:00 UTC,0,1,0.41440000000000005,1.2362,False
North Carolina Courage,NC,2017,2017-05-07 22:00:00 UTC,1,0,1.2362,0.41440000000000005,False
Houston Dash,HOU,2017,2017-10-01 22:00:00 UTC,1,1,1.4296,0.7987000000000001,False
FC Kansas City,KC,2017,2017-10-01 22:00:00 UTC,1,1,0.7987000000000001,1.4296,False
Washington Spirit,WAS,2016,2016-07-23 23:00:00 UTC,0,1,0.9954000000000001,0.7536,False
NJ/NY Gotham FC,NJY,2016,2016-07-23 23:00:00 UTC,1,0,0.7536,0.9954000000000001,False
Boston Breakers,BOS,2016,2016-05-13 23:00:00 UTC,0,0,0.7959,0.6572,False
NJ/NY Gotham FC,NJY,2016,2016-05-13 23:00:00 UTC,0,0,0.6572,0.7959,False
Washington Spirit,WAS,2016,2016-04-24 22:00:00 UTC,2,1,0.9763000000000001,0.26940000000000003,False
NJ/NY Gotham FC,NJY,2016,2016-04-24 22:00:00 UTC,1,2,0.26940000000000003,0.9763000000000001,False
Chicago Red Stars,CHI,2022,2022-03-30 23:30:00 UTC,0,0,1.4044,1.8407,False
Racing Louisville FC,LOU,2022,2022-03-30 23:30:00 UTC,0,0,1.8407,1.4044,False
Orlando Pride,ORL,2022,2022-03-19 23:00:00 UTC,0,0,0.633,1.2556,False
Washington Spirit,WAS,2022,2022-03-19 23:00:00 UTC,0,0,1.2556,0.633,False
Kansas City Current,KC,2022,2022-09-15 00:00:00 UTC,0,4,0.7632,1.2326,False
Chicago Red Stars,CHI,2022,2022-09-15 00:00:00 UTC,4,0,1.2326,0.7632,False
Houston Dash,HOU,2022,2022-09-25 00:30:00 UTC,0,2,1.0905,1.466,False
OL Reign,RGN,2022,2022-09-25 00:30:00 UTC,2,0,1.466,1.0905,False
Houston Dash,HOU,2022,2022-05-21 22:00:00 UTC,2,0,1.1799,1.6400000000000001,False
Portland Thorns FC,POR,2022,2022-05-21 22:00:00 UTC,0,2,1.6400000000000001,1.1799,False
Houston Dash,HOU,2022,2022-05-08 21:00:00 UTC,2,0,1.7366000000000001,1.3383,False
Kansas City Current,KC,2022,2022-05-08 21:00:00 UTC,0,2,1.3383,1.7366000000000001,False
Chicago Red Stars,CHI,2022,2022-07-10 22:00:00 UTC,2,2,1.6029,1.8318,False
North Carolina Courage,NC,2022,2022-07-10 22:00:00 UTC,2,2,1.8318,1.6029,False
Kansas City Current,KC,2021,2021-06-20 20:00:00 UTC,0,1,0.9,3.4258,False
Portland Thorns FC,POR,2021,2021-06-20 20:00:00 UTC,1,0,3.4258,0.9,False
Chicago Red Stars,CHI,2021,2021-08-19 00:05:00 UTC,1,1,2.1576,0.8824000000000001,False
Racing Louisville FC,LOU,2021,2021-08-19 00:05:00 UTC,1,1,0.8824000000000001,2.1576,False
Portland Thorns FC,POR,2020,2020-06-27 16:30:00 UTC,1,2,1.4879,1.7821,False
North Carolina Courage,NC,2020,2020-06-27 16:30:00 UTC,2,1,1.7821,1.4879,False
San Diego Wave FC,SD,2022,2022-03-27 02:00:00 UTC,0,1,1.2304,2.0394,False
Portland Thorns FC,POR,2022,2022-03-27 02:00:00 UTC,1,0,2.0394,1.2304,False
Racing Louisville FC,LOU,2022,2022-07-09 00:00:00 UTC,1,2,1.4399,0.7621,False
NJ/NY Gotham FC,NJY,2022,2022-07-09 00:00:00 UTC,2,1,0.7621,1.4399,False
Orlando Pride,ORL,2022,2022-05-18 23:00:00 UTC,2,1,1.0415,0.5116,False
North Carolina Courage,NC,2022,2022-05-18 23:00:00 UTC,1,2,0.5116,1.0415,False
Portland Thorns FC,POR,2022,2022-08-24 23:00:00 UTC,1,3,0.8269000000000001,1.8544,False
North Carolina Courage,NC,2022,2022-08-24 23:00:00 UTC,3,1,1.8544,0.8269000000000001,False
OL Reign,RGN,2022,2022-09-21 23:00:00 UTC,1,0,1.3721,0.4358,False
NJ/NY Gotham FC,NJY,2022,2022-09-21 23:00:00 UTC,0,1,0.4358,1.3721,False
Racing Louisville FC,LOU,2022,2022-09-10 23:00:00 UTC,1,5,0.4732,2.875,False
North Carolina Courage,NC,2022,2022-09-10 23:00:00 UTC,5,1,2.875,0.4732,False
Orlando Pride,ORL,2020,2020-09-19 17:00:00 UTC,0,0,0.3176,1.0922,False
North Carolina Courage,NC,2020,2020-09-19 17:00:00 UTC,0,0,1.0922,0.3176,False
Houston Dash,HOU,2021,2021-08-29 23:30:00 UTC,1,0,1.5244,0.9726,False
Racing Louisville FC,LOU,2021,2021-08-29 23:30:00 UTC,0,1,0.9726,1.5244,False
Kansas City Current,KC,2021,2021-08-15 00:00:00 UTC,1,0,1.1894,0.672,False
OL Reign,RGN,2021,2021-08-15 00:00:00 UTC,0,1,0.672,1.1894,False
OL Reign,RGN,2021,2021-06-19 20:00:00 UTC,1,2,0.5956,2.0635,False
North Carolina Courage,NC,2021,2021-06-19 20:00:00 UTC,2,1,2.0635,0.5956,False
Orlando Pride,ORL,2018,2018-07-14 23:00:00 UTC,2,1,1.2992,0.7161000000000001,False
Utah Royals FC,UTA,2018,2018-07-14 23:00:00 UTC,1,2,0.7161000000000001,1.2992,False
OL Reign,RGN,2018,2018-07-01 02:00:00 UTC,1,0,1.6401,1.5202,False
Portland Thorns FC,POR,2018,2018-07-01 02:00:00 UTC,0,1,1.5202,1.6401,False
Houston Dash,HOU,2018,2018-04-22 21:00:00 UTC,0,1,0.7002,0.9804,False
Orlando Pride,ORL,2018,2018-04-22 21:00:00 UTC,1,0,0.9804,0.7002,False
Houston Dash,HOU,2019,2019-06-02 20:00:00 UTC,1,1,1.4221,1.7682,False
OL Reign,RGN,2019,2019-06-02 20:00:00 UTC,1,1,1.7682,1.4221,False
Orlando Pride,ORL,2019,2019-08-17 23:30:00 UTC,0,2,1.097,2.1308,False
Utah Royals FC,UTA,2019,2019-08-17 23:30:00 UTC,2,0,2.1308,1.097,False
Houston Dash,HOU,2019,2019-09-08 22:00:00 UTC,0,3,0.2474,2.154,False
Chicago Red Stars,CHI,2019,2019-09-08 22:00:00 UTC,3,0,2.154,0.2474,False
Boston Breakers,BOS,2016,2016-05-07 23:00:00 UTC,0,1,1.6313,0.8073,False
Chicago Red Stars,CHI,2016,2016-05-07 23:00:00 UTC,1,0,0.8073,1.6313,False
Chicago Red Stars,CHI,2016,2016-04-23 23:00:00 UTC,1,0,0.43620000000000003,0.45420000000000005,False
Western New York Flash,WNY,2016,2016-04-23 23:00:00 UTC,0,1,0.45420000000000005,0.43620000000000003,False
Houston Dash,HOU,2016,2016-07-17 00:30:00 UTC,3,0,1.585,0.5178,False
Portland Thorns FC,POR,2016,2016-07-17 00:30:00 UTC,0,3,0.5178,1.585,False
Orlando Pride,ORL,2017,2017-09-30 23:30:00 UTC,3,2,0.5894,2.0448,False
North Carolina Courage,NC,2017,2017-09-30 23:30:00 UTC,2,3,2.0448,0.5894,False
OL Reign,RGN,2017,2017-06-04 19:00:00 UTC,0,1,0.4198,1.6981000000000002,False
Chicago Red Stars,CHI,2017,2017-06-04 19:00:00 UTC,1,0,1.6981000000000002,0.4198,False
FC Kansas City,KC,2017,2017-08-11 00:00:00 UTC,0,1,0.2192,1.73,False
North Carolina Courage,NC,2017,2017-08-11 00:00:00 UTC,1,0,1.73,0.2192,False
Boston Breakers,BOS,2017,2017-07-07 23:00:00 UTC,0,0,0.30560000000000004,0.7933,False
Chicago Red Stars,CHI,2017,2017-07-07 23:00:00 UTC,0,0,0.7933,0.30560000000000004,False
Orlando Pride,ORL,2017,2017-08-26 19:30:00 UTC,2,1,0.7826000000000001,0.749,False
FC Kansas City,KC,2017,2017-08-26 19:30:00 UTC,1,2,0.749,0.7826000000000001,False
Portland Thorns FC,POR,2017,2017-06-03 23:00:00 UTC,2,0,0.7053,1.786,False
NJ/NY Gotham FC,NJY,2017,2017-06-03 23:00:00 UTC,0,2,1.786,0.7053,False
Portland Thorns FC,POR,2016,2016-06-17 23:00:00 UTC,2,0,1.2925,0.8086,False
Western New York Flash,WNY,2016,2016-06-17 23:00:00 UTC,0,2,0.8086,1.2925,False
Boston Breakers,BOS,2016,2016-09-04 23:00:00 UTC,1,5,0.5099,3.2093,False
Portland Thorns FC,POR,2016,2016-09-04 23:00:00 UTC,5,1,3.2093,0.5099,False
Houston Dash,HOU,2018,2018-05-24 00:00:00 UTC,2,1,1.1316,1.8503,False
OL Reign,RGN,2018,2018-05-24 00:00:00 UTC,1,2,1.8503,1.1316,False
Orlando Pride,ORL,2018,2018-08-19 14:00:00 UTC,0,2,0.3119,1.3079,False
North Carolina Courage,NC,2018,2018-08-19 14:00:00 UTC,2,0,1.3079,0.3119,False
Houston Dash,HOU,2021,2021-10-14 00:00:00 UTC,0,3,0.217,1.5499,False
Kansas City Current,KC,2021,2021-10-14 00:00:00 UTC,3,0,1.5499,0.217,False
Kansas City Current,KC,2021,2021-05-15 21:00:00 UTC,0,0,0.6091,0.8106,False
Racing Louisville FC,LOU,2021,2021-05-15 21:00:00 UTC,0,0,0.8106,0.6091,False
Kansas City Current,KC,2021,2021-07-11 23:00:00 UTC,0,2,1.2518,2.0263,False
OL Reign,RGN,2021,2021-07-11 23:00:00 UTC,2,0,2.0263,1.2518,False
Washington Spirit,WAS,2021,2021-04-27 23:00:00 UTC,0,0,1.7373,0.8787,False
NJ/NY Gotham FC,NJY,2021,2021-04-27 23:00:00 UTC,0,0,0.8787,1.7373,False
Houston Dash,HOU,2020,2020-09-27 00:30:00 UTC,3,1,3.0124,0.19360000000000002,False
Orlando Pride,ORL,2020,2020-09-27 00:30:00 UTC,1,3,0.19360000000000002,3.0124,False
Portland Thorns FC,POR,2019,2019-07-20 02:00:00 UTC,1,2,0.2371,1.6194000000000002,False
Utah Royals FC,UTA,2019,2019-07-20 02:00:00 UTC,2,1,1.6194000000000002,0.2371,False
Orlando Pride,ORL,2019,2019-04-27 23:30:00 UTC,0,1,0.7704000000000001,1.2986,False
Utah Royals FC,UTA,2019,2019-04-27 23:30:00 UTC,1,0,1.2986,0.7704000000000001,False
Kansas City Current,KC,2022,2022-04-24 21:00:00 UTC,2,1,1.3863,0.9945,False
Chicago Red Stars,CHI,2022,2022-04-24 21:00:00 UTC,1,2,0.9945,1.3863,False
Racing Louisville FC,LOU,2022,2022-06-05 00:00:00 UTC,0,3,0.7129000000000001,1.2871000000000001,False
North Carolina Courage,NC,2022,2022-06-05 00:00:00 UTC,3,0,1.2871000000000001,0.7129000000000001,False
Houston Dash,HOU,2022,2022-08-07 22:00:00 UTC,2,1,1.3145,0.7871,False
OL Reign,RGN,2022,2022-08-07 22:00:00 UTC,1,2,0.7871,1.3145,False
OL Reign,RGN,2018,2018-08-11 19:30:00 UTC,1,0,0.6242,0.3481,False
Utah Royals FC,UTA,2018,2018-08-11 19:30:00 UTC,0,1,0.3481,0.6242,False
OL Reign,RGN,2018,2018-05-13 02:00:00 UTC,4,1,2.2603,0.7438,False
NJ/NY Gotham FC,NJY,2018,2018-05-13 02:00:00 UTC,1,4,0.7438,2.2603,False
Kansas City Current,KC,2021,2021-04-21 22:30:00 UTC,1,1,0.5365,1.5439,False
