team_name,team_abbreviation,season_name,date_time_utc,goals_for,goals_against,xgoals_for,xgoals_against,knockout_game
Orlando Pride,ORL,2021,2021-10-09 23:00:00 UTC,2,3,1.9503,1.4662,False
NJ/NY Gotham FC,NJY,2021,2021-10-09 23:00:00 UTC,3,2,1.4662,1.9503,False
OL Reign,RGN,2021,2021-07-18 22:00:00 UTC,1,1,0.7327,0.4833,False
Chicago Red Stars,CHI,2021,2021-07-18 22:00:00 UTC,1,1,0.4833,0.7327,False
Houston Dash,HOU,2020,2020-10-09 21:00:00 UTC,2,1,1.8678,0.6896,False
Orlando Pride,ORL,2020,2020-10-09 21:00:00 UTC,1,2,0.6896,1.8678,False
San Diego Wave FC,SD,2022,2022-08-14 02:30:00 UTC,0,1,2.2167,1.1198,False
Orlando Pride,ORL,2022,2022-08-14 02:30:00 UTC,1,0,1.1198,2.2167,False
Racing Louisville FC,LOU,2022,2022-06-12 00:00:00 UTC,2,3,2.3123,2.1749,False
Angel City FC,LA,2022,2022-06-12 00:00:00 UTC,3,2,2.1749,2.3123,False
Chicago Red Stars,CHI,2019,2019-05-04 01:30:00 UTC,0,1,0.5973,0.8494,False
Utah Royals FC,UTA,2019,2019-05-04 01:30:00 UTC,1,0,0.8494,0.5973,False
Houston Dash,HOU,2019,2019-07-25 02:30:00 UTC,0,4,0.8136,2.6974,False
Portland Thorns FC,POR,2019,2019-07-25 02:30:00 UTC,4,0,2.6974,0.8136,False
Boston Breakers,BOS,2017,2017-06-17 23:30:00 UTC,1,3,0.3551,1.74,False
North Carolina Courage,NC,2017,2017-06-17 23:30:00 UTC,3,1,1.74,0.3551,False
Portland Thorns FC,POR,2017,2017-09-02 19:30:00 UTC,4,0,2.5802,0.4258,False
Washington Spirit,WAS,2017,2017-09-02 19:30:00 UTC,0,4,0.4258,2.5802,False
Houston Dash,HOU,2016,2016-06-20 00:30:00 UTC,0,1,0.6263000000000001,0.8117000000000001,False
FC Kansas City,KC,2016,2016-06-20 00:30:00 UTC,1,0,0.8117000000000001,0.6263000000000001,False
OL Reign,RGN,2016,2016-09-08 00:00:00 UTC,1,2,1.097,1.9364,False
Washington Spirit,WAS,2016,2016-09-08 00:00:00 UTC,2,1,1.9364,1.097,False
OL Reign,RGN,2019,2019-10-20 17:30:00 UTC,1,3,0.2886,4.0813,True
North Carolina Courage,NC,2019,2019-10-20 17:30:00 UTC,3,1,4.0813,0.2886,True
OL Reign,RGN,2018,2018-06-23 20:00:00 UTC,1,4,1.3103,3.5394,False
North Carolina Courage,NC,2018,2018-06-23 20:00:00 UTC,4,1,3.5394,1.3103,False
Portland Thorns FC,POR,2018,2018-04-15 22:00:00 UTC,2,1,2.0662,0.6895,False
Orlando Pride,ORL,2018,2018-04-15 22:00:00 UTC,1,2,0.6895,2.0662,False
Portland Thorns FC,POR,2022,2022-07-02 02:30:00 UTC,1,1,1.4589,1.6126,False
Angel City FC,LA,2022,2022-07-02 02:30:00 UTC,1,1,1.6126,1.4589,False
Angel City FC,LA,2022,2022-04-30 02:30:00 UTC,2,1,0.871,0.9569000000000001,False
North Carolina Courage,NC,2022,2022-04-30 02:30:00 UTC,1,2,0.9569000000000001,0.871,False
San Diego Wave FC,SD,2022,2022-08-28 02:30:00 UTC,2,0,0.7933,1.1942,False
Portland Thorns FC,POR,2022,2022-08-28 02:30:00 UTC,0,2,1.1942,0.7933,False
Portland Thorns FC,POR,2019,2019-05-25 22:00:00 UTC,1,0,1.9029,0.45930000000000004,False
NJ/NY Gotham FC,NJY,2019,2019-05-25 22:00:00 UTC,0,1,0.45930000000000004,1.9029,False
Houston Dash,HOU,2019,2019-08-10 23:30:00 UTC,1,0,1.3603,1.1933,False
Orlando Pride,ORL,2019,2019-08-10 23:30:00 UTC,0,1,1.1933,1.3603,False
NJ/NY Gotham FC,NJY,2021,2021-08-07 23:00:00 UTC,0,1,0.7294,1.309,False
North Carolina Courage,NC,2021,2021-08-07 23:00:00 UTC,1,0,1.309,0.7294,False
OL Reign,RGN,2021,2021-05-30 23:00:00 UTC,0,0,0.47150000000000003,0.6003000000000001,False
Washington Spirit,WAS,2021,2021-05-30 23:00:00 UTC,0,0,0.6003000000000001,0.47150000000000003,False
Kansas City Current,KC,2021,2021-10-31 01:00:00 UTC,0,2,0.6032000000000001,1.6472,False
OL Reign,RGN,2021,2021-10-31 01:00:00 UTC,2,0,1.6472,0.6032000000000001,False
Orlando Pride,ORL,2017,2017-06-28 23:00:00 UTC,3,2,1.1423,2.0407,False
NJ/NY Gotham FC,NJY,2017,2017-06-28 23:00:00 UTC,2,3,2.0407,1.1423,False
Houston Dash,HOU,2017,2017-04-29 23:00:00 UTC,1,0,0.8623000000000001,0.5034000000000001,False
Washington Spirit,WAS,2017,2017-04-29 23:00:00 UTC,0,1,0.5034000000000001,0.8623000000000001,False
Boston Breakers,BOS,2017,2017-07-01 20:00:00 UTC,1,0,0.7401,0.7595000000000001,False
Washington Spirit,WAS,2017,2017-07-01 20:00:00 UTC,0,1,0.7595000000000001,0.7401,False
Houston Dash,HOU,2016,2016-09-26 01:30:00 UTC,2,3,1.2656,0.8296,False
OL Reign,RGN,2016,2016-09-26 01:30:00 UTC,3,2,0.8296,1.2656,False
OL Reign,RGN,2016,2016-07-09 23:00:00 UTC,2,3,0.536,1.8994,False
Western New York Flash,WNY,2016,2016-07-09 23:00:00 UTC,3,2,1.8994,0.536,False
OL Reign,RGN,2020,2020-07-13 16:30:00 UTC,0,0,0.5509000000000001,0.5874,False
Portland Thorns FC,POR,2020,2020-07-13 16:30:00 UTC,0,0,0.5874,0.5509000000000001,False
Orlando Pride,ORL,2017,2017-05-27 23:00:00 UTC,1,2,1.0263,0.9311,False
NJ/NY Gotham FC,NJY,2017,2017-05-27 23:00:00 UTC,2,1,0.9311,1.0263,False
Boston Breakers,BOS,2017,2017-08-19 20:00:00 UTC,1,2,1.35,1.1405,False
Orlando Pride,ORL,2017,2017-08-19 20:00:00 UTC,2,1,1.1405,1.35,False
Boston Breakers,BOS,2016,2016-06-10 23:00:00 UTC,1,1,0.9088,0.7678,False
Washington Spirit,WAS,2016,2016-06-10 23:00:00 UTC,1,1,0.7678,0.9088,False
Boston Breakers,BOS,2016,2016-08-28 22:00:00 UTC,2,0,1.1702,1.5586,False
FC Kansas City,KC,2016,2016-08-28 22:00:00 UTC,0,2,1.5586,1.1702,False
Orlando Pride,ORL,2021,2021-04-21 23:00:00 UTC,1,0,1.2511,1.8873000000000002,False
Washington Spirit,WAS,2021,2021-04-21 23:00:00 UTC,0,1,1.8873000000000002,1.2511,False
Orlando Pride,ORL,2021,2021-07-04 22:00:00 UTC,0,2,1.7772999999999999,2.1636,False
North Carolina Courage,NC,2021,2021-07-04 22:00:00 UTC,2,0,2.1636,1.7772999999999999,False
OL Reign,RGN,2021,2021-09-26 23:00:00 UTC,3,0,2.3622,0.7813,False
Orlando Pride,ORL,2021,2021-09-26 23:00:00 UTC,0,3,0.7813,2.3622,False
NJ/NY Gotham FC,NJY,2018,2018-05-19 23:00:00 UTC,1,2,1.3814,3.1618,False
North Carolina Courage,NC,2018,2018-05-19 23:00:00 UTC,2,1,3.1618,1.3814,False
Portland Thorns FC,POR,2018,2018-08-11 23:30:00 UTC,2,0,1.6542,0.5691,False
Orlando Pride,ORL,2018,2018-08-11 23:30:00 UTC,0,2,0.5691,1.6542,False
OL Reign,RGN,2022,2022-04-17 22:00:00 UTC,2,1,1.1749,0.9157000000000001,False
Angel City FC,LA,2022,2022-04-17 22:00:00 UTC,1,2,0.9157000000000001,1.1749,False
Houston Dash,HOU,2022,2022-06-04 00:30:00 UTC,5,0,1.3158,0.9647,False
Orlando Pride,ORL,2022,2022-06-04 00:30:00 UTC,0,5,0.9647,1.3158,False
OL Reign,RGN,2022,2022-08-03 00:00:00 UTC,1,1,2.6243,0.5296000000000001,False
Racing Louisville FC,LOU,2022,2022-08-03 00:00:00 UTC,1,1,0.5296000000000001,2.6243,False
Orlando Pride,ORL,2019,2019-04-17 23:00:00 UTC,0,5,0.4234,2.4058,False
North Carolina Courage,NC,2019,2019-04-17 23:00:00 UTC,5,0,2.4058,0.4234,False
Chicago Red Stars,CHI,2019,2019-07-07 00:00:00 UTC,1,2,2.3449,1.4643000000000002,False
NJ/NY Gotham FC,NJY,2019,2019-07-07 00:00:00 UTC,2,1,1.4643000000000002,2.3449,False
Portland Thorns FC,POR,2019,2019-10-13 02:30:00 UTC,0,0,2.2262,0.2856,False
Washington Spirit,WAS,2019,2019-10-13 02:30:00 UTC,0,0,0.2856,2.2262,False
Orlando Pride,ORL,2021,2021-04-10 23:00:00 UTC,2,2,0.8170000000000001,1.2232,False
Racing Louisville FC,LOU,2021,2021-04-10 23:00:00 UTC,2,2,1.2232,0.8170000000000001,False
OL Reign,RGN,2021,2021-06-26 20:00:00 UTC,0,3,1.8281,1.9065,False
NJ/NY Gotham FC,NJY,2021,2021-06-26 20:00:00 UTC,3,0,1.9065,1.8281,False
Houston Dash,HOU,2021,2021-09-11 00:30:00 UTC,1,1,1.1681,1.846,False
Chicago Red Stars,CHI,2021,2021-09-11 00:30:00 UTC,1,1,1.846,1.1681,False
Kansas City Current,KC,2021,2021-08-29 00:00:00 UTC,0,3,0.6373,2.333,False
Chicago Red Stars,CHI,2021,2021-08-29 00:00:00 UTC,3,0,2.333,0.6373,False
Houston Dash,HOU,2017,2017-07-16 00:30:00 UTC,2,1,1.8900000000000001,1.4416,False
Washington Spirit,WAS,2017,2017-07-16 00:30:00 UTC,1,2,1.4416,1.8900000000000001,False
Chicago Red Stars,CHI,2017,2017-08-13 00:00:00 UTC,2,3,1.5125000000000002,1.0268,False
Portland Thorns FC,POR,2017,2017-08-13 00:00:00 UTC,3,2,1.0268,1.5125000000000002,False
Boston Breakers,BOS,2017,2017-05-19 23:00:00 UTC,2,2,1.4227,1.3931,False
Portland Thorns FC,POR,2017,2017-05-19 23:00:00 UTC,2,2,1.3931,1.4227,False
OL Reign,RGN,2016,2016-07-31 02:30:00 UTC,0,1,0.9363,0.4535,False
Portland Thorns FC,POR,2016,2016-07-31 02:30:00 UTC,1,0,0.4535,0.9363,False
OL Reign,RGN,2016,2016-05-01 23:00:00 UTC,1,0,0.3684,0.2162,False
FC Kansas City,KC,2016,2016-05-01 23:00:00 UTC,0,1,0.2162,0.3684,False
NJ/NY Gotham FC,NJY,2016,2016-05-21 23:00:00 UTC,2,5,1.0714,1.3403,False
Western New York Flash,WNY,2016,2016-05-21 23:00:00 UTC,5,2,1.3403,1.0714,False
OL Reign,RGN,2019,2019-06-23 22:00:00 UTC,1,0,1.8404,0.5224,False
Chicago Red Stars,CHI,2019,2019-06-23 22:00:00 UTC,0,1,0.5224,1.8404,False
Houston Dash,HOU,2019,2019-09-22 02:30:00 UTC,0,1,0.8288000000000001,1.4705,False
Portland Thorns FC,POR,2019,2019-09-22 02:30:00 UTC,1,0,1.4705,0.8288000000000001,False
Portland Thorns FC,POR,2019,2019-09-07 01:30:00 UTC,0,1,1.469,0.66,False
Utah Royals FC,UTA,2019,2019-09-07 01:30:00 UTC,1,0,0.66,1.469,False
Washington Spirit,WAS,2022,2022-05-07 17:00:00 UTC,1,1,0.6876,2.1004,True
North Carolina Courage,NC,2022,2022-05-07 17:00:00 UTC,1,1,2.1004,0.6876,True
OL Reign,RGN,2021,2021-11-14 20:00:00 UTC,1,2,3.0875,1.0806,True
Washington Spirit,WAS,2021,2021-11-14 20:00:00 UTC,2,1,1.0806,3.0875,True
Kansas City Current,KC,2022,2022-03-26 00:30:00 UTC,2,1,0.5002,0.9599000000000001,False
Chicago Red Stars,CHI,2022,2022-03-26 00:30:00 UTC,1,2,0.9599000000000001,0.5002,False
OL Reign,RGN,2022,2022-04-03 02:00:00 UTC,1,0,0.5989,0.8876000000000001,False
Portland Thorns FC,POR,2022,2022-04-03 02:00:00 UTC,0,1,0.8876000000000001,0.5989,False
Houston Dash,HOU,2022,2022-05-15 00:00:00 UTC,1,1,1.2987,0.7542,False
Racing Louisville FC,LOU,2022,2022-05-15 00:00:00 UTC,1,1,0.7542,1.2987,False
Kansas City Current,KC,2022,2022-05-26 02:00:00 UTC,0,1,0.3627,1.9868000000000001,False
OL Reign,RGN,2022,2022-05-26 02:00:00 UTC,1,0,1.9868000000000001,0.3627,False
Kansas City Current,KC,2022,2022-09-18 21:00:00 UTC,1,1,1.0207,2.4836,False
Portland Thorns FC,POR,2022,2022-09-18 21:00:00 UTC,1,1,2.4836,1.0207,False
Portland Thorns FC,POR,2022,2022-10-01 22:00:00 UTC,3,3,3.3693,0.918,False
NJ/NY Gotham FC,NJY,2022,2022-10-01 22:00:00 UTC,3,3,0.918,3.3693,False
Orlando Pride,ORL,2022,2022-07-17 21:00:00 UTC,0,0,0.3497,1.0722,False
Washington Spirit,WAS,2022,2022-07-17 21:00:00 UTC,0,0,1.0722,0.3497,False
Chicago Red Stars,CHI,2018,2018-05-06 19:00:00 UTC,1,1,0.5966,3.301,False
North Carolina Courage,NC,2018,2018-05-06 19:00:00 UTC,1,1,3.301,0.5966,False
Portland Thorns FC,POR,2018,2018-08-05 22:00:00 UTC,1,2,0.4471,2.6766,False
North Carolina Courage,NC,2018,2018-08-05 22:00:00 UTC,2,1,2.6766,0.4471,False
Washington Spirit,WAS,2018,2018-07-11 23:00:00 UTC,0,2,0.39590000000000003,2.6897,False
North Carolina Courage,NC,2018,2018-07-11 23:00:00 UTC,2,0,2.6897,0.39590000000000003,False
Houston Dash,HOU,2021,2021-06-27 00:00:00 UTC,2,1,2.145,0.7184,False
Orlando Pride,ORL,2021,2021-06-27 00:00:00 UTC,1,2,0.7184,2.145,False
Orlando Pride,ORL,2021,2021-04-14 23:00:00 UTC,0,1,1.2032,1.2725,False
NJ/NY Gotham FC,NJY,2021,2021-04-14 23:00:00 UTC,1,0,1.2725,1.2032,False
Houston Dash,HOU,2017,2017-08-14 00:30:00 UTC,0,1,0.5905,1.212,False
FC Kansas City,KC,2017,2017-08-14 00:30:00 UTC,1,0,1.212,0.5905,False
Washington Spirit,WAS,2017,2017-05-20 23:00:00 UTC,0,1,0.8773000000000001,0.2586,False
FC Kansas City,KC,2017,2017-05-20 23:00:00 UTC,1,0,0.2586,0.8773000000000001,False
Boston Breakers,BOS,2016,2016-07-31 22:00:00 UTC,1,0,0.3376,0.3427,False
Orlando Pride,ORL,2016,2016-07-31 22:00:00 UTC,0,1,0.3427,0.3376,False
Boston Breakers,BOS,2016,2016-05-22 22:30:00 UTC,1,0,0.9771000000000001,0.4733,False
FC Kansas City,KC,2016,2016-05-22 22:30:00 UTC,0,1,0.4733,0.9771000000000001,False
NJ/NY Gotham FC,NJY,2022,2022-04-03 19:00:00 UTC,1,1,0.9749000000000001,1.3905,False
North Carolina Courage,NC,2022,2022-04-03 19:00:00 UTC,1,1,1.3905,0.9749000000000001,False
Washington Spirit,WAS,2022,2022-07-29 23:30:00 UTC,3,3,1.9132,2.9295,False
North Carolina Courage,NC,2022,2022-07-29 23:30:00 UTC,3,3,2.9295,1.9132,False
Kansas City Current,KC,2022,2022-10-01 23:30:00 UTC,0,1,0.9864,0.9299000000000001,False
Racing Louisville FC,LOU,2022,2022-10-01 23:30:00 UTC,1,0,0.9299000000000001,0.9864,False
Chicago Red Stars,CHI,2022,2022-05-29 00:00:00 UTC,2,2,0.9686,0.5456,False
Portland Thorns FC,POR,2022,2022-05-29 00:00:00 UTC,2,2,0.5456,0.9686,False
Chicago Red Stars,CHI,2021,2021-11-20 17:00:00 UTC,1,2,1.2721,2.4582,True
Washington Spirit,WAS,2021,2021-11-20 17:00:00 UTC,2,1,2.4582,1.2721,True
Utah Royals FC,UTA,2019,2019-09-22 01:00:00 UTC,0,3,0.708,1.5375,False
North Carolina Courage,NC,2019,2019-09-22 01:00:00 UTC,3,0,1.5375,0.708,False
Washington Spirit,WAS,2019,2019-06-30 00:00:00 UTC,1,2,0.9628000000000001,2.6,False
North Carolina Courage,NC,2019,2019-06-30 00:00:00 UTC,2,1,2.6,0.9628000000000001,False
Orlando Pride,ORL,2018,2018-05-10 01:00:00 UTC,0,0,0.30560000000000004,0.6166,False
Utah Royals FC,UTA,2018,2018-05-10 01:00:00 UTC,0,0,0.6166,0.30560000000000004,False
Houston Dash,HOU,2018,2018-08-06 00:30:00 UTC,1,2,1.3872,0.9589000000000001,False
Utah Royals FC,UTA,2018,2018-08-06 00:30:00 UTC,2,1,0.9589000000000001,1.3872,False
Houston Dash,HOU,2020,2020-07-09 02:00:00 UTC,0,2,0.1743,1.0864,False
NJ/NY Gotham FC,NJY,2020,2020-07-09 02:00:00 UTC,2,0,1.0864,0.1743,False
Houston Dash,HOU,2019,2019-05-11 19:30:00 UTC,2,1,0.7724000000000001,0.6858000000000001,False
Utah Royals FC,UTA,2019,2019-05-11 19:30:00 UTC,1,2,0.6858000000000001,0.7724000000000001,False
Houston Dash,HOU,2019,2019-08-02 23:00:00 UTC,0,1,1.118,0.7142000000000001,False
OL Reign,RGN,2019,2019-08-02 23:00:00 UTC,1,0,0.7142000000000001,1.118,False
Chicago Red Stars,CHI,2020,2020-07-01 16:30:00 UTC,0,0,0.3885,1.0273,False
Portland Thorns FC,POR,2020,2020-07-01 16:30:00 UTC,0,0,1.0273,0.3885,False
Houston Dash,HOU,2020,2020-07-18 02:00:00 UTC,0,0,1.0623,0.4117,True
Utah Royals FC,UTA,2020,2020-07-18 02:00:00 UTC,0,0,0.4117,1.0623,True
Houston Dash,HOU,2016,2016-09-11 23:00:00 UTC,4,1,3.7580999999999998,0.6388,False
Boston Breakers,BOS,2016,2016-09-11 23:00:00 UTC,1,4,0.6388,3.7580999999999998,False
Washington Spirit,WAS,2016,2016-06-25 23:00:00 UTC,1,2,0.7506,0.3481,False
NJ/NY Gotham FC,NJY,2016,2016-06-25 23:00:00 UTC,2,1,0.3481,0.7506,False
Houston Dash,HOU,2017,2017-04-15 18:00:00 UTC,2,0,1.4033,0.7946000000000001,False
Chicago Red Stars,CHI,2017,2017-04-15 18:00:00 UTC,0,2,0.7946000000000001,1.4033,False
OL Reign,RGN,2017,2017-06-25 02:00:00 UTC,1,1,0.6368,1.4484,False
FC Kansas City,KC,2017,2017-06-25 02:00:00 UTC,1,1,1.4484,0.6368,False
OL Reign,RGN,2017,2017-05-07 02:00:00 UTC,2,1,1.0421,0.8085,False
Portland Thorns FC,POR,2017,2017-05-07 02:00:00 UTC,1,2,0.8085,1.0421,False
Washington Spirit,WAS,2022,2022-06-17 23:30:00 UTC,2,2,2.8848000000000003,0.8465,False
Racing Louisville FC,LOU,2022,2022-06-17 23:30:00 UTC,2,2,0.8465,2.8848000000000003,False
Kansas City Current,KC,2022,2022-08-20 00:00:00 UTC,1,1,2.0371,0.5577,False
Angel City FC,LA,2022,2022-08-20 00:00:00 UTC,1,1,0.5577,2.0371,False
OL Reign,RGN,2021,2021-10-17 02:00:00 UTC,0,2,1.1818,1.1963,False
Washington Spirit,WAS,2021,2021-10-17 02:00:00 UTC,2,0,1.1963,1.1818,False
Portland Thorns FC,POR,2021,2021-05-26 23:00:00 UTC,1,2,1.609,0.9147000000000001,False
Orlando Pride,ORL,2021,2021-05-26 23:00:00 UTC,2,1,0.9147000000000001,1.609,False
Chicago Red Stars,CHI,2021,2021-07-25 21:00:00 UTC,1,2,1.2127,1.1748,False
NJ/NY Gotham FC,NJY,2021,2021-07-25 21:00:00 UTC,2,1,1.1748,1.2127,False
Portland Thorns FC,POR,2017,2017-10-07 19:30:00 UTC,4,1,1.5249000000000001,0.8879,True
Orlando Pride,ORL,2017,2017-10-07 19:30:00 UTC,1,4,0.8879,1.5249000000000001,True
OL Reign,RGN,2018,2018-09-08 02:00:00 UTC,1,3,0.2806,1.2575,False
Portland Thorns FC,POR,2018,2018-09-08 02:00:00 UTC,3,1,1.2575,0.2806,False
NJ/NY Gotham FC,NJY,2018,2018-03-31 19:00:00 UTC,0,1,0.0772,2.3049,False
North Carolina Courage,NC,2018,2018-03-31 19:00:00 UTC,1,0,2.3049,0.0772,False
OL Reign,RGN,2018,2018-06-04 01:00:00 UTC,0,0,1.3128,1.0222,False
Orlando Pride,ORL,2018,2018-06-04 01:00:00 UTC,0,0,1.0222,1.3128,False
Orlando Pride,ORL,2018,2018-06-16 23:30:00 UTC,3,2,2.0574,1.5607,False
NJ/NY Gotham FC,NJY,2018,2018-06-16 23:30:00 UTC,2,3,1.5607,2.0574,False
Chicago Red Stars,CHI,2018,2018-04-14 19:30:00 UTC,1,0,0.7997000000000001,0.9732000000000001,False
Utah Royals FC,UTA,2018,2018-04-14 19:30:00 UTC,0,1,0.9732000000000001,0.7997000000000001,False
Portland Thorns FC,POR,2017,2017-06-29 02:00:00 UTC,3,0,1.0526,0.8183,False
FC Kansas City,KC,2017,2017-06-29 02:00:00 UTC,0,3,0.8183,1.0526,False
Orlando Pride,ORL,2017,2017-04-22 20:00:00 UTC,1,1,1.9382000000000001,0.6274000000000001,False
Washington Spirit,WAS,2017,2017-04-22 20:00:00 UTC,1,1,0.6274000000000001,1.9382000000000001,False
Chicago Red Stars,CHI,2017,2017-09-09 19:30:00 UTC,0,0,0.4413,0.3259,False
FC Kansas City,KC,2017,2017-09-09 19:30:00 UTC,0,0,0.3259,0.4413,False
Boston Breakers,BOS,2016,2016-09-24 23:00:00 UTC,0,4,0.3457,3.5065,False
Western New York Flash,WNY,2016,2016-09-24 23:00:00 UTC,4,0,3.5065,0.3457,False
Boston Breakers,BOS,2016,2016-07-03 02:00:00 UTC,0,2,0.4279,0.8217,False
OL Reign,RGN,2016,2016-07-03 02:00:00 UTC,2,0,0.8217,0.4279,False
Houston Dash,HOU,2021,2021-10-17 23:00:00 UTC,0,1,0.8889,1.4849,False
Portland Thorns FC,POR,2021,2021-10-17 23:00:00 UTC,1,0,1.4849,0.8889,False
Houston Dash,HOU,2021,2021-05-29 23:30:00 UTC,2,1,1.0295,1.3752,False
Chicago Red Stars,CHI,2021,2021-05-29 23:30:00 UTC,1,2,1.3752,1.0295,False
Chicago Red Stars,CHI,2021,2021-08-01 22:00:00 UTC,3,1,2.2736,1.7032,False
Washington Spirit,WAS,2021,2021-08-01 22:00:00 UTC,1,3,1.7032,2.2736,False
Portland Thorns FC,POR,2019,2019-05-18 23:00:00 UTC,1,2,1.4028,2.2686,False
Washington Spirit,WAS,2019,2019-05-18 23:00:00 UTC,2,1,2.2686,1.4028,False
OL Reign,RGN,2019,2019-08-08 02:00:00 UTC,1,0,1.5127000000000002,1.4115,False
Portland Thorns FC,POR,2019,2019-08-08 02:00:00 UTC,0,1,1.4115,1.5127000000000002,False
Utah Royals FC,UTA,2020,2020-07-04 16:30:00 UTC,1,0,0.8054,0.07590000000000001,False
NJ/NY Gotham FC,NJY,2020,2020-07-04 16:30:00 UTC,0,1,0.07590000000000001,0.8054,False
Chicago Red Stars,CHI,2020,2020-07-23 02:00:00 UTC,3,1,1.0075,0.8946000000000001,True
NJ/NY Gotham FC,NJY,2020,2020-07-23 02:00:00 UTC,1,3,0.8946000000000001,1.0075,True
San Diego Wave FC,SD,2022,2022-06-19 20:00:00 UTC,3,0,1.51,1.4079000000000002,False
NJ/NY Gotham FC,NJY,2022,2022-06-19 20:00:00 UTC,0,3,1.4079000000000002,1.51,False
OL Reign,RGN,2022,2022-08-26 23:30:00 UTC,2,1,2.3643,0.5084000000000001,False
Orlando Pride,ORL,2022,2022-08-26 23:30:00 UTC,1,2,0.5084000000000001,2.3643,False
