team,player
HOU,Bárbara Olivieri
HOU,Sarah Puntigam
HOU,Sophie Schmidt
HOU,Havana Solaun
HOU,Michelle Alozie
HOU,Ryan Gareis
HOU,Paulina Gramaglia
HOU,Diana Ordóñez
HOU,Nichelle Prince
HOU,Cameron Tucker
HOU,Lindsi Jennings
HOU,Ella Dederick
HOU,Makamae Gomera-Stevens
HOU,Devon Kerr
HOU,Joelle Anderson
HOU,Caprice Dydasco
HOU,Shea Groom
HOU,Emily Curran
HOU,María Sánchez
HOU,Marisa DiGrande
KC,Alex Loera
KC,Adrianna Franch
KC,Jordan Silkowitz
KC,Lauren
KC,Elizabeth Ball
KC,Stine Ballisager
KC,Kate Del Fava
KC,Hanna Glas
KC,Hailie Mace
KC,Gabrielle Robinson
KC,Debinha
KC,Vanessa DiBernardo
KC,Morgan Gautrat
KC,Cece Kizer
KC,Lo'eau LaBonta
KC,Claire Lavogez
KC,Michelle Cooper
KC,Kristen Hamilton
KC,Mimmi Larsson
KC,Alex Pfeiffer
KC,Alexa Spaanstra
KC,Izzy Rodriguez
KC,Chardonnay Curran
KC,Rylan Childers
KC,Jenna Winebrenner
KC,Croix Soto
KC,Sam Mewis
KC,Desiree Scott
KC,Mallory Weber
KC,Addisyn Merrick
KC,Cassie Miller
CHI,Alyssa Naeher
CHI,Mackenzie Wood
CHI,Samantha Feller
CHI,Amanda Kowalski
CHI,Tatumn Milazzo
CHI,Arin Wright
CHI,Jill Aguilera
CHI,Julia Bianchi
CHI,Samantha Fisher
CHI,Sophie Jones
CHI,Addie McCain
CHI,Jenna Bike
CHI,Ava Cook
CHI,Sarah Griffith
CHI,Penelope Hocking
CHI,Ally Schlegel
CHI,Taylor Malham
CHI,Yuki Nagasato
CHI,Chelsie Dawber
CHI,Tierna Davidson
CHI,Casey Krueger
CHI,Kayla Sharples
CHI,Bianca St-Georges
CHI,Ella Stevens
CHI,Mallory Swanson
CHI,Emily Boyd
CHI,Cari Roccaro
