team,player
RGN,Lynn Biyendolo
RGN,Ana-Maria Crnogorčević
RGN,Maddie Dahlien
RGN,Jordyn Huitema
RGN,Veronica Latsko
RGN,Nérilia Mondésir
WAS,Kaylie Collins
WAS,Lyza Jessee
WAS,Aubrey Kingsbury
WAS,Sandy MacIver
WAS,Rebeca Bernal
WAS,Gabby Carle
WAS,Kiley Dulaney
WAS,Casey Krueger
WAS,Tara McKeown
WAS,Paige Metayer
WAS,Esme Morgan
WAS,Kate Wiesner
WAS,Croix Bethune
WAS,Meg Boade
WAS,Courtney Brown
WAS,Hal Hershfelt
WAS,Narumi Miura
WAS,Chloe Ricketts
WAS,Leicy Santos
WAS,Heather Stainbrook
WAS,Andi Sullivan
WAS,Margie Detrizio
WAS,Emma Gaines-Ramos
WAS,Ashley Hatch
WAS,Rosemonde Kouassi
WAS,Makenna Morris
WAS,Brittany Ratcliffe
WAS,Trinity Rodman
WAS,Ouleye Sarr
UTA,Mandy McGlynn
UTA,Cristina Roque
UTA,Mia Justus
UTA,Tatumn Milazzo
UTA,Kate Del Fava
UTA,Nuria Rábano
UTA,Ana María Guzmán
UTA,Madison Pogarch
UTA,Kaleigh Riehl
UTA,Sydney Jones
UTA,Claudia Zornoza
UTA,Ana Tejada
UTA,Mikayla Cluff
UTA,Dana Foederer
UTA,Janni Thomsen
UTA,Ally Sentnor
UTA,Macey Fraser
UTA,Aria Nagai
UTA,Paige Monaghan
UTA,Mina Tanaka
UTA,Brecken Mozingo
UTA,KK Ream
UTA,Aisha Solórzano
UTA,Bianca St-Georges
UTA,Kayla Colbert
UTA,Imani Dorsey
UTA,Alex Loera
UTA,Lauren Flynn
UTA,Cloé Lacasse
UTA,Olivia Griffitts
