team,player
KCC,Alex Pfeiffer
KCC,Nichelle Prince
KCC,Bia Zaneratto
KCC,Stine Ballisager Pedersen
KCC,Hildah Magaia
KCC,Desiree Scott
KCC,Katie Fraine
KCC,AD Franch
KCC,Almuth Schult
KCC,Elizabeth Ball
KCC,Mallory Weber
KCC,Kristen Hamilton
NC,Marisa Jordan
NC,Hensley Hancuff
NC,Casey Murphy
NC,Maycee Bell
NC,Malia Berkely
NC,Sydney Collins
NC,Kaleigh Kurtz
NC,Charlotte McLean
NC,Felicitas Rauch
NC,Ryan Williams
NC,Riley Jackson
NC,Denise O'Sullivan
NC,Victoria Pickett
NC,Brianna Pinto
NC,Ashley Sanchez
NC,Meredith Speck
NC,Dani Weatherholt
NC,Aline Gomes Amaro
NC,Haley Hopkins
NC,Tyler Lussi
NC,Manaka Matsukubo
NC,Bianca St-Georges
NC,Cortnee Vine
NC,Olivia Wingate
NC,Kerolin Nicoli
NC,Julia Dorsey
NC,Landy Mertz
NC,Estelle Johnson
NC,Narumi Miura
POR,Mackenzie Arnold
POR,Bella Bixby
POR,Shelby Hogan
POR,Mallie McKenzie
POR,Marie Müller
POR,Nicole Payne
POR,Isabella Obaze
POR,Reyna Reyes
POR,Sam Coffey
POR,Jessie Fleming
POR,Sophie Hirst
POR,Olivia Moultrie
POR,Hina Sugita
POR,Olivia Wade-Katoa
POR,Payton Linnehan
POR,Sophia Wilson
POR,Alexa Spaanstra
POR,Reilyn Turner
POR,Morgan Weaver
POR,Izzy D'Aquila
POR,Marissa Sheva
POR,Lauren Kozal
POR,Kat Asman
POR,Kelli Hubly
POR,Meghan Klingenberg
POR,Gabby Provenzano
POR,Becky Sauerbrunn
POR,Christine Sinclair
BAY,Emmie Allen
BAY,Melissa Lowder
BAY,Katelyn Rowland
BAY,Jordan Silkowitz
BAY,Jen Beattie
BAY,Jordan Brewster
BAY,Abby Dahlkemper
BAY,Caprice Dydasco
BAY,Savy King
BAY,Alyssa Malonson
BAY,Emily Menges
BAY,Madeline Moreau
BAY,Kiki Pickett
BAY,Joelle Anderson
BAY,Dorian Bailey
BAY,Deyna Castellanos
BAY,Caroline Conti
BAY,Alex Loera
BAY,Jamie Shepherd
BAY,Tess Boade
BAY,Penelope Hocking
BAY,Rachel Hill
BAY,Racheal Kundananji
BAY,Asisat Oshoala
BAY,Princess Marfo
BAY,Maya Doms
BAY,Catherine Paulson
CHI,Alyssa Naeher
CHI,Mackenzie Wood
CHI,Hannah Anderson
CHI,Camryn Biegalski
CHI,Natalia Kuikka
CHI,Taylor Malham
CHI,Sam Staab
CHI,Chardonnay Curran
CHI,Bea Franklin
CHI,Julia Grosso
CHI,Leilanni Nesbeth
CHI,Cari Roccaro
CHI,Jenna Bike
CHI,Ava Cook
CHI,Nádia Gomes
CHI,Shea Groom
CHI,Jameese Joseph
CHI,Ludmila da Silva
CHI,Ally Schlegel
CHI,Mallory Swanson
CHI,Sarah Griffith
CHI,Rosella Ayane
CHI,Sydney Schneider
CHI,Tatumn Milazzo
CHI,Maximiliane Rall
CHI,Ally Cook
CHI,Julia Bianchi
CHI,Sophie Jones
LOU,Jordyn Bloomer
LOU,Katie Lund
LOU,Ángela Barón
LOU,Ellie Jean
LOU,Lauren Milliet
LOU,Courtney Petersen
LOU,Elli Pikkujämsä
LOU,Arin Wright
LOU,Jordan Baggett
LOU,Ary Borges
LOU,Savannah DeMelo
LOU,Marisa DiGrande
LOU,Kayla Fischer
LOU,Taylor Flint
LOU,Linda Motlhalo
LOU,Madalyn Pokorny
LOU,Elexa Bahr
LOU,Bethany Balcer
LOU,Janine Sonis
LOU,Milly Clegg
LOU,Parker Goins
LOU,Uchenna Kanu
LOU,Emma Sears
LOU,Kirsten Wright
LOU,Abby Erceg
SD,Kailen Sheridan
SD,Naomi Girma
SD,Hanna Lundkvist
SD,Kristen McNabb
SD,Perle Morroni
SD,Kaitlyn Torpey
SD,Kennedy Wesley
SD,Kimmi Ascanio
SD,Melanie Barcenas
SD,Savannah McCaskill
SD,Emily van Egmond
SD,Trinity Byars
SD,Delphine Cascarino
SD,Makenzy Robbe
SD,Mya Jones
SD,María Sánchez
SD,Jaedyn Shaw
SD,Amirah Ali
SD,Elyse Bennett
SD,Danielle Colaprico
SD,Morgan Messner
SD,Kyra Carusa
SD,Christen Westphal
SD,Hillary Beall
UTA,Mandy McGlynn
UTA,Cristina Roque
UTA,Kate Del Fava
UTA,Imani Dorsey
UTA,Olivia Griffitts
UTA,Madison Pogarch
UTA,Kaleigh Riehl
UTA,Lauren Flynn
UTA,Mikayla Cluff
UTA,Dana Foederer
UTA,Macey Fraser
UTA,Ana Tejada
UTA,Agnes Nyberg
UTA,Ally Sentnor
UTA,Claudia Zornoza
UTA,Cloé Lacasse
UTA,Paige Monaghan
UTA,Brecken Mozingo
UTA,Mina Tanaka
UTA,Michele Vasconcelos
UTA,Hannah Betfort
UTA,Zoe Burns
UTA,Julia Grosso (USA)
UTA,Shaelan Murison
UTA,Carly Nelson
UTA,Darielle O'Brien
UTA,Cameron Tucker
LA,Angelina Anderson
LA,Hannah Stambaugh
LA,Elizabeth Eddy
LA,Sarah Gorden
LA,Megan Reid
LA,Ali Riley
LA,Gisele Thompson
LA,M. A. Vignola
LA,Jun Endo
LA,Kennedy Fuller
LA,Madison Hammond
LA,Lily Nabet
LA,Rocky Rodríguez
LA,Katie Zelem
LA,Messiah Bright
LA,Claire Emslie
LA,Sydney Leroux
LA,Casey Phair
LA,Alyssa Thompson
LA,DiDi Haračić
LA,Jasmyne Spencer
LA,Meggie Dougherty Howard
LA,Katie Johnson
LA,Merritt Mathias
LA,Christen Press
LA,Madison Curry
RGN,Claudia Dickey
RGN,Ryanne Brown
RGN,Jordyn Bugg
RGN,Hanna Glas
RGN,Shae Holmes
RGN,Julia Lester
RGN,Phoebe McClernon
RGN,Jess Fishlock
RGN,Jaelin Howell
RGN,Angharad James-Turner
RGN,Ji So-Yun
RGN,Ainsley McCammon
RGN,Olivia Van der Jagt
RGN,Emeri Adames
RGN,Ana-Maria Crnogorčević
RGN,Jordyn Huitema
RGN,Veronica Latsko
RGN,Nérilia Mondésir
RGN,Olivia Athens
RGN,Lauren Barnes
RGN,Laurel Ivory
RGN,Tziarra King
RGN,Maddie Mercado
RGN,Maia Perez
RGN,Quinn
RGN,Nikki Stanton
HOU,Jane Campbell
HOU,Heather Hinz
HOU,Allysha Chapman
HOU,Tarciane
HOU,Jyllissa Harris
HOU,Natalie Jacobs
HOU,Katie Lind
HOU,Paige Nielsen
HOU,Belle Briede
HOU,Zoe Matthews
HOU,Bárbara Olivieri
HOU,Avery Patterson
HOU,Sarah Puntigam
HOU,Sophie Schmidt
HOU,Kiki Van Zanten
HOU,Michelle Alozie
HOU,Ramona Bachmann
HOU,Ryan Gareis
HOU,Yuki Nagasato
HOU,Diana Ordóñez
HOU,Amanda West
HOU,Madison Ayson
HOU,Elin Rubensson
HOU,Erin McKinney
HOU,Havana Solaun
HOU,Paulina Gramaglia
HOU,Andressa Alves
HOU,Croix Soto
