team,player
SD,Hanna Lundkvist
SD,Hillary Beall
SD,Kyra Carusa
SD,Mya Jones
SD,Chiamaka Okwuchukwu
SD,and Makenzy Robbe
RGN,Claudia Dickey
RGN,Cassie Miller
RGN,Maddie Prohaska
RGN,Neeku Purcell 
RGN,Ryanne Brown
RGN,Jordyn Bugg
RGN,Madison Curry
RGN,Shae Holmes
RGN,Sofia Huerta
RGN,Emily Mason
RGN,Phoebe McClernon
RGN,Sofia Cedeno
RGN,Jess Fishlock
RGN,Angharad James-Turner
RGN,Ainsley McCammon
RGN,Sally Menti
RGN,Maddie Mercado
RGN,Sam Meza
RGN,Emeri Adames
RGN,Lynn Biyendolo
RGN,Maddie Dahlien
RGN,Mia Fishel
RGN,Jordyn Huitema
RGN,Nérilia Mondesir
RGN,Lauren Barnes
RGN,Hanna Glas
RGN,Veronica Latsko
RGN,Ji So-Yun
RGN,Julia Lester
RGN,Mikayla Cluff
RGN,Ana-Maria Crnogorčević
RGN,Olivia Van der Jagt
WAS,Courtney Brown
WAS,Brittany Ratcliffe
WAS,Ouleye Sarr
WAS,Kysha Sylla
WAS,Aubrey Kingsbury
WAS,Kate Wiesner
WAS,Paige Metayer
WAS,Tara McKeown
WAS,Rebeca Bernal
WAS,Esme Morgan
WAS,Rosemonde Kouassi
WAS,Croix Bethune
WAS,Hal Hershfelt
WAS,Deborah Abiodun
WAS,Leicy Santos
WAS,Sofia Cantore
WAS,Trinity Rodman
WAS,Gift Monday 
WAS,Sandy MacIver
WAS,Narumi Miura
WAS,Heather Stainbrook
WAS,Gabby Carle
WAS,Ashley Hatch
WAS,Lyza Jessee
WAS,Casey Krueger
WAS,Andi Sullivan
UTA,Mandy McGlynn
UTA,Mia Justus
UTA,Kate Del Fava
UTA,Kaleigh Riehl
UTA,Nuria Rábano
UTA,Tatumn Milazzo
UTA,Janni Thomsen
UTA,Ana Tejada
UTA,Alex Loera
UTA,Cloé Lacasse
UTA,Brecken Mozingo
UTA,KK Ream
UTA,Paige Monaghan
UTA,Aisha Solórzano
UTA,Lara Prašnikar
UTA,Mina Tanaka
UTA,Cece Kizer
UTA,DeAira Jackson
UTA,Madison Pogarch
UTA,Imani Dorsey
UTA,Lauren Flynn
UTA,Olivia Griffitts
UTA,Lauren Gogal
UTA,Claudia Zornoza
UTA,Aria Nagai
UTA,Abby Boyan
UTA,Dana Foederer
UTA,Emily Gray
UTA,Bianca St-Georges
