team,player
LOU,Maja Lardner
LOU,Audrey McKeen
LOU,Emma Sears
LOU,Sarah Weber
LOU,Taylor White
SD,Luisa Agudelo
SD,Leah Freeman
SD,DiDi Haračić
SD,Daniela Arias
SD,Trinity Armstrong
SD,Nya Harrison
SD,Kristen McNabb
SD,Perle Morroni
SD,Mimi Van Zanten
SD,Kennedy Wesley
SD,Kimmi Ascanio
SD,Melanie Barcenas
SD,Gia Corley
SD,Kenza Dali
SD,Laurina Fazer
SD,Jordan Fusco
SD,Lia Godfrey
SD,Kiki Pickett
SD,Trinity Byars
SD,Dudinha
SD,Adriana Leon
SD,Ludmila
SD,Gabi Portilho
SD,Tatum Wynalda
RGN,Claudia Dickey
RGN,Cassie Miller
RGN,Evan O'Steen
RGN,Neeku Purcell
RGN,Ryanne Brown
RGN,Jordyn Bugg
RGN,Madison Curry
RGN,Shae Holmes
RGN,Sofia Huerta
RGN,Emily Mason
RGN,Phoebe McClernon
RGN,Sofia Cedeño
RGN,Jess Fishlock
RGN,Angharad James-Turner
RGN,Ainsley McCammon
RGN,Sally Menti
RGN,Sam Meza
RGN,Emeri Adames
RGN,Lynn Biyendolo
RGN,Maddie Dahlien
RGN,Mia Fishel
RGN,Ruby Hladek
RGN,Maddie Mercado
RGN,Nerilia Mondesir
RGN,Brittany Ratcliffe
WAS,Kaylie Collins
WAS,Aubrey Kingsbury
WAS,Sandy MacIver
WAS,Sara Wojdelko
WAS,Gabby Carle
WAS,Lucia Di Guglielmo
WAS,Madison Haugen
WAS,Casey Krueger
WAS,Paige Metayer
WAS,Esme Morgan
WAS,Tara Rudd
WAS,Élisabeth Tsé
WAS,Kate Wiesner
WAS,Rebeca Bernal
WAS,Deborah Abiodun
WAS,Hal Hershfelt
WAS,Leicy Santos
WAS,Molly Skurcenski
WAS,Heather Stainbrook
WAS,Andi Sullivan
WAS,Tamara Bolt
WAS,Sofia Cantore
WAS,Emma Gaines-Ramos
WAS,Ashley Hatch
WAS,Rosemonde Kouassi
WAS,Claudia Martínez
WAS,Gift Monday
WAS,Trinity Rodman
UTA,Mandy McGlynn
UTA,Mia Justus
UTA,DeAira Jackson
UTA,Tatumn Milazzo
UTA,Kate Del Fava
UTA,Ana Tejada
UTA,Nuria Rábano
UTA,Kaleigh Riehl
UTA,Janni Thomsen
UTA,Miyabi Moriya
UTA,Kameron Simmonds
UTA,Aria Nagai
UTA,Alex Loera
UTA,Cece Delzer
UTA,Courtney Brown
UTA,Narumi Miura
UTA,Madison Hammond
UTA,Dayana Pierre-Louis
UTA,Paige Cronin
UTA,Mina Tanaka
UTA,Brecken Mozingo
UTA,KK Ream
UTA,Cloé Lacasse
UTA,Lara Prašnikar
UTA,Kalea Eichenberger
UTA,Kiana Palacios
BOS,Laurel Ivory
BOS,Casey Murphy
BOS,Hannah Stambaugh
BOS,Laurel Ansbrow
BOS,Laís Araújo
BOS,Jorelyn Carabalí
BOS,Emerson Elgin
BOS,Nicki Hernandez
BOS,Kaká
BOS,Bianca St-Georges
BOS,Alba Caño
BOS,Aleigh Gambone
BOS,Josefine Hasbo
BOS,Annie Karich
BOS,Sophia Lowenberg
BOS,Barbara Olivieri
BOS,Chloe Ricketts
BOS,Amanda Allen
BOS,Amanda Gutierres
BOS,Fauzia Najjemba
BOS,Nichelle Prince
BOS,Sammy Smith
BOS,Ella Stevens
BOS,Aïssata Traoré
DEN,Jordan Nytes
DEN,Abby Smith
DEN,Camryn Biegalski
DEN,Eva Gaetino
DEN,Kaleigh Kurtz
DEN,Natalie Means
DEN,Ayo Oke
DEN,Carson Pickett
DEN,Megan Reid
DEN,Jordan Baggett
DEN,Lourdes Bosch
DEN,Lindsey Heaps
DEN,Devin Lynch
DEN,Yuna McCormack
DEN,Emma Regan
DEN,Jasmine Aikey
DEN,Ally Brazier
DEN,Natasha Flint
DEN,Nahikari Garcia
DEN,Melissa
DEN,Kössler
DEN,Janine Sonis
DEN,Olivia Thomas
DEN,Meg Boade
