date,scorer,assist
2017-06-28T22:00:00,Christine Sinclair,Hayley Raso
2017-06-28T22:30:00,Alyssa Mautz,Julie Ertz
2017-06-28T22:30:00,Megan Rapinoe,
2017-06-28T22:30:00,Megan Rapinoe,
2017-07-01T15:30:00,Sam Kerr,Maya Hayes
2017-07-01T16:00:00,Midge Purce,Rosie White
2017-07-01T18:00:00,Christen Press,
2017-07-01T22:30:00,Megan Rapinoe,
2017-07-01T22:30:00,Megan Rapinoe,Christine Nairn
2017-07-02T20:00:00,Shea Groom,Christina Gibbons
2017-07-02T20:00:00,Rachel Daly,
2017-07-02T20:00:00,Nichelle Prince,Amber Brooks
2017-07-08T15:30:00,Marta,
2017-07-08T15:30:00,Mallory Pugh,Francisca Ordega
2017-07-08T15:30:00,Marta,
2017-07-08T15:30:00,Mallory Pugh,
2017-07-08T19:00:00,Kate Bowen,Christina Gibbons
2017-07-08T19:00:00,Christina Gibbons,Desiree Scott
2017-07-08T19:00:00,Sam Kerr,Kelley O'Hara
2017-07-08T19:00:00,Sam Kerr,Daphne Corboz
2017-07-08T19:00:00,Sam Kerr,Taylor Lytle
2017-07-08T19:30:00,Ashley Hatch,
2017-07-08T19:30:00,McCall Zerboni,
2017-07-08T22:09:00,Janine Beckie,Rachel Daly
2017-07-08T22:09:00,Lindsey Horan,
2017-07-15T15:30:00,Hayley Raso,Meghan Klingenberg
2017-07-15T19:00:00,Sofia Huerta,Christen Press
2017-07-15T19:00:00,Christen Press,Vanessa DiBernardo
2017-07-15T19:00:00,Maya Hayes,
2017-07-15T19:00:00,Sam Kerr,Sarah Woldmoe
2017-07-15T19:30:00,Alanna Stephanie Kennedy,Marta
2017-07-15T19:30:00,Alex Morgan,
2017-07-15T19:30:00,Maegan Rosa,Kate Bowen
2017-07-15T19:30:00,Toni Pressley,Camila
2017-07-15T19:30:00,Kristen Edmonds,
2017-07-15T20:30:00,Poliana,Janine Beckie
2017-07-15T20:30:00,Andressinha,Rachel Daly
2017-07-15T20:30:00,Estelle Johnson,Havana Solaun
2017-07-15T22:00:00,Nahomi Kawasumi,
2017-07-15T22:00:00,Adriana Leon,Christen Westphal
2017-07-22T15:30:00,Christen Press,Sofia Huerta
2017-07-22T15:30:00,Christen Press,Jen Hoy
2017-07-22T15:30:00,Alanna Stephanie Kennedy,Rachel Hill
2017-07-22T20:30:00,Nichelle Prince,Andressinha
2017-07-22T22:00:00,Havana Solaun,
2017-07-22T22:00:00,Allie Long,Tyler Lussi
2017-07-22T22:00:00,Mallory Weber,Ashleigh Sykes
2017-07-22T22:00:00,Megan Rapinoe,
2017-07-22T22:00:00,Megan Rapinoe,
2017-07-22T22:00:00,Beverly Yanez,Nahomi Kawasumi
2017-07-22T22:00:00,Erica Skroski (OG),
2017-07-22T22:00:00,Kelley O'Hara,
2017-07-22T22:00:00,Leah Galton,
2017-07-22T22:00:00,Daphne Corboz,
2017-07-22T22:00:00,Sam Kerr,Daphne Corboz
2017-07-22T22:00:00,Megan Rapinoe,Katie Johnson
2017-08-04T19:00:00,Maegan Rosa,Christina Gibbons
2017-08-04T19:00:00,Rosie White,Katie Stengel
2017-08-04T19:00:00,Rosie White,Adriana Leon
2017-08-04T19:00:00,Erika Tymrak,Sydney Miramontez
2017-08-04T19:00:00,Maya Hayes,Daphne Corboz
2017-08-04T19:00:00,Arielle Ship,Havana Solaun
2017-08-04T19:00:00,Cheyna Lee Matthews,Arielle Ship
2017-08-04T19:00:00,Meggie Dougherty Howard,Arielle Ship
2017-08-04T19:00:00,Havana Solaun,
2017-08-05T14:00:00,Emily Sonnett,Tyler Lussi
2017-08-05T14:00:00,Carli Lloyd,
2017-08-05T14:00:00,Tyler Lussi,
2017-08-05T19:30:00,Lynn Williams,Makenzy Doniak
2017-08-05T19:30:00,Alex Morgan,Jasmyne Spencer
2017-08-05T19:30:00,Sofia Huerta,Jen Hoy
2017-08-08T19:30:00,Marta,Alex Morgan
2017-08-08T19:30:00,Camila,
2017-08-08T19:30:00,Alex Morgan,Steph Catley
2017-08-10T20:00:00,Lynn Williams,
2017-08-12T15:30:00,Estelle Johnson,
2017-08-12T15:30:00,Adriana Leon,
2017-08-12T15:30:00,Cheyna Lee Matthews,
2017-08-12T15:30:00,Adriana Leon,Ifeoma Onumonu
2017-08-12T20:00:00,Hayley Raso,Lindsey Horan
2017-08-12T20:00:00,Christine Sinclair,Dagný Brynjarsdóttir
2017-08-12T20:00:00,Christen Press,
2017-08-12T20:00:00,Sofia Huerta,Julie Ertz
2017-08-12T20:00:00,Emily Sonnett,Meghan Klingenberg
2017-08-12T20:00:00,Alex Morgan,Marta
2017-08-12T20:00:00,Danielle Weatherholt,Camila
2017-08-12T20:00:00,Alex Morgan,Jasmyne Spencer
2017-08-12T20:00:00,Marta,
2017-08-12T20:00:00,Marta,Alex Morgan
2017-08-13T20:30:00,Shea Groom,Becky Sauerbrunn
2017-08-13T21:00:00,Sam Mewis,Lynn Williams
2017-08-13T21:00:00,Rumi Utsugi,Lindsay Elston
2017-08-13T21:00:00,Sam Mewis,
2017-08-16T19:30:00,Sarah Hagen,
2017-08-16T19:30:00,Natasha Dowie,Midge Purce
2017-08-16T19:30:00,Janine Beckie,Nichelle Prince
2017-08-16T19:30:00,Sarah Hagen,
2017-08-16T20:00:00,Jen Hoy,Taylor Comeau
2017-08-16T20:00:00,Nahomi Kawasumi,Rumi Utsugi
2017-08-16T20:00:00,Katie Johnson,Merritt Mathias
2017-08-16T22:10:00,Amandine Henry,
2017-08-16T22:10:00,Yael Averbuch,
2017-08-16T22:10:00,Sydney Leroux,Brittany Ratcliffe
2017-08-19T15:30:00,Ashley Hatch,
2017-08-19T15:30:00,Kassey Kallman (OG),
2017-08-19T16:00:00,Alex Morgan,
2017-08-19T16:00:00,Alex Morgan,Ali Krieger
2017-08-19T16:00:00,Amanda DaCosta,
2017-08-19T19:00:00,Katie Johnson,Rumi Utsugi
2017-08-19T19:00:00,Jessica Fishlock,Nahomi Kawasumi
2017-08-19T19:00:00,Nahomi Kawasumi,Christine Nairn
2017-08-19T19:00:00,Sam Kerr,
2017-08-19T19:00:00,Sam Kerr,Daphne Corboz
2017-08-19T19:00:00,Sam Kerr,Sarah Woldmoe
2017-08-19T19:00:00,Kiersten Dallstream,
2017-08-19T19:00:00,Maya Hayes,Domi Richardson
2017-08-19T19:00:00,Sam Kerr,Taylor Lytle
2017-08-19T22:00:00,Lindsey Horan,Meghan Klingenberg
2017-08-19T22:00:00,Amandine Henry,Nadia Nadim
2017-08-20T18:00:00,Sydney Leroux,Shea Groom
2017-08-20T18:00:00,Kate Bowen,Shea Groom
2017-08-20T18:00:00,Julie Ertz,Yuki Nagasato
2017-08-20T18:00:00,Maegan Rosa,Lo’eau LaBonta
2017-08-26T15:30:00,Chioma Ubogagu,
2017-08-26T15:30:00,Lo’eau LaBonta,Shea Groom
2017-08-26T15:30:00,Alex Morgan,Marta
2017-08-26T16:00:00,Hayley Raso,
2017-08-26T16:00:00,Hayley Raso,
2017-08-26T16:00:00,Jessica Fishlock,
2017-08-26T19:00:00,Sam Kerr,Nikki Stanton
2017-08-26T19:00:00,Kristie Mewis,Danielle Colaprico
2017-08-26T19:00:00,Cheyna Lee Matthews,Mallory Pugh
2017-08-26T19:00:00,Christen Press,Julie Ertz
2017-08-30T19:30:00,Estefanía Banini,
2017-08-30T19:30:00,Sam Mewis,Abby Dahlkemper
2017-08-30T19:30:00,Jessica McDonald,Jaelene Daniels
2017-08-30T19:30:00,Jessica McDonald,Lynn Williams
2017-08-30T19:30:00,Cheyna Lee Matthews,
2017-09-02T15:30:00,Nadia Nadim,
2017-09-02T15:30:00,Christine Sinclair,Nadia Nadim
2017-09-02T15:30:00,Emily Sonnett,Meghan Klingenberg
2017-09-02T15:30:00,Christine Sinclair,Emily Sonnett
2017-09-02T19:30:00,Rachel Hill,
2017-09-02T19:30:00,Rachel Hill,Alex Morgan
2017-09-02T19:30:00,Rosie White,Amanda Frisbie
2017-09-02T19:30:00,Marta,Chioma Ubogagu
2017-09-02T19:30:00,Chioma Ubogagu,
2017-09-02T19:30:00,Julie King,Adriana Leon
2017-09-03T18:00:00,Lo’eau LaBonta,Shea Groom
2017-09-03T18:00:00,Shea Groom,Lo’eau LaBonta
2017-09-03T18:00:00,Shea Groom,
2017-09-03T18:00:00,Madison Tiernan,Taylor Lytle
2017-09-03T18:00:00,Sydney Leroux,Maegan Rosa
2017-09-03T18:00:00,Lynn Williams,Jessica McDonald
2017-09-03T18:00:00,Yuki Nagasato,Christen Press
2017-09-03T18:00:00,Julie Ertz,Yuki Nagasato
2017-09-03T20:00:00,Merritt Mathias,Beverly Yanez
2017-09-07T20:00:00,Alex Morgan,Danielle Weatherholt
2017-09-07T20:00:00,Jessica Fishlock,Nahomi Kawasumi
2017-09-09T19:30:00,Kristen Hamilton,Abby Erceg
2017-09-10T18:00:00,Christine Sinclair,Hayley Raso
2017-09-10T18:00:00,Maya Hayes,
2017-09-10T18:00:00,Whitney Church,Shelina Zadorsky
2017-09-10T18:00:00,Mallory Pugh,Lindsay Agnew
2017-09-23T19:00:00,Natasha Dowie,Adriana Leon
2017-09-23T19:00:00,Kassey Kallman (OG),
2017-09-23T19:00:00,Adriana Leon,
2017-09-23T20:30:00,Jen Hoy,
2017-09-23T20:30:00,Casey Krueger,
2017-09-23T20:30:00,Amber Brooks,
2017-09-23T20:30:00,Christen Press,
2017-09-23T20:30:00,Rachel Daly,Kristie Mewis
2017-09-24T18:00:00,Ashley Hatch,Kristen Hamilton
2017-09-24T18:00:00,Rocky Rodriguez,Sam Kerr
2017-09-24T21:00:00,Shea Groom,Sydney Leroux
2017-09-27T20:00:00,Sam Mewis,Abby Dahlkemper
2017-09-27T20:00:00,Lynn Williams,Ashley Hatch
2017-09-27T20:00:00,Debinha,Lynn Williams
2017-09-27T20:00:00,Ashley Hatch,Debinha
2017-09-30T15:30:00,Hayley Raso,
2017-09-30T15:30:00,Ashleigh Sykes,
2017-09-30T15:30:00,Sofia Huerta,
2017-09-30T15:30:00,Nadia Nadim,
2017-09-30T19:00:00,Natasha Dowie,Midge Purce
2017-09-30T19:00:00,Natasha Dowie,Tiffany Weimer
2017-09-30T19:00:00,Sam Kerr,Maya Hayes
2017-09-30T19:00:00,Madison Tiernan,Kelley O'Hara
2017-09-30T19:00:00,Erica Skroski,Taylor Lytle
2017-09-30T19:00:00,Caroline Casey (OG),
2017-09-30T19:00:00,Kelley O'Hara,Leah Galton
2017-09-30T19:00:00,Mallory Pugh,Meggie Dougherty Howard
2017-09-30T19:00:00,Mallory Pugh,Havana Solaun
2017-09-30T19:00:00,Jessica Fishlock,Kiersten Dallstream
2017-09-30T19:00:00,Larissa Crummer,Jessica Fishlock
2017-09-30T19:00:00,Jessica Fishlock,Kiersten Dallstream
2017-09-30T19:30:00,Kristen Edmonds,Chioma Ubogagu
2017-09-30T19:30:00,Marta,Alex Morgan
2017-09-30T19:30:00,Lynn Williams,Taylor Smith
2017-09-30T19:30:00,Lynn Williams,
2017-09-30T19:30:00,Alanna Stephanie Kennedy,
2017-10-01T18:00:00,Maegan Rosa,Desiree Scott
2017-10-01T18:00:00,Rachel Daly,Kristie Mewis
2017-10-07T15:30:00,Amandine Henry,Meghan Klingenberg
2017-10-07T15:30:00,Emily Sonnett,Tobin Heath
2017-10-07T15:30:00,Alanna Stephanie Kennedy,Toni Pressley
2017-10-07T15:30:00,Hayley Raso,Lindsey Horan
2017-10-07T15:30:00,Christine Sinclair,Nadia Nadim
2017-10-08T15:30:00,Denise O'Sullivan,Jessica McDonald
2017-10-14T16:30:00,Lindsey Horan,
