KC,Kristen Hamilton
KC,Addisyn Merrick
KC,Cassie Miller
KC,Chloe Logarzo
KC,Claire Lavogez
KC,Debinha
KC,Michelle Cooper
KC,Rylan Childers
KC,Mykiaa Minniss
KC,Ashley Orkus
KC,Gabby Robinson
KC,Ella Shamburger
KC,Jordan Silkowitz
KC,Alexa Spaanstra
LA,Sarah Gorden
LA,Merritt Mathias
LA,Paige  Nielsen
LA,M.A. Vignola
LA,Ali Riley
LA,Megan Reid
LA,Madison Hammond
LA,Rachel Diodati
LA,Vanessa Gilles
LA,Kelsey Hill
LA,Allyson Swaby
LA,Giselle Thompson
LA,Claire Emslie
LA,Jun Endo
LA,Sydney Leroux
LA,Alyssa Thompson
LA,Christen Press
LA,Jasmyne  Spencer
LA,Simone Charley
LA,Mia Minestrella
LA,Brittany Isenhour
LA,DiDi Haracic
LA,Angelina Anderson
LA,Dani Weatherholt
LA,Lily Nabet
LA,Clarisse Le Bihan
LA,Katie Johnson
LA,Savannah McCaskill
LA,Taylor Aylmer
LA,Molly McLaughlin
LA,Mackenzie Pluck
LA,Domi Richardson
LOU,Katie Lund
LOU,Lauren Milliet
LOU,Carson Pickett
LOU,Elli Pikkujämsä
LOU,Paige Monaghan
LOU,Jaelin Howell
LOU,Savannah DeMelo
LOU,Ary Borges
LOU,Nadia Nadim INJ
LOU,Thembi Kgatlana 
LOU,Taylor Malham
LOU,Emina Ekic
LOU,Jess McDonald
LOU,Julia Lester
LOU,Hillary Beall
LOU,Abby Erceg
LOU,Parker Goins
LOU,Kirsten Davis
LOU,Jordyn Bloomer
LOU,Rebecca Holloway
LOU,Alex Chidiac
LOU,Zaneta Wyne
LOU,Kelsey Daugherty
LOU,Satara Murray
LOU,Wang Shuang
LOU,Uchenna Kanu
LOU,Jadyn Edwards
LOU,Kayla Fischer
LOU,Brianna Martinez
LOU,Riley Parker
NC,Malia Berkely
NC,Sarah Clark
NC,Sydney Collins
NC,Emily Fox
NC,Estelle Johnson
NC,Kaleigh Kurtz
NC,Kiki Pickett
NC,Nikia Smith
NC,Croix Soto
NC,Ryan Williams
NC,Millie Farrow
NC,Mille Gejl Jensen
NC,Haley Hopkins
NC,Kerolin
NC,Tyler Lussi
NC,Rikke Madsen
NC,Brittany Ratcliffe
NC,Marisa Bova
NC,Olivia Wingate
NC,Casey Murphy
NC,Katelyn Rowland
NC,Eliana Beard
NC,Tess Boade
NC,Jennifer Cudjoe
NC,Emilly Gray
NC,Denise O'Sullivan
NC,Brianna Pinto
NC,Clara Robbins
NC,Meredith Speck
NC,Frankie Tagliaferri
NJY,Michelle Betos
NJY,Bruninha
NJY,Kelley O'Hara
NJY,McCall Zerboni
NJY,Taryn Torres
NJY,Nahomi Kawasumi
NJY,Ali Krieger
NJY,Delanie Sheehan
NJY,Sabrina Flores
NJY,Allie Long
NJY,Kristie Mewis
NJY,Taylor Smith
NJY,Ellie Jean
NJY,Mandy Freeman
NJY,Midge Purce
NJY,Ifeoma Onumonu
NJY,Imani Dorsey
NJY,Hensley Hancuff
NJY,Victoria Pickett
NJY,Kristen Edmonds
NJY,Mandy Haught
NJY,Nealy Martin
NJY,Yazmeen Ryan
NJY,Abby Smith
NJY,Svava Rós Guðmundsdóttir
NJY,Lynn  Williams
ORL,Haley McCutcheon
ORL,Megan Montefusco
ORL,Haley Bugeja
ORL,Marta
ORL,Carrie Lawrence
ORL,Celia
ORL,Viviana Villacorta
ORL,Erika Tymrak
ORL,Mikayla Cluff
ORL,Kaylie  Collins
ORL,Julie Doyle
ORL,Anna Moorhouse
ORL,Kylie Strom
ORL,Kerry  Abello
ORL,Caitlin Cosme
ORL,Ally Watt
ORL,Jordyn Listro
ORL,Leah Pruitt
ORL,Emily Madril
ORL,Adriana
ORL,Carly Nelson
ORL,Tori Hansen
ORL,Messiah Bright
ORL,Kristen Scott
ORL,Summer Yates
ORL,McKinley Crone
ORL,Nicole Baxter
ORL,Thais Reiss
POR,Bella Bixby
POR,Becky Sauerbrunn
POR,Emily Menges
POR,Hina Sugita
POR,Sophia Smith
POR,Lindsey Horan
POR,Rocky Rodriguez
POR,Christine Sinclair
POR,Olivia Moultrie
POR,Natalia Kuikka
POR,Janine Beckie
POR,Sam Coffey
POR,Crystal Dunn
POR,Kelli Hubly
POR,Morgan Weaver
POR,Meghan Klingenberg
POR,Tegan McGrady
POR,Michele Vasconcelos
POR,Meaghan Nally
POR,Hannah Betfort
POR,Shelby Hogan
POR,Gabby Provenzano
POR,Natalie Beckman
POR,Taylor Porter
POR,Izzy D'Aquila
POR,Lauren DeBeau
POR,Lauren Kozal
POR,Reyna Reyes
RGN,Nikki Stanton
RGN,Emily Sonnett
RGN,Lauren Barnes
RGN,Alana Cook
RGN,Quinn
RGN,Angelina
RGN,Bethany Balcer
RGN,Jordyn Huitema
RGN,Jess Fishlock
RGN,Sofia Huerta
RGN,Olivia Athens
RGN,Marley Canales
RGN,Jimena Lopez
RGN,Megan Rapinoe
RGN,Rose Lavelle
RGN,Sam Hiatt
RGN,Laurel Ivory
RGN,Alyssa Malonson
RGN,Phoebe McClernon
RGN,Ryanne Brown
RGN,Tziarra King
RGN,Veronica Latkso
RGN,Claudia Dickey
RGN,Olivia van der Jagt
RGN,Elyse Bennett
RGN,Phallon Tullis-Joyce
RGN,Shae Holmes
RGN,Natalie Viggiano
SD,Kailen Sheridan
SD,Abby Dahlkemper
SD,Naomi Girma
SD,Emily van Egmond
SD,Kelsey  Turnbow
SD,Amirah Ali
SD,Sofia Jakobsson
SD,Jaedyn Shaw
SD,Alex Morgan
SD,Kristen McNabb
SD,Makenzy Doniak
SD,Madison Pogarch
SD,Kaleigh Riehl
SD,Christen Westphal
SD,Carly Telford
SD,Taylor  Kornieck
SD,Belle Briede
SD,Mia Gyau
SD,Rachel Hill
SD,Danielle Colaprico
SD,Megan Dougherty Howard
WAS,Aubrey Kingsbury
WAS,Trinity Rodman
WAS,Sam Staab
WAS,Tara McKeown
WAS,Ashley Sanchez
WAS,Jordan  Baggett
WAS,Andi Sullivan
WAS,Bayley Feist
WAS,Gabrielle Carle
WAS,Maddie Elwell
WAS,Dorian Bailey
WAS,Anna Heilferty
WAS,Amber Brooks
WAS,Tori Huster
WAS,Marissa Sheva
WAS,Nicole Barnhart
WAS,Camryn Biegalski
WAS,Ashley Hatch
WAS,Katie Murray
WAS,Jordan  Thompson
WAS,Abbey Burdette
WAS,Mariana Speckmaier
WAS,Chloe Ricketts
WAS,Paige  Metayer
WAS,Melina Rebimbas
WAS,Nicole Douglas
WAS,Lyza Bosselmann
WAS,Riley Tanner
WAS,Lena Silano
WAS,Civana Kuhlmann
WAS,Delaney Graham
