slug,id
angel-city-fc-vs-portland-thorns-fc-2022-07-01,2ene1ia8603fg8xgomxmusg0k
nj-ny-gotham-fc-vs-chicago-red-stars-2022-07-02,2exln6h2965c9oj9tsyepgsno
san-diego-wave-fc-vs-washington-spirit-2022-07-03,2f15g9r4xsgocz32ma6r2bpxw
orlando-pride-vs-racing-louisville-fc-2022-07-03,2eu6jgfqjnt56c4kua13fup78
orlando-pride-vs-houston-dash-2022-07-08,2f52ztl432jqesepp4mzrb8d0
racing-louisville-fc-vs-nj-ny-gotham-fc-2022-07-08,2f8oe7pywivwne2xjql0bpces
angel-city-fc-vs-san-diego-wave-fc-2022-07-09,2fcdt1o1eavxqhlzgpbf9ual0
washington-spirit-vs-kansas-city-current-2022-07-10,2fftuvuwsg82xrotfak25j3mc
chicago-red-stars-vs-north-carolina-courage-2022-07-10,2fjbzvkmqjw0o84angdqh3o5w
ol-reign-vs-portland-thorns-fc-2022-07-10,2fmsqrw10mt1eqd9x0ki7hono
san-diego-wave-fc-vs-racing-louisville-fc-2022-07-15,2ftt38akjnlhmqifylc3bdyc4
houston-dash-vs-chicago-red-stars-2022-07-16,2fyv1zn1octpe6cri4ctjeqs4
portland-thorns-fc-vs-nj-ny-gotham-fc-2022-07-16,2g2erchwjf8hj0jq6gm9xw4yc
washington-spirit-vs-orlando-pride-2022-07-17,2g5x7vn3yyzhmiuazn221p9n8
kansas-city-current-vs-ol-reign-2022-07-17,2g9lhqcov1orgn3c8g65ykt1w
north-carolina-courage-vs-washington-spirit-2022-07-29,2gczcwx2f6b7cpj74we6c4xec
racing-louisville-fc-vs-portland-thorns-fc-2022-07-29,2ggi2xo13li0smrjg4y1layhg
chicago-red-stars-vs-san-diego-wave-fc-2022-07-30,2gjz0m2txa9xff2453j0u4650
angel-city-fc-vs-ol-reign-2022-07-30,2gnk9n442uvmfdt1awmcn4k5w
nj-ny-gotham-fc-vs-houston-dash-2022-07-31,2gr9k5xvnuhcdakpdq2sjlfro
kansas-city-current-vs-orlando-pride-2022-07-31,2gv94uyqt8gwk13ss12fzysyc
racing-louisville-fc-vs-ol-reign-2022-08-02,2gyt3fec5zz6puufc6dyf8rv8
racing-louisville-fc-vs-washington-spirit-2022-08-05,2h2f525k6armngtyqdbe3l1jo
portland-thorns-fc-vs-north-carolina-courage-2022-08-05,2h5wipt4zdai69mwev7ybi3o4
san-diego-wave-fc-vs-kansas-city-current-2022-08-07,2h9lvb3odtclooy925dfp0j6c
chicago-red-stars-vs-nj-ny-gotham-fc-2022-08-07,2hda018xogfqz7vy3k8i0ox78
ol-reign-vs-houston-dash-2022-08-07,2hgv4oe22qsx3uunbd7f5bpck
orlando-pride-vs-angel-city-fc-2022-08-07,2hkr4me3q3buzfk9oxjjidtsk
washington-spirit-vs-portland-thorns-fc-2022-08-10,2hpst5ocaqcd8th5mudvya51w
houston-dash-vs-racing-louisville-fc-2022-08-12,2ht9674v5je6bgmhxuj6p3jf8
north-carolina-courage-vs-kansas-city-current-2022-08-13,2i0amxt6nsxg96u5ovb65ve38
san-diego-wave-fc-vs-orlando-pride-2022-08-13,2hwrpn99pztwz0pyhwys7r4es
ol-reign-vs-nj-ny-gotham-fc-2022-08-14,2i3yxyzcd5ms1wlj6vd5nltzo
angel-city-fc-vs-chicago-red-stars-2022-08-14,2i7n9xfs8geokamxz5kcpuplg
houston-dash-vs-nj-ny-gotham-fc-2022-08-17,2ib7xfq9xxfnwtqqlkj6eqln8
kansas-city-current-vs-angel-city-fc-2022-08-19,2iesi5b71pu31tumpst09vbpw
north-carolina-courage-vs-chicago-red-stars-2022-08-20,2ilxbwk8pnvz3muvypdecqyok
nj-ny-gotham-fc-vs-orlando-pride-2022-08-20,2ii8bocw09qgvai1fivfl24us
san-diego-wave-fc-vs-houston-dash-2022-08-20,2ipit3eo4supjrj0bi0eqw8pg
north-carolina-courage-vs-portland-thorns-fc-2022-08-24,29pgs1a298cj76x4fo8a792xg
orlando-pride-vs-ol-reign-2022-08-26,2iszydkkppb0zuykyy10bpp1w
racing-louisville-fc-vs-chicago-red-stars-2022-08-27,2iwmonimqngq8vaubncpaxo2c
houston-dash-vs-washington-spirit-2022-08-27,2j06mmtry99u6pk0u48g2t638
portland-thorns-fc-vs-san-diego-wave-fc-2022-08-27,2j3us9elb00q4elyigzcus4yc
nj-ny-gotham-fc-vs-angel-city-fc-2022-08-28,2j7i1gupm08dx8i5km0hwa710
kansas-city-current-vs-north-carolina-courage-2022-08-28,2jb8755dj1bna0thkx9prjm6s
nj-ny-gotham-fc-vs-north-carolina-courage-2022-09-04,2ahkwy7u9jg1d9wqjojc53v9w
orlando-pride-vs-portland-thorns-fc-2022-09-09,2jkh0iqlq9bftlurh93lz9nh0
ol-reign-vs-chicago-red-stars-2022-09-09,2jgdk2gqzw1zj09i2cp0s99uc
washington-spirit-vs-san-diego-wave-fc-2022-09-10,2jo579fi3pfl10h3mm2n9hwyc
north-carolina-courage-vs-racing-louisville-fc-2022-09-10,2jro7hlnrb0zf40j1ylvgmj2s
nj-ny-gotham-fc-vs-kansas-city-current-2022-09-11,2jvdn5uh1knnz49bzikq2iexg
houston-dash-vs-angel-city-fc-2022-09-11,2jz1888v9xio2t6vdrqdz73tg
north-carolina-courage-vs-angel-city-fc-2022-09-14,2fqda3bucjhvylinxzk6fssgk
chicago-red-stars-vs-kansas-city-current-2022-09-14,2k2oo0j87v346mrecwy519kpg
racing-louisville-fc-vs-orlando-pride-2022-09-16,2k6gru9q5ljxe5ggtxwimcv10
washington-spirit-vs-nj-ny-gotham-fc-2022-09-17,2ka4dfg2qjhb0xxihos73uexg
north-carolina-courage-vs-ol-reign-2022-09-17,2kdz40qu2todtgnskriabdg5w
chicago-red-stars-vs-houston-dash-2022-09-17,2khpgz9tb5vs1qxvsgopfp1ck
san-diego-wave-fc-vs-angel-city-fc-2022-09-17,2kme81t21b43fkz6difrueadw
kansas-city-current-vs-portland-thorns-fc-2022-09-18,2kqjfc0cbb0plnqq2q89tukus
nj-ny-gotham-fc-vs-ol-reign-2022-09-21,2l1aaafvjduatdaqvuz773384
orlando-pride-vs-north-carolina-courage-2022-09-21,2l4u31zh94zng84urems6xz4k
portland-thorns-fc-vs-racing-louisville-fc-2022-09-21,2ku7eg3etp1lx929m9ibnuqs4
angel-city-fc-vs-washington-spirit-2022-09-21,2kxqxdg27v6bor34fh7p14u1g
north-carolina-courage-vs-nj-ny-gotham-fc-2022-09-24,2la3loddkw9kh2mx2yj1bsu1g
houston-dash-vs-ol-reign-2022-09-24,2ldshjbm3vzodytw5n3m99y50
portland-thorns-fc-vs-chicago-red-stars-2022-09-25,2ll3fh1659qe1fj2s5h7t6nmc
kansas-city-current-vs-washington-spirit-2022-09-25,2lhgyjs793578fp97arrk2ej8
orlando-pride-vs-san-diego-wave-fc-2022-09-25,2loof7i6fosnrn61sglpomyvo
angel-city-fc-vs-racing-louisville-fc-2022-09-25,2lsdumd0jnw5k3n3l9pk04f84
san-diego-wave-fc-vs-north-carolina-courage-2022-09-30,2lwk3gooir5jfvymfrljvcpas
nj-ny-gotham-fc-vs-portland-thorns-fc-2022-10-01,2m09rqqqkodf90napxzo0gsus
washington-spirit-vs-houston-dash-2022-10-01,2m46iigc2e6gueiupcnkghi50
racing-louisville-fc-vs-kansas-city-current-2022-10-01,2m7o4crs8vh7vves86d6drb4k
ol-reign-vs-orlando-pride-2022-10-01,2mb9k1muetvmflebkojw43lzo
chicago-red-stars-vs-angel-city-fc-2022-10-02,2mewg6e0tftmv7i52i4l18cgk
houston-dash-vs-kansas-city-current-2022-10-16,1il5uqa0vqnzqgef72wyzu68k
san-diego-wave-fc-vs-chicago-red-stars-2022-10-16,1ipnrpi4i3sjh8rzrajkuya6s
portland-thorns-fc-vs-san-diego-wave-fc-2022-10-23,5kbj2mdyasacmjwy74exdev4k
ol-reign-vs-kansas-city-current-2022-10-23,5k7i391zv6geqi9cydexyifpw
portland-thorns-fc-vs-kansas-city-current-2022-10-29,ah2zl0gwj4dop23c7jb885vdg
