RGN-WAS,LOU-ORL,POR-NJY,NC-SD,KCC-CHI,HOU-LA,clinched,eliminated
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,NC,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,NC,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]","[HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD,WAS]","[HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[HOU,LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[HOU,LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[CHI,LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]","[HOU,CHI,LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]","[CHI,HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR,WAS]","[HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[RGN,LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[HOU,LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[RGN,LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[HOU,LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,NC,WAS]","[RGN,CHI,LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,NC,WAS]","[HOU,CHI,LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,NC,WAS]","[CHI,HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[HOU,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[HOU,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]","[HOU,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[KCC,LOU,CHI]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[CHI,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]","[LOU,KCC]"
