date,scorer,assist
2019-08-14T19:00:00,Sam Kerr,Yuki Nagasato
2019-08-14T19:00:00,Paige Monaghan,Julie James
2019-08-17T19:30:00,Christen Press,Lo’eau LaBonta
2019-08-17T19:30:00,Amy Rodriguez,Verónica Boquete
2019-08-17T22:30:00,Hayley Raso,
2019-08-17T22:30:00,Emily Sonnett,Tobin Heath
2019-08-17T22:30:00,Christine Sinclair,
2019-08-17T22:30:00,Andi Sullivan,Rose Lavelle
2019-08-18T13:00:00,Elizabeth Eddy,Kenie Wright
2019-08-18T13:00:00,Jodie Taylor,Allie Long
2019-08-21T19:30:00,Rachel Hill,Chioma Ubogagu
2019-08-21T19:30:00,Chioma Ubogagu,Rachel Hill
2019-08-21T19:30:00,Tierna Davidson,
2019-08-24T19:00:00,Lynn Williams,Crystal Dunn
2019-08-24T19:30:00,Crystal Thomas,
2019-08-24T19:30:00,Marta,Rachel Hill
2019-08-24T19:30:00,Ashley Hatch,Tori Huster
2019-08-24T20:30:00,Carli Lloyd,Jen Hoy
2019-08-24T20:30:00,Carli Lloyd,Rocky Rodriguez
2019-08-24T20:30:00,Kealia Ohai Watt,Ariana Calderón
2019-08-25T15:00:00,Christine Sinclair,Tobin Heath
2019-08-25T15:00:00,Midge Purce,
2019-08-25T15:00:00,Midge Purce,
2019-09-06T21:30:00,Becky Sauerbrunn,Christen Press
2019-09-07T15:00:00,Erica Skroski (OG),
2019-09-07T15:00:00,Carli Lloyd,
2019-09-07T15:00:00,Crystal Dunn,Kristen Hamilton
2019-09-07T22:00:00,Darian Jenkins,Bethany Balcer
2019-09-07T22:00:00,Darian Jenkins,Steph Catley
2019-09-07T22:00:00,Beverly Yanez,Rosie White
2019-09-07T22:00:00,Camila,
2019-09-08T18:00:00,Sam Kerr,Morgan Gautrat
2019-09-08T18:00:00,Sam Kerr,Yuki Nagasato
2019-09-08T18:00:00,Savannah McCaskill,Casey Krueger
2019-09-11T19:00:00,Casey Krueger,Sam Kerr
2019-09-11T22:30:00,Debinha,Crystal Dunn
2019-09-11T22:30:00,Lynn Williams,Debinha
2019-09-11T22:30:00,Lynn Williams,Merritt Mathias
2019-09-11T22:30:00,Crystal Dunn,Jaelene Daniels
2019-09-11T22:30:00,Lynn Williams,Debinha
2019-09-11T22:30:00,Kristen Hamilton,Debinha
2019-09-13T20:30:00,Sofia Huerta,Kristie Mewis
2019-09-13T20:30:00,Sofia Huerta,Rachel Daly
2019-09-13T20:30:00,Gunny Jónsdóttir,Erika Tymrak
2019-09-14T19:00:00,Lynn Williams,Kristen Hamilton
2019-09-14T19:00:00,Kristen Edmonds (OG),
2019-09-14T19:00:00,Jessica McDonald,Jaelene Daniels
2019-09-14T19:00:00,McKenzie Meehan,Jessica McDonald
2019-09-14T19:00:00,Rachel Hill,Danica Evans
2019-09-14T19:00:00,Heather O'Reilly,McCall Zerboni
2019-09-14T19:00:00,Debinha,Heather O'Reilly
2019-09-14T19:30:00,Ashley Hatch,Mallory Pugh
2019-09-14T19:30:00,Bethany Balcer,
2019-09-14T19:30:00,Chloe Logarzo,Ashley Hatch
2019-09-14T19:30:00,Ifeoma Onumonu,Jodie Taylor
2019-09-15T17:00:00,Morgan Gautrat,Sam Kerr
2019-09-15T17:00:00,Sam Kerr,Yuki Nagasato
2019-09-15T17:00:00,Yuki Nagasato,Zoey Goralski
2019-09-17T19:30:00,Sam Mewis,
2019-09-21T20:00:00,Sam Kerr,Katie Johnson
2019-09-21T20:00:00,Yuki Nagasato,Sam Kerr
2019-09-21T20:00:00,Sam Kerr,Yuki Nagasato
2019-09-21T20:00:00,Mallory Pugh,Sam Staab
2019-09-21T21:00:00,Sam Mewis,
2019-09-21T21:00:00,Jaelene Daniels,
2019-09-21T21:00:00,Debinha,Crystal Dunn
2019-09-21T22:00:00,Carli Lloyd,Nahomi Kawasumi
2019-09-21T22:30:00,Tobin Heath,Lindsey Horan
2019-09-25T22:00:00,Bethany Balcer,Jodie Taylor
2019-09-25T22:00:00,Katie Stengel,Verónica Boquete
2019-09-25T22:00:00,Jodie Taylor,Darian Jenkins
2019-09-28T19:00:00,Lynn Williams,Jessica McDonald
2019-09-28T19:00:00,Mallory Pugh,Bayley Feist
2019-09-28T19:00:00,Rose Lavelle,Arielle Ship
2019-09-28T20:00:00,Vanessa DiBernardo,
2019-09-28T20:00:00,Christen Press,Gunny Jónsdóttir
2019-09-28T20:00:00,Yuki Nagasato,
2019-09-29T11:00:00,Shelina Zadorsky,Ali Krieger
2019-09-29T11:00:00,Carli Lloyd,Sarah Woldmoe
2019-09-29T14:00:00,Jodie Taylor,Theresa Eslund
2019-09-29T14:00:00,Bethany Balcer,Theresa Eslund
2019-10-05T17:00:00,Ashley Hatch,Crystal Thomas
2019-10-05T17:00:00,Crystal Thomas,
2019-10-05T17:00:00,Tiffany McCarty,
2019-10-12T19:00:00,Jessica McDonald,
2019-10-12T19:00:00,Carli Lloyd,Rocky Rodriguez
2019-10-12T19:00:00,Debinha,Cari Roccaro
2019-10-12T19:00:00,Jessica McDonald,Debinha
2019-10-12T19:00:00,Domi Richardson,
2019-10-12T19:30:00,Rachel Hill,Claire Emslie
2019-10-12T19:30:00,Darian Jenkins,Steph Catley
2019-10-12T19:30:00,Jodie Taylor,Rumi Utsugi
2019-10-12T19:30:00,Marta,
2019-10-12T21:00:00,Christen Press,Katie Stengel
2019-10-12T21:00:00,Amy Rodriguez,Verónica Boquete
2019-10-12T21:00:00,Kristie Mewis,Sofia Huerta
2019-10-20T13:30:00,Heather O'Reilly,
2019-10-20T13:30:00,Ifeoma Onumonu,Celia
2019-10-20T13:30:00,Debinha,
2019-10-20T13:30:00,Lauren Barnes (OG),
2019-10-20T13:30:00,Crystal Dunn,Sam Mewis
2019-10-20T15:30:00,Sam Kerr,Yuki Nagasato
2019-10-27T15:30:00,Debinha,
2019-10-27T15:30:00,Jessica McDonald,Lynn Williams
2019-10-27T15:30:00,Crystal Dunn,
2019-10-27T15:30:00,Sam Mewis,Abby Dahlkemper
