date,scorer,assist
2022-05-15T17:00:00,Ava Cook,Yuki Nagasato
2022-05-18T19:00:00,Sydney Leroux,
2022-05-18T19:00:00,Mikayla Cluff,
2022-05-18T19:00:00,Brianna Pinto,Ryan Williams
2022-05-18T19:30:00,Savannah Marie DeMelo,
2022-05-18T22:00:00,Sophia Smith,Natalia Kuikka
2022-05-18T22:00:00,Ashley Hatch,Anna Heilferty
2022-05-21T18:00:00,Rachel Daly,Nichelle Prince
2022-05-21T18:00:00,Sophie Schmidt,Haley Hanson
2022-05-21T22:30:00,Taylor Leach (OG),
2022-05-22T14:00:00,Alex Morgan,Taylor Kornieck
2022-05-22T17:00:00,Lauren Milliet,Jessica McDonald
2022-05-22T19:00:00,Sarah Griffith,Vanessa DiBernardo
2022-05-22T19:00:00,Bianca St-Georges,Mallory Pugh
2022-05-22T19:00:00,Mallory Pugh,Ava Cook
2022-05-22T19:00:00,Amy Turner,Courtney Petersen
2022-05-22T19:00:00,Mallory Pugh,
2022-05-22T19:00:00,Leah Pruitt,Abi Kim
2022-05-25T22:00:00,Bethany Balcer,Sofia Huerta
2022-05-27T19:00:00,Trinity Rodman,Audrey Harding
2022-05-27T19:00:00,Ashley Hatch,Ashley Sanchez
2022-05-27T19:00:00,Mikayla Cluff,Jordyn Listro
2022-05-27T19:00:00,Darian Jenkins,
2022-05-28T20:00:00,Mallory Pugh,Ava Cook
2022-05-28T20:00:00,Hina Sugita,Yazmeen Ryan
2022-05-28T20:00:00,Rachel Hill,Ava Cook
2022-05-28T20:00:00,Sophia Smith,
2022-05-29T15:00:00,Rose Lavelle,Sofia Huerta
2022-05-29T19:00:00,Diana Ordóñez,Emily Gray
2022-05-29T19:00:00,Rachel Daly,Nichelle Prince
2022-05-29T20:00:00,Ifeoma Onumonu,Midge Purce
2022-05-30T15:00:00,Lo’eau LaBonta,
2022-06-01T19:30:00,Ella Stevens,Sarah Griffith
2022-06-01T19:30:00,Sam Staab,Andi Sullivan
2022-06-03T20:30:00,Nichelle Prince,
2022-06-03T20:30:00,Rachel Daly,Maria Sánchez
2022-06-03T20:30:00,Nichelle Prince,Marisa Viggiano
2022-06-03T20:30:00,Nichelle Prince,
2022-06-03T20:30:00,Michelle Alozie,Shea Groom
2022-06-03T22:30:00,Kelli Hubly,Sophia Smith
2022-06-03T22:30:00,Christine Sinclair,Hina Sugita
2022-06-03T22:30:00,Christine Sinclair,Janine Beckie
2022-06-04T15:00:00,Mallory Pugh,Samantha Fisher
2022-06-04T19:00:00,Midge Purce,Ifeoma Onumonu
2022-06-04T20:00:00,Kaleigh Kurtz,Debinha
2022-06-04T20:00:00,Diana Ordóñez,Merritt Mathias
2022-06-04T20:00:00,Debinha,Taylor Smith
2022-06-04T20:30:00,Kristen Hamilton,Lo’eau LaBonta
2022-06-04T20:30:00,Alex Morgan,
2022-06-04T20:30:00,Elyse Bennett,Alexis Loera
2022-06-04T20:30:00,Alex Morgan,Sofia Jakobsson
2022-06-08T22:00:00,Sophia Smith,
2022-06-08T22:00:00,Christine Sinclair,Samantha Grace Coffey
2022-06-08T22:00:00,Taylor Kornieck,Amirah Ali
2022-06-08T22:00:00,Taylor Kornieck,Christen Westphal
2022-06-11T19:00:00,Kerolin,Brianna Pinto
2022-06-11T19:00:00,Abby Erceg,Carson Pickett
2022-06-11T19:00:00,Ashley Sanchez,Bayley Feist
2022-06-11T19:00:00,Ashley Hatch,
2022-06-11T19:00:00,Kaleigh Kurtz,
2022-06-11T20:00:00,Gemma Bonner,Savannah Marie DeMelo
2022-06-11T20:00:00,Christen Press,Megan Reid
2022-06-11T20:00:00,Savannah McCaskill,Christen Press
2022-06-11T20:00:00,Nadia Nadim,
2022-06-11T20:00:00,Savannah McCaskill,
2022-06-11T20:30:00,Kristen Hamilton,Isabel Rodriguez
2022-06-12T17:00:00,Alex Morgan,Kailen Sheridan
2022-06-12T17:00:00,Jessica Fishlock,Rose Lavelle
2022-06-12T18:00:00,Mallory Pugh,Bianca St-Georges
2022-06-12T19:00:00,Katie Naughton (OG),
2022-06-12T19:00:00,Sophia Smith,
2022-06-12T19:00:00,Olivia Lynn Moultrie,Sophia Smith
2022-06-12T19:00:00,Sophia Smith,Olivia Lynn Moultrie
2022-06-17T19:30:00,Trinity Rodman,Ashley Sanchez
2022-06-17T19:30:00,Madison Elwell,
2022-06-17T19:30:00,Nadia Nadim,Jessica McDonald
2022-06-17T19:30:00,Nadia Nadim,Jessica McDonald
2022-06-18T20:30:00,Kristen Hamilton,Hailie Mace
2022-06-18T20:30:00,Amanda Kowalski,Mallory Pugh
2022-06-18T20:30:00,Mallory Pugh,
2022-06-18T20:30:00,CeCe Kizer,Elyse Bennett
2022-06-18T22:00:00,Bethany Balcer,
2022-06-19T15:00:00,Hina Sugita,Janine Beckie
2022-06-19T15:00:00,Becky Sauerbrunn,
2022-06-19T15:00:00,Sophia Smith,Becky Sauerbrunn
2022-06-19T15:00:00,Natalia Kuikka,Olivia Lynn Moultrie
2022-06-19T15:00:00,Sophia Smith,Yazmeen Ryan
2022-06-19T15:00:00,Taylor Porter,Yazmeen Ryan
2022-06-19T16:00:00,Alex Morgan,Taylor Kornieck
2022-06-19T16:00:00,Alex Morgan,Sofia Jakobsson
2022-06-19T16:00:00,Makenzy Doniak,Alex Morgan
2022-06-19T17:00:00,Denise O'Sullivan,
2022-06-19T17:00:00,Maria Sánchez,Shea Groom
2022-06-19T17:00:00,Elizabeth Eddy,
2022-06-19T17:00:00,Elizabeth Eddy,Maria Sánchez
2022-06-19T17:00:00,Nichelle Prince,Maria Sánchez
2022-06-19T17:00:00,Diana Ordóñez,Carson Pickett
2022-06-19T17:00:00,Debinha,
2022-07-01T20:30:00,Lo’eau LaBonta,
2022-07-01T20:30:00,Hailie Mace,CeCe Kizer
2022-07-01T20:30:00,Elizabeth Ball (OG),
2022-07-01T22:00:00,Jessica Fishlock,Bethany Balcer
2022-07-01T22:00:00,Bethany Balcer,Jessica Fishlock
2022-07-01T22:30:00,Savannah McCaskill,
2022-07-01T22:30:00,Yazmeen Ryan,Madison Pogarch
2022-07-02T19:00:00,Sarah Luebbert,Ella Stevens
2022-07-02T19:00:00,Vanessa DiBernardo,Tatumn Milazzo
2022-07-02T19:00:00,Ella Stevens,Yuki Nagasato
2022-07-03T17:00:00,Makenzy Doniak,Christen Westphal
2022-07-03T17:00:00,Belle Briede,Marleen Schimmer
2022-07-03T17:00:00,Jordan Baggett,Tara McKeown
2022-07-03T20:00:00,Emina Ekic,
2022-07-03T20:00:00,Savannah Marie DeMelo,
2022-07-03T20:00:00,Kylie Strom,Darian Jenkins
2022-07-03T20:00:00,Darian Jenkins,Erika Tymrak
2022-07-08T19:00:00,Ally Prisock (OG),
2022-07-08T20:00:00,Paige Monaghan,Delanie Sheehan
2022-07-08T20:00:00,Savannah Marie DeMelo,
2022-07-08T20:00:00,Taylor Smith,Nahomi Kawasumi
2022-07-09T22:30:00,Ali Riley,Jun Endo
2022-07-09T22:30:00,Kristen McNabb,Katie Johnson
2022-07-09T22:30:00,Claire Emslie,Cari Roccaro
2022-07-10T17:00:00,CeCe Kizer,
2022-07-10T18:00:00,Carson Pickett,Meredith Speck
2022-07-10T18:00:00,Brittany Ratcliffe,Merritt Mathias
2022-07-10T18:00:00,Sarah Griffith,Vanessa DiBernardo
2022-07-10T18:00:00,Amanda Kowalski,Danielle Colaprico
2022-07-10T18:00:00,Phoebe McClernon (OG),
2022-07-10T18:00:00,Olivia Athens,
2022-07-10T18:00:00,Hina Sugita,Meghan Klingenberg
2022-07-10T18:00:00,Bethany Balcer,
2022-07-16T20:30:00,Ebony Salmon,Shea Groom
2022-07-16T20:30:00,Ebony Salmon,Natalie Ann Jacobs
2022-07-16T20:30:00,Ebony Salmon,Ryan Gareis
2022-07-16T20:30:00,Samantha Fisher,
2022-07-16T20:30:00,Joelle Anderson,Cali Jean Farquharson
2022-07-16T22:30:00,Taylor Porter,
2022-07-16T22:30:00,Olivia Lynn Moultrie,Yazmeen Ryan
2022-07-16T22:30:00,Marissa Everett,Morgan Weaver
2022-07-16T22:30:00,Hannah Betfort,Madison Pogarch
2022-07-16T22:30:00,Morgan Weaver,
2022-07-17T19:00:00,Lo’eau LaBonta,
2022-07-29T19:30:00,Trinity Rodman,Ashley Sanchez
2022-07-29T19:30:00,Brittany Ratcliffe,Denise O'Sullivan
2022-07-29T19:30:00,Tara McKeown,Kelley O'Hara
2022-07-29T19:30:00,Diana Ordóñez,Meredith Speck
2022-07-29T19:30:00,Trinity Rodman,
2022-07-29T19:30:00,Diana Ordóñez,
2022-07-29T20:00:00,Sophia Smith,Morgan Weaver
2022-07-29T20:00:00,Alex Chidiac,Jaelin Howell
2022-07-29T20:00:00,Hina Sugita,
2022-07-30T20:00:00,Jaedyn Reese Shaw,Katie Johnson
2022-07-30T22:30:00,Cari Roccaro,
2022-07-30T22:30:00,Savannah McCaskill,
2022-07-30T22:30:00,Jessica Fishlock,Tziarra King
2022-07-30T22:30:00,Sofia Huerta,
2022-07-30T22:30:00,Tobin Heath,Sofia Huerta
2022-07-31T17:00:00,Paige Monaghan,Taylor Smith
2022-07-31T17:00:00,Mandy Freeman (OG),
2022-07-31T17:00:00,Shea Groom,Maria Sánchez
2022-07-31T17:00:00,Sophie Schmidt,Marisa Viggiano
2022-07-31T17:00:00,Ebony Salmon,
2022-07-31T17:00:00,Midge Purce,Ellie Jean
2022-07-31T19:00:00,Celia,Erika Tymrak
2022-07-31T19:00:00,Julie Doyle,Meggie Dougherty Howard
2022-07-31T19:00:00,Elyse Bennett,Hailie Mace
2022-07-31T19:00:00,CeCe Kizer,Lo’eau LaBonta
2022-08-02T20:00:00,Jessica Fishlock,Megan Rapinoe
2022-08-02T20:00:00,Kirsten Davis,
2022-08-05T20:00:00,Nadia Nadim,Kirsten Davis
2022-08-05T20:00:00,Ashley Hatch,Jordan Baggett
2022-08-05T22:30:00,Sophia Smith,
2022-08-05T22:30:00,Morgan Weaver,
2022-08-05T22:30:00,Diana Ordóñez,Carson Pickett
2022-08-05T22:30:00,Diana Ordóñez,Ryan Williams
2022-08-05T22:30:00,Sophia Smith,Olivia Lynn Moultrie
2022-08-05T22:30:00,Jaelene Daniels,
2022-08-07T17:00:00,CeCe Kizer,Kristen Hamilton
2022-08-07T17:00:00,Hailie Mace,
2022-08-07T17:00:00,Amirah Ali,Makenzy Doniak
2022-08-07T18:00:00,Tatumn Milazzo,Danielle Colaprico
2022-08-07T18:00:00,Ava Cook,Mallory Pugh
2022-08-07T18:00:00,Megan Rapinoe,Kim Little
2022-08-07T18:00:00,Ebony Salmon,
2022-08-07T18:00:00,Ebony Salmon,Shea Groom
2022-08-07T19:00:00,Ali Riley,
2022-08-07T19:00:00,Julie Doyle,
2022-08-07T19:00:00,Cari Roccaro,Paige Nielsen
2022-08-07T19:00:00,Paige Nielsen (OG),
2022-08-10T20:30:00,Bella Bixby (OG),
2022-08-10T20:30:00,Christine Sinclair,
2022-08-10T20:30:00,Morgan Weaver,Hina Sugita
2022-08-13T20:00:00,Diana Ordóñez,Debinha
2022-08-13T20:00:00,Kristen Hamilton,Lo’eau LaBonta
2022-08-13T20:00:00,Debinha,Kerolin
2022-08-13T20:00:00,Lo’eau LaBonta,
2022-08-13T20:00:00,Kaleigh Kurtz,Brianna Pinto
2022-08-13T20:00:00,CeCe Kizer,Claire Marie Annie Lavogez
2022-08-13T20:00:00,Claire Marie Annie Lavogez,Elizabeth Ball
2022-08-13T22:30:00,Meggie Dougherty Howard,
2022-08-14T15:00:00,Rose Lavelle,Megan Rapinoe
2022-08-14T15:00:00,Megan Rapinoe,
2022-08-14T15:00:00,Megan Rapinoe,Jordyn Huitema
2022-08-14T15:00:00,Taylor Smith,Ifeoma Onumonu
2022-08-14T15:00:00,Mandy Freeman (OG),
2022-08-14T20:00:00,Savannah McCaskill,
2022-08-17T20:30:00,Ebony Salmon,
2022-08-17T20:30:00,Marisa Viggiano,Sophie Schmidt
2022-08-17T20:30:00,McCall Zerboni,Kristie Mewis
2022-08-19T20:00:00,Cari Roccaro,Ali Riley
2022-08-19T20:00:00,Lo’eau LaBonta,
2022-08-20T19:00:00,Diana Ordóñez,Carson Pickett
2022-08-20T19:00:00,Fuka Nagano,
2022-08-20T19:00:00,Diana Ordóñez,Fuka Nagano
2022-08-20T19:00:00,Rylee Baisden,Kerolin
2022-08-20T19:00:00,Celia,
2022-08-20T19:00:00,Ally Watt,Meggie Dougherty Howard
2022-08-20T19:00:00,Kristie Mewis,Nahomi Kawasumi
2022-08-20T22:00:00,Ebony Salmon,Natalie Ann Jacobs
2022-08-20T22:00:00,Alex Morgan,
2022-08-20T22:00:00,Amirah Ali,Makenzy Doniak
2022-08-20T22:00:00,Sofia Jakobsson,Makenzy Doniak
2022-08-24T19:00:00,Diana Ordóñez,Carson Pickett
2022-08-24T19:00:00,Debinha,
2022-08-24T19:00:00,Rocky Rodriguez,Yazmeen Ryan
2022-08-24T19:00:00,Meredith Speck,Jaelene Daniels
2022-08-26T19:30:00,Meggie Dougherty Howard,
2022-08-26T19:30:00,Bethany Balcer,Megan Rapinoe
2022-08-26T19:30:00,Megan Rapinoe,Sofia Huerta
2022-08-27T19:30:00,Mallory Pugh,Bianca St-Georges
2022-08-27T19:30:00,Yuki Nagasato,Mallory Pugh
2022-08-27T19:30:00,Yuki Nagasato,Mallory Pugh
2022-08-27T19:30:00,Mallory Pugh,Yuki Nagasato
2022-08-27T20:30:00,Sophie Schmidt,
2022-08-27T20:30:00,Ashley Hatch,Trinity Rodman
2022-08-27T20:30:00,Ashley Hatch,Ashley Sanchez
2022-08-27T20:30:00,Michelle Alozie,
2022-08-27T22:30:00,Kristen McNabb,Alex Morgan
2022-08-27T22:30:00,Alex Morgan,Taylor Kornieck
2022-08-28T17:00:00,Savannah McCaskill,
2022-08-28T17:00:00,Cari Roccaro,
2022-08-28T17:00:00,Claire Emslie,Savannah McCaskill
2022-08-28T17:00:00,Paige Monaghan,
2022-08-28T19:00:00,Lo’eau LaBonta,
2022-08-28T19:00:00,Kerolin,Merritt Mathias
2022-08-28T19:00:00,Kerolin,Kaleigh Kurtz
2022-08-28T19:00:00,CeCe Kizer,Alexis Loera
2022-08-28T19:00:00,Kristen Hamilton,Kate Del Fava
2022-09-04T17:00:00,Fuka Nagano,
2022-09-09T19:00:00,Yazmeen Ryan,Morgan Weaver
2022-09-09T19:00:00,Hina Sugita,Olivia Lynn Moultrie
2022-09-09T22:00:00,Jordyn Huitema,
2022-09-09T22:00:00,Ella Stevens,
2022-09-09T22:00:00,Danielle Colaprico,
2022-09-09T22:00:00,Rose Lavelle,Megan Rapinoe
2022-09-10T13:00:00,Jaedyn Reese Shaw,Emily van Egmond
2022-09-10T13:00:00,Tara McKeown,Ashley Sanchez
2022-09-10T13:00:00,Amber Brooks,
2022-09-10T13:00:00,Amber Brooks,Sam Staab
2022-09-10T13:00:00,Alex Morgan,
2022-09-10T13:00:00,Alex Morgan,Emily van Egmond
2022-09-10T13:00:00,Ashley Hatch,
2022-09-10T19:00:00,Kerolin,Denise O'Sullivan
2022-09-10T19:00:00,Kerolin,
2022-09-10T19:00:00,Debinha,Kerolin
2022-09-10T19:00:00,Nadia Nadim,
2022-09-10T19:00:00,Debinha,
2022-09-10T19:00:00,Theresa Boade,Kerolin
2022-09-11T18:00:00,Hailie Mace,
2022-09-11T19:00:00,Maria Sánchez,Natalie Ann Jacobs
2022-09-11T19:00:00,Simone Charley,
2022-09-14T19:00:00,Kerolin,Debinha
2022-09-14T20:00:00,Tatumn Milazzo,
2022-09-14T20:00:00,Mallory Pugh,Zoe Morse
2022-09-14T20:00:00,Mallory Pugh,
2022-09-14T20:00:00,Amanda Kowalski,Mallory Pugh
2022-09-16T19:30:00,Nadia Nadim,Jessica McDonald
2022-09-16T19:30:00,Savannah Marie DeMelo,Shuang Wang
2022-09-17T19:00:00,Tara McKeown,
2022-09-17T19:00:00,Ashley Sanchez,
2022-09-17T19:30:00,Alana Cook (OG),
2022-09-17T19:30:00,Rose Lavelle,
2022-09-17T19:30:00,Megan Rapinoe,
2022-09-17T20:00:00,Ebony Salmon,Nichelle Prince
2022-09-17T22:00:00,Jaedyn Reese Shaw,Sofia Jakobsson
2022-09-18T17:00:00,Rocky Rodriguez,
2022-09-18T17:00:00,Hailie Mace,Kristen Edmonds
2022-09-21T19:00:00,Megan Rapinoe,
2022-09-21T19:00:00,Debinha,
2022-09-21T19:00:00,Theresa Boade,Debinha
2022-09-21T19:00:00,Debinha,
2022-09-21T22:00:00,Sophia Smith,
2022-09-21T22:00:00,Samantha Grace Coffey,Natalia Kuikka
2022-09-21T22:00:00,Olivia Lynn Moultrie,
2022-09-21T22:30:00,Claire Emslie,Ali Riley
2022-09-21T22:30:00,Simone Charley,Jasmyne Spencer
2022-09-21T22:30:00,Ashley Hatch,
2022-09-24T19:00:00,Debinha,Carson Pickett
2022-09-24T19:00:00,Debinha,Ryan Williams
2022-09-24T19:00:00,Debinha,Theresa Boade
2022-09-24T20:30:00,Bethany Balcer,
2022-09-24T20:30:00,Veronica Latsko,
2022-09-25T16:00:00,Morgan Weaver,Samantha Grace Coffey
2022-09-25T16:00:00,Morgan Weaver,Sophia Smith
2022-09-25T16:00:00,Taylor Porter,
2022-09-25T17:00:00,Lo’eau LaBonta,Kate Del Fava
2022-09-25T17:00:00,CeCe Kizer,Alexis Loera
2022-09-25T17:00:00,Claire Marie Annie Lavogez,Kristen Hamilton
2022-09-25T19:00:00,Meggie Dougherty Howard,Leah Pruitt
2022-09-25T19:00:00,Gunny Jónsdóttir,Courtney Petersen
2022-09-25T19:00:00,Makenzy Doniak,Kelsey Turnbow
2022-09-25T19:00:00,Taylor Kornieck,
2022-09-25T20:00:00,Savannah McCaskill,Jun Endo
2022-09-25T20:00:00,Kirsten Davis,Jaelin Howell
2022-09-25T20:00:00,Alex Chidiac,
2022-09-25T20:00:00,Emina Ekic,Emily Fox
2022-10-01T18:00:00,Nahomi Kawasumi,
2022-10-01T18:00:00,Sophia Smith,
2022-10-01T18:00:00,Sophia Smith,Hina Sugita
2022-10-01T18:00:00,Morgan Weaver,Hina Sugita
2022-10-01T18:00:00,Ifeoma Onumonu,Midge Purce
2022-10-01T18:00:00,McCall Zerboni,Kristie Mewis
2022-10-01T19:00:00,Marisa Viggiano,Ryan Gareis
2022-10-01T19:00:00,Andi Sullivan,
2022-10-01T19:00:00,Julia Roddar (OG),
2022-10-01T19:30:00,Jessica McDonald,Savannah Marie DeMelo
2022-10-01T22:00:00,Megan Rapinoe,Jordyn Huitema
2022-10-01T22:00:00,Jordyn Huitema,Quinn
2022-10-01T22:00:00,Bethany Balcer,Jessica Fishlock
2022-10-02T18:00:00,Mallory Pugh,Sarah Luebbert
2022-10-02T18:00:00,Yuki Nagasato,Vanessa DiBernardo
2022-10-16T17:00:00,Lo’eau LaBonta,
2022-10-16T17:00:00,Sophie Schmidt,
2022-10-16T17:00:00,Kate Del Fava,
2022-10-16T22:00:00,Yuki Nagasato,
2022-10-16T22:00:00,Emily van Egmond,
2022-10-16T22:00:00,Alex Morgan,Sofia Jakobsson
2022-10-23T17:00:00,Taylor Kornieck,Alex Morgan
2022-10-23T17:00:00,Rocky Rodriguez,
2022-10-23T17:00:00,Crystal Dunn,
2022-10-23T19:30:00,Alexis Loera,
2022-10-23T19:30:00,Kristen Hamilton,
2022-10-29T19:59:00,Sophia Smith,
2022-10-29T19:59:00,Addisyn Merrick (OG),
