date,scorer,assist
2021-10-06T19:30:00,Lynn Williams,
2021-10-06T19:30:00,Amy Rodriguez,Jessica McDonald
2021-10-06T19:30:00,Savannah McCaskill,
2021-10-06T19:30:00,Debinha,
2021-10-06T22:00:00,Rachel Daly,
2021-10-06T22:00:00,Kristie Mewis,Haley Hanson
2021-10-06T22:00:00,Christine Sinclair,Lindsey Horan
2021-10-06T22:00:00,Sophia Smith,Lindsey Horan
2021-10-06T22:00:00,Rachel Daly,
2021-10-09T19:00:00,Gaëtane Iza Laure Thiney,Caprice Dydasco
2021-10-09T19:00:00,Gaëtane Iza Laure Thiney,
2021-10-09T19:00:00,Midge Purce,Ifeoma Onumonu
2021-10-09T19:00:00,Erika Tymrak,Alex Morgan
2021-10-09T19:00:00,Marta,
2021-10-09T19:30:00,Ashley Hatch,Trinity Rodman
2021-10-09T19:30:00,Andi Sullivan,
2021-10-09T19:30:00,Ashley Hatch,Trinity Rodman
2021-10-10T19:00:00,Mallory Pugh,Kealia Ohai Watt
2021-10-10T19:00:00,Jessica Fishlock,Sofia Huerta
2021-10-10T19:00:00,Jessica Fishlock,
2021-10-10T19:00:00,Rose Lavelle,Sofia Huerta
2021-10-10T19:00:00,Tatumn Milazzo,
2021-10-10T19:00:00,Jessica McDonald,Kaleigh Kurtz
2021-10-10T19:00:00,Bri Visalli,
2021-10-10T19:00:00,Rachel Daly,Nichelle Prince
2021-10-10T19:00:00,Shea Groom,Kristie Mewis
2021-10-10T19:00:00,Rachel Daly,Bri Visalli
2021-10-13T19:30:00,Trinity Rodman,
2021-10-13T19:30:00,Meredith Speck,
2021-10-13T19:30:00,Julia Roddar,
2021-10-13T20:00:00,Darian Jenkins,
2021-10-13T20:00:00,Elizabeth Ball,Kate Bowen
2021-10-13T20:00:00,Lo’eau LaBonta,
2021-10-13T20:00:00,Kealia Ohai Watt,
2021-10-13T22:30:00,Morgan Weaver,
2021-10-13T22:30:00,Megan Rapinoe,
2021-10-16T19:30:00,Jodie Taylor,Alex Morgan
2021-10-16T19:30:00,Ebony Salmon,Yuki Nagasato
2021-10-16T19:30:00,Katie McClure,Ebony Salmon
2021-10-16T19:30:00,Yuki Nagasato,Ebony Salmon
2021-10-16T20:00:00,Kristen Edmonds (OG),
2021-10-16T20:00:00,Hailie Mace,Kate Bowen
2021-10-16T20:00:00,Makenzy Doniak,Kealia Ohai Watt
2021-10-16T22:00:00,Taylor Aylmer,Julia Roddar
2021-10-16T22:00:00,Ashley Hatch,Tara McKeown
2021-10-17T14:00:00,Midge Purce,
2021-10-17T14:00:00,Midge Purce,
2021-10-17T14:00:00,Carli Lloyd,Estelle Johnson
2021-10-17T19:00:00,Lindsey Horan,Morgan Weaver
2021-10-22T20:00:00,Midge Purce,McCall Zerboni
2021-10-22T20:00:00,Kristen Edmonds,
2021-10-28T19:30:00,Ifeoma Onumonu,
2021-10-28T19:30:00,CeCe Kizer,Katie McClure
2021-10-29T19:00:00,Kealia Ohai Watt,Morgan Gautrat
2021-10-30T21:00:00,Kiki Pickett (OG),
2021-10-30T21:00:00,Eugénie Le Sommer,Rose Lavelle
2021-10-30T21:00:00,Eugénie Le Sommer,Megan Rapinoe
2021-10-31T14:00:00,Trinity Rodman,Sam Staab
2021-10-31T15:00:00,Carli Lloyd,Elizabeth Eddy
2021-10-31T15:00:00,CeCe Kizer,
2021-11-07T15:00:00,Mallory Pugh,Sarah Woldmoe
2021-11-07T17:30:00,Ashley Hatch,
2021-11-14T15:00:00,Eugénie Le Sommer,Megan Rapinoe
2021-11-14T15:00:00,Trinity Rodman,Sam Staab
2021-11-14T15:00:00,Ashley Sanchez,
2021-11-14T17:30:00,Katie Johnson,Vanessa DiBernardo
2021-11-14T17:30:00,Sarah Woldmoe,Morgan Gautrat
2021-11-20T12:00:00,Rachel Hill,Arin Wright
2021-11-20T12:00:00,Andi Sullivan,
2021-11-20T12:00:00,Kelley O'Hara,Trinity Rodman
