"Player_Name","Team","Min","Matchday"
"Trinity Rodman","United States",74,2023-07-22
"Emily Fox","United States",83,2023-07-22
"Casey Murphy","United States",0,2023-07-22
"Aubrey Kingsbury","United States",0,2023-07-22
"Ashley Sanchez","United States",0,2023-07-22
"Sofia Huerta","United States",7,2023-07-22
"Kelley O'Hara","United States",7,2023-07-22
"Lynn Williams","United States",0,2023-07-22
"Alyssa Thompson","United States",16,2023-07-22
"Alana Cook","United States",0,2023-07-22
"Emily Sonnett","United States",0,2023-07-22
"Megan Rapinoe","United States",28,2023-07-22
"Rose Lavelle","United States",28,2023-07-22
"Kristie Mewis","United States",0,2023-07-22
"Trần Thị Kim Thanh","Vietnam",90,2023-07-22
"Lương Thị Thu Thương","Vietnam",60,2023-07-22
"Trần Thị Thu","Vietnam",90,2023-07-22
"Hoàng Thị Loan","Vietnam",90,2023-07-22
"Nguyễn Thị Tuyết Dung","Vietnam",45,2023-07-22
"Huỳnh Như","Vietnam",75,2023-07-22
"Trần Thị Hải Linh","Vietnam",88,2023-07-22
"Thái Thị Thảo","Vietnam",90,2023-07-22
"Lê Thị Diễm My","Vietnam",90,2023-07-22
"Trần Thị Thu Thảo","Vietnam",90,2023-07-22
"Nguyễn Thị Bích Thùy","Vietnam",60,2023-07-22
"Đào Thị Kiều Oanh","Vietnam",0,2023-07-22
"Khổng Thị Hằng","Vietnam",0,2023-07-22
"Chương Thị Kiều","Vietnam",30,2023-07-22
"Trần Thị Thúy Nga","Vietnam",0,2023-07-22
"Trần Thị Thùy Trang","Vietnam",0,2023-07-22
"Phạm Hải Yến","Vietnam",15,2023-07-22
"Nguyễn Thị Thúy Hằng","Vietnam",0,2023-07-22
"Dương Thị Vân","Vietnam",2,2023-07-22
"Vũ Thị Hoa","Vietnam",0,2023-07-22
"Nguyễn Thị Thanh Nhã","Vietnam",0,2023-07-22
"Ngân Thị Vạn Sự","Vietnam",45,2023-07-22
"Nguyễn Thị Mỹ Anh","Vietnam",30,2023-07-22
"Catherine Musonda","Zambia",89,2023-07-22
"Lushomo Mweemba","Zambia",81,2023-07-22
"Susan Banda","Zambia",90,2023-07-22
"Margaret Belemu","Zambia",90,2023-07-22
"Barbra Banda","Zambia",90,2023-07-22
"Evarine Katongo","Zambia",90,2023-07-22
"Martha Tembo","Zambia",90,2023-07-22
"Ireen Lungu","Zambia",71,2023-07-22
"Agness Musase","Zambia",90,2023-07-22
"Racheal Kundananji","Zambia",90,2023-07-22
"Xiomara Mapepa","Zambia",71,2023-07-22
"Eunice Sakala","Zambia",1,2023-07-22
"Judith Soko","Zambia",0,2023-07-22
"Mary Mulenga","Zambia",0,2023-07-22
"Mary Wilombe","Zambia",0,2023-07-22
"Ochumba Oseke","Zambia",19,2023-07-22
"Hellen Mubanga","Zambia",0,2023-07-22
"Comfort Selemani","Zambia",0,2023-07-22
"Grace Ngok Yango","Zambia",0,2023-07-22
"Hellen Chanda","Zambia",0,2023-07-22
"Avell Chitundu","Zambia",18,2023-07-22
"Esther Banda","Zambia",0,2023-07-22
"Vast Phiri","Zambia",9,2023-07-22
"Ayaka Yamashita","Japan",90,2023-07-22
"Risa Shimizu","Japan",90,2023-07-22
"Moeka Minami","Japan",90,2023-07-22
"Saki Kumagai","Japan",90,2023-07-22
"Hinata Miyazawa","Japan",89,2023-07-22
"Fūka Nagano","Japan",90,2023-07-22
"Mina Tanaka","Japan",65,2023-07-22
"Jun Endō","Japan",76,2023-07-22
"Yui Hasegawa","Japan",90,2023-07-22
"Aoba Fujino","Japan",76,2023-07-22
"Rion Ishikawa","Japan",90,2023-07-22
"Momoko Tanaka","Japan",0,2023-07-22
"Chika Hirao","Japan",0,2023-07-22
"Shiori Miyake","Japan",0,2023-07-22
"Hina Sugita","Japan",0,2023-07-22
"Hikaru Naomoto","Japan",14,2023-07-22
"Riko Ueki","Japan",25,2023-07-22
"Hana Takahashi","Japan",0,2023-07-22
"Honoka Hayashi","Japan",0,2023-07-22
"Kiko Seike","Japan",14,2023-07-22
"Miyabi Moriya","Japan",0,2023-07-22
"Maika Hamano","Japan",0,2023-07-22
"Remina Chiba","Japan",1,2023-07-22
"Mary Earps","England",90,2023-07-22
"Lucy Bronze","England",90,2023-07-22
"Keira Walsh","England",90,2023-07-22
"Alex Greenwood","England",90,2023-07-22
"Millie Bright","England",90,2023-07-22
"Georgia Stanway","England",90,2023-07-22
"Ella Toone","England",90,2023-07-22
"Lauren Hemp","England",60,2023-07-22
"Jess Carter","England",90,2023-07-22
"Chloe Kelly","England",90,2023-07-22
"Alessia Russo","England",75,2023-07-22
"Hannah Hampton","England",0,2023-07-22
"Ellie Roebuck","England",0,2023-07-22
"Niamh Charles","England",0,2023-07-22
"Lauren James","England",30,2023-07-22
"Rachel Daly","England",15,2023-07-22
"Jordan Nobbs","England",0,2023-07-22
"Lotte Wubben-Moy","England",0,2023-07-22
"Esme Morgan","England",0,2023-07-22
"Laura Coombs","England",0,2023-07-22
"Bethany England","England",0,2023-07-22
"Katie Zelem","England",0,2023-07-22
"Katie Robinson","England",0,2023-07-22
"Kerly Théus","Haiti",90,2023-07-22
"Jennyfer Limage","Haiti",30,2023-07-22
"Tabita Joseph","Haiti",90,2023-07-22
"Melchie Dumornay","Haiti",90,2023-07-22
"Batcheba Louis","Haiti",89,2023-07-22
"Sherly Jeudy","Haiti",90,2023-07-22
"Nérilia Mondésir","Haiti",90,2023-07-22
"Betina Petit-Frère","Haiti",90,2023-07-22
"Dayana Pierre-Louis","Haiti",90,2023-07-22
"Kethna Louis","Haiti",90,2023-07-22
"Roselord Borgella","Haiti",77,2023-07-22
"Nahomie Ambroise","Haiti",0,2023-07-22
"Lara Larco","Haiti",0,2023-07-22
"Chelsea Surpris","Haiti",0,2023-07-22
"Maudeline Moryl","Haiti",0,2023-07-22
"Dani Étienne","Haiti",0,2023-07-22
"Roseline Éloissaint","Haiti",13,2023-07-22
"Esthericove Joseph","Haiti",0,2023-07-22
"Darlina Joseph","Haiti",1,2023-07-22
"Milan Pierre-Jérôme","Haiti",0,2023-07-22
"Shwendesky Joseph","Haiti",0,2023-07-22
"Noa Ganthier","Haiti",0,2023-07-22
"Ruthny Mathurin","Haiti",60,2023-07-22
"Lene Christensen","Denmark",90,2023-07-22
"Josefine Hasbo","Denmark",90,2023-07-22
"Stine Ballisager Pedersen","Denmark",90,2023-07-22
"Rikke Sevecke","Denmark",90,2023-07-22
"Simone Boye Sørensen","Denmark",90,2023-07-22
"Karen Holmgaard","Denmark",90,2023-07-22
"Pernille Harder","Denmark",90,2023-07-22
"Katrine Veje","Denmark",90,2023-07-22
"Kathrine Kühl","Denmark",61,2023-07-22
"Nicoline Sørensen","Denmark",71,2023-07-22
"Janni Thomsen","Denmark",84,2023-07-22
"Kathrine Larsen","Denmark",0,2023-07-22
"Maja Bay Østergaard","Denmark",0,2023-07-22
"Sanne Troelsgaard Nielsen","Denmark",0,2023-07-22
"Emma Snerle","Denmark",0,2023-07-22
"Amalie Vangsgaard","Denmark",6,2023-07-22
"Sara Thrige","Denmark",0,2023-07-22
"Frederikke Thøgersen","Denmark",0,2023-07-22
"Rikke Madsen","Denmark",19,2023-07-22
"Luna Gevitz","Denmark",0,2023-07-22
"Signe Bruun","Denmark",29,2023-07-22
"Mille Gejl","Denmark",0,2023-07-22
"Sofie Svava","Denmark",0,2023-07-22
"Xu Huan","China PR",90,2023-07-22
"Li Mengwen","China PR",84,2023-07-22
"Zhang Xin","China PR",45,2023-07-22
"Yao Wei","China PR",90,2023-07-22
"Zhang Rui","China PR",90,2023-07-22
"Wang Shanshan","China PR",90,2023-07-22
"Yang Lina","China PR",90,2023-07-22
"Lou Jiahui","China PR",77,2023-07-22
"Chen Qiaozhu","China PR",90,2023-07-22
"Wu Chengshu","China PR",89,2023-07-22
"Zhang Linyan","China PR",90,2023-07-22
"Zhu Yu","China PR",0,2023-07-22
"Pan Hongyan","China PR",0,2023-07-22
"Dou Jiaxing","China PR",0,2023-07-22
"Wang Linlin","China PR",0,2023-07-22
"Wu Haiyan","China PR",0,2023-07-22
"Wang Shuang","China PR",45,2023-07-22
"Shen Mengyu","China PR",13,2023-07-22
"Yao Lingwei","China PR",0,2023-07-22
"Tang Jiali","China PR",0,2023-07-22
"Xiao Yuyi","China PR",0,2023-07-22
"Gu Yasha","China PR",1,2023-07-22
"Gao Chen","China PR",6,2023-07-22
"Zećira Mušović","Sweden",90,2023-07-23
"Jonna Andersson","Sweden",90,2023-07-23
"Magdalena Eriksson","Sweden",90,2023-07-23
"Kosovare Asllani","Sweden",90,2023-07-23
"Stina Blackstenius","Sweden",66,2023-07-23
"Amanda Ilestedt","Sweden",90,2023-07-23
"Nathalie Björn","Sweden",90,2023-07-23
"Filippa Angeldahl","Sweden",66,2023-07-23
"Fridolina Rolfö","Sweden",66,2023-07-23
"Johanna Rytting Kaneryd","Sweden",87,2023-07-23
"Elin Rubensson","Sweden",80,2023-07-23
"Jennifer Falk","Sweden",0,2023-07-23
"Tove Enblom","Sweden",0,2023-07-23
"Linda Sembrant","Sweden",0,2023-07-23
"Stina Lennartsson","Sweden",0,2023-07-23
"Anna Sandberg","Sweden",0,2023-07-23
"Madelen Janogy","Sweden",0,2023-07-23
"Lina Hurtig","Sweden",3,2023-07-23
"Sofia Jakobsson","Sweden",0,2023-07-23
"Rebecka Blomqvist","Sweden",24,2023-07-23
"Caroline Seger","Sweden",10,2023-07-23
"Hanna Bennison","Sweden",24,2023-07-23
"Olivia Schough","Sweden",24,2023-07-23
"Kaylin Swart","South Africa",90,2023-07-23
"Lebohang Ramalepe","South Africa",90,2023-07-23
"Bongeka Gamede","South Africa",90,2023-07-23
"Hildah Magaia","South Africa",55,2023-07-23
"Linda Motlhalo","South Africa",66,2023-07-23
"Thembi Kgatlana","South Africa",90,2023-07-23
"Jermaine Seoposenwe","South Africa",90,2023-07-23
"Bambanani Mbane","South Africa",90,2023-07-23
"Refiloe Jane","South Africa",90,2023-07-23
"Sibulele Holweni","South Africa",90,2023-07-23
"Kholosa Biyana","South Africa",90,2023-07-23
"Andile Dlamini","South Africa",0,2023-07-23
"Kebotseng Moletsane","South Africa",0,2023-07-23
"Noko Matlou","South Africa",0,2023-07-23
"Fikile Magama","South Africa",0,2023-07-23
"Noxolo Cesane","South Africa",0,2023-07-23
"Karabo Dhlamini","South Africa",0,2023-07-23
"Gabriela Salgado","South Africa",35,2023-07-23
"Tiisetso Makhubela","South Africa",0,2023-07-23
"Melinda Kgadiete","South Africa",0,2023-07-23
"Robyn Moodaly","South Africa",0,2023-07-23
"Nomi Kgoale","South Africa",24,2023-07-23
"Wendy Shongwe","South Africa",0,2023-07-23
"Daphne van Domselaar","Netherlands",90,2023-07-23
"Stefanie van der Gragt","Netherlands",90,2023-07-23
"Jill Roord","Netherlands",90,2023-07-23
"Lineth Beerensteyn","Netherlands",86,2023-07-23
"Sherida Spitse","Netherlands",90,2023-07-23
"Daniëlle van de Donk","Netherlands",79,2023-07-23
"Lieke Martens","Netherlands",90,2023-07-23
"Jackie Groenen","Netherlands",90,2023-07-23
"Victoria Pelova","Netherlands",89,2023-07-23
"Dominique Janssen","Netherlands",90,2023-07-23
"Esmee Brugts","Netherlands",90,2023-07-23
"Lize Kop","Netherlands",0,2023-07-23
"Jacintha Weimar","Netherlands",0,2023-07-23
"Lynn Wilms","Netherlands",0,2023-07-23
"Aniek Nouwen","Netherlands",0,2023-07-23
"Merel van Dongen","Netherlands",0,2023-07-23
"Katja Snoeijs","Netherlands",4,2023-07-23
"Jill Baijings","Netherlands",0,2023-07-23
"Renate Jansen","Netherlands",0,2023-07-23
"Caitlin Dijkstra","Netherlands",0,2023-07-23
"Kerstin Casparij","Netherlands",1,2023-07-23
"Wieke Kaptein","Netherlands",0,2023-07-23
"Damaris Egurrola","Netherlands",11,2023-07-23
"Inês Pereira","Portugal",90,2023-07-23
"Catarina Amado","Portugal",77,2023-07-23
"Andreia Norton","Portugal",78,2023-07-23
"Ana Borges","Portugal",90,2023-07-23
"Jéssica Silva","Portugal",90,2023-07-23
"Tatiana Pinto","Portugal",90,2023-07-23
"Fátima Pinto","Portugal",90,2023-07-23
"Dolores Silva","Portugal",67,2023-07-23
"Carole Costa","Portugal",90,2023-07-23
"Diana Silva","Portugal",78,2023-07-23
"Diana Gomes","Portugal",90,2023-07-23
"Patrícia Morais","Portugal",0,2023-07-23
"Rute Costa","Portugal",0,2023-07-23
"Lúcia Alves","Portugal",13,2023-07-23
"Sílvia Rebelo","Portugal",0,2023-07-23
"Joana Marchão","Portugal",0,2023-07-23
"Andreia Jacinto","Portugal",12,2023-07-23
"Ana Rute","Portugal",0,2023-07-23
"Ana Seiça","Portugal",0,2023-07-23
"Carolina Mendes","Portugal",0,2023-07-23
"Kika Nazareth","Portugal",23,2023-07-23
"Ana Capeta","Portugal",0,2023-07-23
"Telma Encarnação","Portugal",12,2023-07-23
"Pauline Peyraud-Magnin","France",90,2023-07-23
"Maëlle Lakrar","France",90,2023-07-23
"Wendie Renard","France",90,2023-07-23
"Sandie Toletti","France",90,2023-07-23
"Sakina Karchaoui","France",90,2023-07-23
"Grace Geyoro","France",90,2023-07-23
"Eugénie Le Sommer","France",90,2023-07-23
"Amel Majri","France",65,2023-07-23
"Kadidiatou Diani","France",90,2023-07-23
"Clara Matéo","France",65,2023-07-23
"Estelle Cascarino","France",90,2023-07-23
"Solène Durand","France",0,2023-07-23
"Constance Picaud","France",0,2023-07-23
"Laurina Fazer","France",0,2023-07-23
"Selma Bacha","France",0,2023-07-23
"Aïssatou Tounkara","France",0,2023-07-23
"Kenza Dali","France",25,2023-07-23
"Léa Le Garrec","France",0,2023-07-23
"Viviane Asseyi","France",0,2023-07-23
"Naomie Feller","France",0,2023-07-23
"Ève Périsset","France",0,2023-07-23
"Vicki Bècho","France",25,2023-07-23
"Rebecca Spencer","Jamaica",90,2023-07-23
"Vyan Sampson","Jamaica",90,2023-07-23
"Chantelle Swaby","Jamaica",90,2023-07-23
"Drew Spence","Jamaica",90,2023-07-23
"Jody Brown","Jamaica",90,2023-07-23
"Khadija Shaw","Jamaica",89,2023-07-23
"Deneisha Blackwood","Jamaica",90,2023-07-23
"Allyson Swaby","Jamaica",90,2023-07-23
"Tiernny Wiltshire","Jamaica",90,2023-07-23
"Atlanta Primus","Jamaica",70,2023-07-23
"Cheyna Matthews","Jamaica",70,2023-07-23
"Sydney Schneider","Jamaica",0,2023-07-23
"Liya Brooks","Jamaica",0,2023-07-23
"Solai Washington","Jamaica",20,2023-07-23
"Konya Plummer","Jamaica",0,2023-07-23
"Havana Solaun","Jamaica",20,2023-07-23
"Peyton McNamara","Jamaica",0,2023-07-23
"Kameron Simmonds","Jamaica",0,2023-07-23
"Kiki Van Zanten","Jamaica",0,2023-07-23
"Tiffany Cameron","Jamaica",0,2023-07-23
"Paige Bailey-Gayle","Jamaica",0,2023-07-23
"Trudi Carter","Jamaica",0,2023-07-23
"Kayla McKenna","Jamaica",0,2023-07-23
"Francesca Durante","Italy",90,2023-07-24
"Lucia Di Guglielmo","Italy",90,2023-07-24
"Elena Linari","Italy",90,2023-07-24
"Manuela Giugliano","Italy",90,2023-07-24
"Barbara Bonansea","Italy",90,2023-07-24
"Valentina Giacinti","Italy",73,2023-07-24
"Chiara Beccari","Italy",90,2023-07-24
"Giulia Dragoni","Italy",82,2023-07-24
"Lisa Boattin","Italy",90,2023-07-24
"Arianna Caruso","Italy",57,2023-07-24
"Cecilia Salvai","Italy",90,2023-07-24
"Laura Giuliani","Italy",0,2023-07-24
"Rachele Baldi","Italy",0,2023-07-24
"Emma Severini","Italy",0,2023-07-24
"Benedetta Orsi","Italy",0,2023-07-24
"Sofia Cantore","Italy",17,2023-07-24
"Cristiana Girelli","Italy",8,2023-07-24
"Benedetta Glionna","Italy",0,2023-07-24
"Elisa Bartoli","Italy",0,2023-07-24
"Annamaria Serturini","Italy",0,2023-07-24
"Martina Lenzini","Italy",0,2023-07-24
"Giada Greggi","Italy",33,2023-07-24
"Valentina Cernoia","Italy",0,2023-07-24
"Vanina Correa","Argentina",90,2023-07-24
"Eliana Stábile","Argentina",90,2023-07-24
"Aldana Cometti","Argentina",90,2023-07-24
"Romina Núñez","Argentina",76,2023-07-24
