"Player_Name","Team","Min","Matchday"
"Yang Li","China PR",68,2019-06-08
"Wang Shanshan","China PR",90,2019-06-08
"Gu Yasha","China PR",90,2019-06-08
"Zhang Rui","China PR",90,2019-06-08
"Yao Wei","China PR",45,2019-06-08
"Xu Huan","China PR",0,2019-06-08
"Bi Xiaolin","China PR",0,2019-06-08
"Wang Shuang","China PR",45,2019-06-08
"Li Jiayue","China PR",0,2019-06-08
"Li Ying","China PR",0,2019-06-08
"Wang Yan","China PR",0,2019-06-08
"Wang Ying","China PR",0,2019-06-08
"Song Duan","China PR",22,2019-06-08
"Li Wen","China PR",0,2019-06-08
"Tan Ruyin","China PR",58,2019-06-08
"Luo Guiping","China PR",0,2019-06-08
"Liu Yanqiu","China PR",0,2019-06-08
"Sandra Paños","Spain",90,2019-06-08
"Irene Paredes","Spain",90,2019-06-08
"Vicky Losada","Spain",45,2019-06-08
"Marta Corredera","Spain",90,2019-06-08
"Marta Torrejón","Spain",90,2019-06-08
"Mariona Caldentey","Spain",90,2019-06-08
"Jennifer Hermoso","Spain",90,2019-06-08
"Alexia Putellas","Spain",72,2019-06-08
"Virginia Torrecilla","Spain",90,2019-06-08
"Mapi León","Spain",90,2019-06-08
"Amanda Sampedro","Spain",45,2019-06-08
"Dolores Gallardo","Spain",0,2019-06-08
"María Asunción Quiñones","Spain",0,2019-06-08
"Celia Jiménez","Spain",0,2019-06-08
"Leila Ouahabi","Spain",0,2019-06-08
"Ivana Andrés","Spain",0,2019-06-08
"Patricia Guijarro","Spain",0,2019-06-08
"Silvia Meseguer","Spain",0,2019-06-08
"Lucía García","Spain",45,2019-06-08
"Aitana Bonmatí","Spain",45,2019-06-08
"Andrea Pereira","Spain",0,2019-06-08
"Andrea Sánchez Falcón","Spain",0,2019-06-08
"Nahikari García","Spain",18,2019-06-08
"Andile Dlamini","South Africa",90,2019-06-08
"Lebohang Ramalepe","South Africa",90,2019-06-08
"Nothando Vilakazi","South Africa",81,2019-06-08
"Noko Matlou","South Africa",90,2019-06-08
"Janine van Wyk","South Africa",90,2019-06-08
"Ode Fulutudilu","South Africa",76,2019-06-08
"Amanda Mthandi","South Africa",55,2019-06-08
"Linda Motlhalo","South Africa",51,2019-06-08
"Thembi Kgatlana","South Africa",90,2019-06-08
"Refiloe Jane","South Africa",90,2019-06-08
"Kholosa Biyana","South Africa",90,2019-06-08
"Mapaseka Mpuru","South Africa",0,2019-06-08
"Kaylin Swart","South Africa",0,2019-06-08
"Mamello Makhabane","South Africa",0,2019-06-08
"Karabo Dhlamini","South Africa",0,2019-06-08
"Jermaine Seoposenwe","South Africa",35,2019-06-08
"Bambanani Mbane","South Africa",0,2019-06-08
"Tiisetso Makhubela","South Africa",0,2019-06-08
"Leandra Smeda","South Africa",14,2019-06-08
"Bongeka Gamede","South Africa",0,2019-06-08
"Busisiwe Ndimeni","South Africa",39,2019-06-08
"Rhoda Mulaudzi","South Africa",0,2019-06-08
"Sibulele Holweni","South Africa",0,2019-06-08
"Ingrid Hjelmseth","Norway",90,2019-06-08
"Ingrid Moe Wold","Norway",90,2019-06-08
"Maria Thorisdottir","Norway",90,2019-06-08
"Maren Mjelde","Norway",90,2019-06-08
"Vilde Bøe Risa","Norway",83,2019-06-08
"Isabell Herlovsen","Norway",90,2019-06-08
"Caroline Graham Hansen","Norway",90,2019-06-08
"Lisa-Marie Karlseng Utland","Norway",79,2019-06-08
"Ingrid Syrstad Engen","Norway",90,2019-06-08
"Guro Reiten","Norway",89,2019-06-08
"Kristine Minde","Norway",90,2019-06-08
"Cecilie Fiskerstrand","Norway",0,2019-06-08
"Oda Bogstad","Norway",0,2019-06-08
"Stine Hovland","Norway",0,2019-06-08
"Synne Hansen","Norway",0,2019-06-08
"Elise Thorsnes","Norway",11,2019-06-08
"Therese Åsland","Norway",0,2019-06-08
"Amalie Eikeland","Norway",0,2019-06-08
"Frida Maanum","Norway",7,2019-06-08
"Cecilie Kvamme","Norway",0,2019-06-08
"Emilie Haavi","Norway",1,2019-06-08
"Karina Sævik","Norway",0,2019-06-08
"Emilie Nautnes","Norway",0,2019-06-08
"Tochukwu Oluehi","Nigeria",90,2019-06-08
"Osinachi Ohale","Nigeria",90,2019-06-08
"Ngozi Ebere","Nigeria",90,2019-06-08
"Onome Ebi","Nigeria",90,2019-06-08
"Asisat Oshoala","Nigeria",90,2019-06-08
"Desire Oparanozie","Nigeria",70,2019-06-08
"Rita Chikwelu","Nigeria",90,2019-06-08
"Ngozi Okobi","Nigeria",90,2019-06-08
"Faith Ikidi","Nigeria",53,2019-06-08
"Francisca Ordega","Nigeria",90,2019-06-08
"Halimatu Ayinde","Nigeria",50,2019-06-08
"Chiamaka Nnadozie","Nigeria",0,2019-06-08
"Alaba Jonathan","Nigeria",0,2019-06-08
"Grace Okoronkwo","Nigeria",0,2019-06-08
"Evelyn Nwabuoku","Nigeria",0,2019-06-08
"Anam Imo","Nigeria",0,2019-06-08
"Chinaza Uchendu","Nigeria",40,2019-06-08
"Uchenna Kanu","Nigeria",20,2019-06-08
"Rasheedat Ajibade","Nigeria",0,2019-06-08
"Chinwendu Ihezuo","Nigeria",0,2019-06-08
"Chidinma Okeke","Nigeria",37,2019-06-08
"Alice Ogebe","Nigeria",0,2019-06-08
"Ogonna Chukwudi","Nigeria",0,2019-06-08
"Lydia Williams","Australia",90,2019-06-09
"Clare Polkinghorne","Australia",90,2019-06-09
"Chloe Logarzo","Australia",60,2019-06-09
"Steph Catley","Australia",90,2019-06-09
"Caitlin Foord","Australia",90,2019-06-09
"Emily van Egmond","Australia",90,2019-06-09
"Tameka Yallop","Australia",82,2019-06-09
"Alanna Kennedy","Australia",90,2019-06-09
"Hayley Raso","Australia",68,2019-06-09
"Sam Kerr","Australia",90,2019-06-09
"Ellie Carpenter","Australia",90,2019-06-09
"Teagan Micah","Australia",0,2019-06-09
"Mackenzie Arnold","Australia",0,2019-06-09
"Gema Simon","Australia",0,2019-06-09
"Aivi Luik","Australia",0,2019-06-09
"Karly Roestbakken","Australia",0,2019-06-09
"Elise Kellond-Knight","Australia",8,2019-06-09
"Lisa De Vanna","Australia",30,2019-06-09
"Emily Gielnik","Australia",0,2019-06-09
"Katrina Gorry","Australia",22,2019-06-09
"Amy Harrison","Australia",0,2019-06-09
"Teigen Allen","Australia",0,2019-06-09
"Laura Giuliani","Italy",90,2019-06-09
"Valentina Bergamaschi","Italy",76,2019-06-09
"Sara Gama","Italy",90,2019-06-09
"Aurora Galli","Italy",45,2019-06-09
"Elena Linari","Italy",90,2019-06-09
"Alia Guagni","Italy",90,2019-06-09
"Cristiana Girelli","Italy",90,2019-06-09
"Barbara Bonansea","Italy",90,2019-06-09
"Ilaria Mauro","Italy",57,2019-06-09
"Valentina Cernoia","Italy",90,2019-06-09
"Manuela Giugliano","Italy",90,2019-06-09
"Chiara Marchitelli","Italy",0,2019-06-09
"Rosalia Pipitone","Italy",0,2019-06-09
"Martina Rosucci","Italy",0,2019-06-09
"Alice Parisi","Italy",0,2019-06-09
"Daniela Sabatino","Italy",33,2019-06-09
"Elisa Bartoli","Italy",45,2019-06-09
"Stefania Tarenzi","Italy",0,2019-06-09
"Annamaria Serturini","Italy",0,2019-06-09
"Laura Fusetti","Italy",0,2019-06-09
"Lisa Boattin","Italy",0,2019-06-09
"Valentina Giacinti","Italy",14,2019-06-09
"Linda Tucceri Cimini","Italy",0,2019-06-09
"Bárbara","Brazil",90,2019-06-09
"Thaisa","Brazil",90,2019-06-09
"Tamires","Brazil",90,2019-06-09
"Andressa","Brazil",90,2019-06-09
"Formiga","Brazil",90,2019-06-09
"Debinha","Brazil",90,2019-06-09
"Cristiane","Brazil",64,2019-06-09
"Letícia Santos","Brazil",90,2019-06-09
"Kathellen","Brazil",75,2019-06-09
"Beatriz","Brazil",64,2019-06-09
"Mônica","Brazil",90,2019-06-09
"Aline","Brazil",0,2019-06-09
"Letícia Izidoro","Brazil",0,2019-06-09
"Poliana","Brazil",0,2019-06-09
"Daiane","Brazil",15,2019-06-09
"Tayla","Brazil",0,2019-06-09
"Marta","Brazil",0,2019-06-09
"Camila","Brazil",0,2019-06-09
"Andressinha","Brazil",0,2019-06-09
"Luana","Brazil",0,2019-06-09
"Ludmila","Brazil",26,2019-06-09
"Raquel","Brazil",0,2019-06-09
"Geyse","Brazil",26,2019-06-09
"Sydney Schneider","Jamaica",90,2019-06-09
"Chantelle Swaby","Jamaica",90,2019-06-09
"Konya Plummer","Jamaica",90,2019-06-09
"Havana Solaun","Jamaica",71,2019-06-09
"Marlo Sweatman","Jamaica",90,2019-06-09
"Khadija Shaw","Jamaica",90,2019-06-09
"Deneisha Blackwood","Jamaica",90,2019-06-09
"Dominique Bond-Flasza","Jamaica",90,2019-06-09
"Allyson Swaby","Jamaica",90,2019-06-09
"Trudi Carter","Jamaica",78,2019-06-09
"Cheyna Matthews","Jamaica",61,2019-06-09
"Nicole McClure","Jamaica",0,2019-06-09
"Yazmeen Jamieson","Jamaica",0,2019-06-09
"Lauren Silver","Jamaica",0,2019-06-09
"Chanel Hudson-Marks","Jamaica",0,2019-06-09
"Chinyelu Asher","Jamaica",19,2019-06-09
"Ashleigh Shim","Jamaica",0,2019-06-09
"Jody Brown","Jamaica",29,2019-06-09
"Sashana Campbell","Jamaica",0,2019-06-09
"Tiffany Cameron","Jamaica",12,2019-06-09
"Toriana Patterson","Jamaica",0,2019-06-09
"Sade Adamolekun","Jamaica",0,2019-06-09
"Mireya Grey","Jamaica",0,2019-06-09
"Karen Bardsley","England",90,2019-06-09
"Lucy Bronze","England",90,2019-06-09
"Alex Greenwood","England",90,2019-06-09
"Keira Walsh","England",90,2019-06-09
"Steph Houghton","England",90,2019-06-09
"Millie Bright","England",54,2019-06-09
"Nikita Parris","England",90,2019-06-09
"Jill Scott","England",90,2019-06-09
"Fran Kirby","England",81,2019-06-09
"Ellen White","England",90,2019-06-09
"Beth Mead","England",70,2019-06-09
"Carly Telford","England",0,2019-06-09
"Mary Earps","England",0,2019-06-09
"Jodie Taylor","England",0,2019-06-09
"Leah Williamson","England",0,2019-06-09
"Abbie McManus","England",36,2019-06-09
"Jade Moore","England",0,2019-06-09
"Rachel Daly","England",0,2019-06-09
"Georgia Stanway","England",9,2019-06-09
"Karen Carney","England",20,2019-06-09
"Lucy Staniforth","England",0,2019-06-09
"Lee Alexander","Scotland",90,2019-06-09
"Nicola Docherty","Scotland",54,2019-06-09
"Rachel Corsie","Scotland",90,2019-06-09
"Jennifer Beattie","Scotland",90,2019-06-09
"Kim Little","Scotland",90,2019-06-09
"Caroline Weir","Scotland",90,2019-06-09
"Lisa Evans","Scotland",90,2019-06-09
"Sophie Howard","Scotland",74,2019-06-09
"Christie Murray","Scotland",86,2019-06-09
"Claire Emslie","Scotland",90,2019-06-09
"Erin Cuthbert","Scotland",90,2019-06-09
"Shannon Lynn","Scotland",0,2019-06-09
"Jenna Fife","Scotland",0,2019-06-09
"Kirsty Smith","Scotland",36,2019-06-09
"Joanne Love","Scotland",0,2019-06-09
"Hayley Lauder","Scotland",0,2019-06-09
"Leanne Crichton","Scotland",0,2019-06-09
"Jane Ross","Scotland",0,2019-06-09
"Chloe Arthur","Scotland",16,2019-06-09
"Joelle Murray","Scotland",0,2019-06-09
"Lana Clelland","Scotland",0,2019-06-09
"Fiona Brown","Scotland",0,2019-06-09
"Lizzie Arnot","Scotland",4,2019-06-09
"Vanina Correa","Argentina",90,2019-06-10
"Agustina Barroso","Argentina",90,2019-06-10
"Eliana Stábile","Argentina",90,2019-06-10
"Aldana Cometti","Argentina",90,2019-06-10
"Ruth Bravo","Argentina",63,2019-06-10
"Florencia Soledad Jaimes","Argentina",90,2019-06-10
"Estefanía Banini","Argentina",90,2019-06-10
"Florencia Bonsegundo","Argentina",76,2019-06-10
"Virginia Gómez","Argentina",90,2019-06-10
"Miriam Mayorga","Argentina",90,2019-06-10
"Lorena Benítez","Argentina",78,2019-06-10
"Gabriela Garton","Argentina",0,2019-06-10
"Solana Pereyra","Argentina",0,2019-06-10
"Adriana Sachs","Argentina",0,2019-06-10
"Vanesa Santana","Argentina",27,2019-06-10
"Yael Oviedo","Argentina",0,2019-06-10
"María Belén Potassa","Argentina",0,2019-06-10
"Mariela Coronel","Argentina",12,2019-06-10
"Gabriela Chávez","Argentina",0,2019-06-10
"Mariana Larroquette","Argentina",14,2019-06-10
"Dalila Ippólito","Argentina",0,2019-06-10
"Natalie Juncos","Argentina",0,2019-06-10
"Milagros Menéndez","Argentina",0,2019-06-10
"Ayaka Yamashita","Japan",90,2019-06-10
"Aya Sameshima","Japan",90,2019-06-10
"Saki Kumagai","Japan",90,2019-06-10
"Hina Sugita","Japan",90,2019-06-10
"Emi Nakajima","Japan",73,2019-06-10
"Yuika Sugasawa","Japan",89,2019-06-10
"Moeka Minami","Japan",90,2019-06-10
"Yui Hasegawa","Japan",90,2019-06-10
"Narumi Miura","Japan",90,2019-06-10
"Kumi Yokoyama","Japan",56,2019-06-10
"Risa Shimizu","Japan",90,2019-06-10
"Sakiko Ikeda","Japan",0,2019-06-10
"Chika Hirao","Japan",0,2019-06-10
"Rumi Utsugi","Japan",0,2019-06-10
"Nana Ichise","Japan",0,2019-06-10
"Mana Iwabuchi","Japan",34,2019-06-10
"Mizuho Sakaguchi","Japan",0,2019-06-10
"Rikako Kobayashi","Japan",0,2019-06-10
"Saori Takarada","Japan",1,2019-06-10
"Yuka Momiki","Japan",0,2019-06-10
"Asato Miyagawa","Japan",0,2019-06-10
"Jun Endō","Japan",17,2019-06-10
"Shiori Miyake","Japan",0,2019-06-10
"Stephanie Labbé","Canada",90,2019-06-10
"Allysha Chapman","Canada",90,2019-06-10
"Kadeisha Buchanan","Canada",90,2019-06-10
"Shelina Zadorsky","Canada",90,2019-06-10
"Ashley Lawrence","Canada",90,2019-06-10
"Desiree Scott","Canada",90,2019-06-10
"Christine Sinclair","Canada",90,2019-06-10
"Sophie Schmidt","Canada",90,2019-06-10
"Nichelle Prince","Canada",74,2019-06-10
"Janine Beckie","Canada",90,2019-06-10
"Jessie Fleming","Canada",90,2019-06-10
"Kailen Sheridan","Canada",0,2019-06-10
"Sabrina D'Angelo","Canada",0,2019-06-10
"Quinn","Canada",0,2019-06-10
"Deanne Rose","Canada",16,2019-06-10
"Julia Grosso","Canada",0,2019-06-10
"Jayde Riviere","Canada",0,2019-06-10
"Jordyn Huitema","Canada",0,2019-06-10
"Gabrielle Carle","Canada",0,2019-06-10
"Adriana Leon","Canada",0,2019-06-10
"Shannon Woeller","Canada",0,2019-06-10
"Lindsay Agnew","Canada",0,2019-06-10
"Jenna Hellstrom","Canada",0,2019-06-10
"Annette Ngo Ndom","Cameroon",90,2019-06-10
"Christine Manie","Cameroon",90,2019-06-10
"Ajara Nchout","Cameroon",66,2019-06-10
"Yvonne Leuko","Cameroon",90,2019-06-10
"Estelle Johnson","Cameroon",90,2019-06-10
"Gabrielle Onguene","Cameroon",90,2019-06-10
"Raissa Feudjio","Cameroon",90,2019-06-10
"Jeannette Yango","Cameroon",81,2019-06-10
"Aurelle Awona","Cameroon",90,2019-06-10
"Claudine Meffometou","Cameroon",90,2019-06-10
"Marlyse Bernadett Ngo Ndoumbouk","Cameroon",67,2019-06-10
"Isabelle Mambingo","Cameroon",0,2019-06-10
"Marthe Ongmahan","Cameroon",0,2019-06-10
"Augustine Ejangue","Cameroon",0,2019-06-10
"Madeleine Ngono Mani","Cameroon",0,2019-06-10
"Charlène Meyong","Cameroon",9,2019-06-10
"Ninon Abena","Cameroon",0,2019-06-10
"Ysis Sonkeng","Cameroon",0,2019-06-10
"Gaëlle Enganamouit","Cameroon",23,2019-06-10
"Henriette Akaba","Cameroon",24,2019-06-10
"Genevieve Ngo","Cameroon",0,2019-06-10
"Alexandra Takounda","Cameroon",0,2019-06-10
"Michaela Abam","Cameroon",0,2019-06-10
"Erin Nayler","New Zealand",90,2019-06-11
"Ria Percival","New Zealand",90,2019-06-11
"CJ Bott","New Zealand",90,2019-06-11
"Rebekah Stott","New Zealand",90,2019-06-11
"Ali Riley","New Zealand",90,2019-06-11
"Abby Erceg","New Zealand",90,2019-06-11
"Sarah Gregorius","New Zealand",73,2019-06-11
"Betsy Hassett","New Zealand",66,2019-06-11
"Rosie White","New Zealand",73,2019-06-11
"Katie Bowen","New Zealand",90,2019-06-11
"Olivia Chance","New Zealand",90,2019-06-11
"Victoria Esson","New Zealand",0,2019-06-11
"Nadia Olla","New Zealand",0,2019-06-11
"Anna Green","New Zealand",0,2019-06-11
"Nicole Stratford","New Zealand",0,2019-06-11
"Emma Kete","New Zealand",0,2019-06-11
"Annalie Longo","New Zealand",24,2019-06-11
"Sarah Morton","New Zealand",0,2019-06-11
"Katie Duncan","New Zealand",0,2019-06-11
"Hannah Wilkinson","New Zealand",17,2019-06-11
"Stephanie Skilton","New Zealand",0,2019-06-11
"Paige Satchell","New Zealand",17,2019-06-11
"Daisy Cleverley","New Zealand",0,2019-06-11
"Sari van Veenendaal","Netherlands",90,2019-06-11
"Desiree van Lunteren","Netherlands",90,2019-06-11
"Stefanie van der Gragt","Netherlands",90,2019-06-11
"Kika van Es","Netherlands",70,2019-06-11
"Shanice van de Sanden","Netherlands",86,2019-06-11
"Sherida Spitse","Netherlands",90,2019-06-11
"Vivianne Miedema","Netherlands",90,2019-06-11
"Daniëlle van de Donk","Netherlands",90,2019-06-11
"Lieke Martens","Netherlands",90,2019-06-11
"Jackie Groenen","Netherlands",75,2019-06-11
"Dominique Janssen","Netherlands",90,2019-06-11
"Lize Kop","Netherlands",0,2019-06-11
"Loes Geurts","Netherlands",0,2019-06-11
"Merel van Dongen","Netherlands",20,2019-06-11
"Victoria Pelova","Netherlands",0,2019-06-11
"Renate Jansen","Netherlands",0,2019-06-11
"Inessa Kaagman","Netherlands",0,2019-06-11
"Ellen Jansen","Netherlands",0,2019-06-11
"Danique Kerkdijk","Netherlands",0,2019-06-11
"Jill Roord","Netherlands",15,2019-06-11
"Lineth Beerensteyn","Netherlands",4,2019-06-11
"Liza van der Most","Netherlands",0,2019-06-11
"Christiane Endler","Chile",90,2019-06-11
"Carla Guerrero","Chile",90,2019-06-11
"Francisca Lara","Chile",90,2019-06-11
"Karen Araya","Chile",90,2019-06-11
"María José Urrutia","Chile",58,2019-06-11
"Yanara Aedo","Chile",83,2019-06-11
"Su Helen Galaz","Chile",90,2019-06-11
"Javiera Toro","Chile",90,2019-06-11
"Camila Sáez","Chile",90,2019-06-11
"Daniela Zamora","Chile",90,2019-06-11
"Rosario Balmaceda","Chile",90,2019-06-11
"Natalia Campos","Chile",0,2019-06-11
"Ryann Torrero","Chile",0,2019-06-11
"Rocio Soto","Chile",7,2019-06-11
"Valentina Díaz","Chile",0,2019-06-11
"Claudia Soto","Chile",0,2019-06-11
"María José Rojas","Chile",0,2019-06-11
"Yessenia López","Chile",32,2019-06-11
"Javiera Grez","Chile",0,2019-06-11
"Daniela Pardo","Chile",0,2019-06-11
"Fernanda Pinilla","Chile",0,2019-06-11
"Yessenia Huenteo","Chile",0,2019-06-11
"Elisa Durán","Chile",0,2019-06-11
"Hedvig Lindahl","Sweden",90,2019-06-11
"Linda Sembrant","Sweden",90,2019-06-11
"Hanna Glas","Sweden",90,2019-06-11
"Nilla Fischer","Sweden",90,2019-06-11
"Magdalena Eriksson","Sweden",90,2019-06-11
"Kosovare Asllani","Sweden",90,2019-06-11
"Sofia Jakobsson","Sweden",90,2019-06-11
"Stina Blackstenius","Sweden",64,2019-06-11
"Caroline Seger","Sweden",90,2019-06-11
"Fridolina Rolfö","Sweden",64,2019-06-11
"Elin Rubensson","Sweden",80,2019-06-11
"Jennifer Falk","Sweden",0,2019-06-11
"Zećira Mušović","Sweden",0,2019-06-11
"Jonna Andersson","Sweden",0,2019-06-11
"Madelen Janogy","Sweden",10,2019-06-11
"Lina Hurtig","Sweden",26,2019-06-11
"Amanda Ilestedt","Sweden",0,2019-06-11
"Julia Roddar","Sweden",0,2019-06-11
"Nathalie Björn","Sweden",0,2019-06-11
"Julia Zigiotti Olme","Sweden",0,2019-06-11
"Anna Anvegard","Sweden",26,2019-06-11
"Mimmi Larsson","Sweden",0,2019-06-11
"Olivia Schough","Sweden",0,2019-06-11
"Alyssa Naeher","United States",90,2019-06-11
"Sam Mewis","United States",90,2019-06-11
"Kelley O'Hara","United States",90,2019-06-11
"Abby Dahlkemper","United States",90,2019-06-11
"Julie Ertz","United States",68,2019-06-11
"Lindsey Horan","United States",90,2019-06-11
"Alex Morgan","United States",90,2019-06-11
"Megan Rapinoe","United States",90,2019-06-11
"Rose Lavelle","United States",56,2019-06-11
"Tobin Heath","United States",56,2019-06-11
"Crystal Dunn","United States",90,2019-06-11
"Ashlyn Harris","United States",0,2019-06-11
"Adrianna Franch","United States",0,2019-06-11
"Mallory Swanson","United States",22,2019-06-11
"Becky Sauerbrunn","United States",0,2019-06-11
"Morgan Gautrat","United States",0,2019-06-11
"Carli Lloyd","United States",34,2019-06-11
"Ali Krieger","United States",0,2019-06-11
"Tierna Davidson","United States",0,2019-06-11
"Emily Sonnett","United States",0,2019-06-11
"Allie Long","United States",0,2019-06-11
"Jessica McDonald","United States",0,2019-06-11
"Christen Press","United States",34,2019-06-11
"Sukanya Chor Charoenying","Thailand",90,2019-06-11
"Kanjanaporn Saengkoon","Thailand",90,2019-06-11
"Natthakarn Chinwong","Thailand",90,2019-06-11
"Ainon Phancha","Thailand",90,2019-06-11
"Silawan Intamee","Thailand",90,2019-06-11
"Miranda Nild","Thailand",90,2019-06-11
"Warunee Phetwiset","Thailand",70,2019-06-11
"Sunisa Srangthaisong","Thailand",90,2019-06-11
"Rattikan Thongsombut","Thailand",64,2019-06-11
"Wilaiporn Boothduang","Thailand",34,2019-06-11
"Kanjana Sungngoen","Thailand",90,2019-06-11
"Waraporn Boonsing","Thailand",0,2019-06-11
"Tiffany Sornpao","Thailand",0,2019-06-11
"Duangnapa Sritala","Thailand",0,2019-06-11
"Pikul Khueanpet","Thailand",56,2019-06-11
"Sudarat Chuchuen","Thailand",0,2019-06-11
"Orathai Srimanee","Thailand",20,2019-06-11
"Saowalak Pengngam","Thailand",0,2019-06-11
"Olapin Waenngoen","Thailand",0,2019-06-11
"Khwanrudi Saengchan","Thailand",0,2019-06-11
"Taneekarn Dangda","Thailand",26,2019-06-11
"Pitsamai Sornsai","Thailand",0,2019-06-11
"Phonphirun Philawan","Thailand",0,2019-06-11
"Chiamaka Nnadozie","Nigeria",90,2019-06-12
"Osinachi Ohale","Nigeria",90,2019-06-12
"Ngozi Ebere","Nigeria",90,2019-06-12
"Onome Ebi","Nigeria",90,2019-06-12
"Asisat Oshoala","Nigeria",82,2019-06-12
"Desire Oparanozie","Nigeria",90,2019-06-12
"Rita Chikwelu","Nigeria",90,2019-06-12
"Chinaza Uchendu","Nigeria",64,2019-06-12
"Ngozi Okobi","Nigeria",90,2019-06-12
"Francisca Ordega","Nigeria",79,2019-06-12
"Chidinma Okeke","Nigeria",90,2019-06-12
"Tochukwu Oluehi","Nigeria",0,2019-06-12
"Alaba Jonathan","Nigeria",0,2019-06-12
"Grace Okoronkwo","Nigeria",0,2019-06-12
"Evelyn Nwabuoku","Nigeria",0,2019-06-12
"Anam Imo","Nigeria",11,2019-06-12
"Uchenna Kanu","Nigeria",8,2019-06-12
"Faith Ikidi","Nigeria",0,2019-06-12
"Rasheedat Ajibade","Nigeria",0,2019-06-12
"Halimatu Ayinde","Nigeria",26,2019-06-12
"Chinwendu Ihezuo","Nigeria",0,2019-06-12
"Alice Ogebe","Nigeria",0,2019-06-12
"Ogonna Chukwudi","Nigeria",0,2019-06-12
"Kim Minjung","Korea Republic",90,2019-06-12
"Hwang Bo-ram","Korea Republic",90,2019-06-12
"Kim Do-yeon","Korea Republic",90,2019-06-12
"Lee Min-ah","Korea Republic",55,2019-06-12
"Cho So-hyun","Korea Republic",90,2019-06-12
"Ji So-yun","Korea Republic",90,2019-06-12
"Jung Seol-bin","Korea Republic",55,2019-06-12
"Jang Sel-gi","Korea Republic",90,2019-06-12
"Lee Geum-min","Korea Republic",90,2019-06-12
"Kim Hye-ri","Korea Republic",90,2019-06-12
