player,team,group_1,group_2,group_3,round_of_16,quarterfinals,semifinals,finals
Solveig Gulbrandsen,Norway,69,45,90,90,,,
Isabell Herlovsen,Norway,90,90,0,90,,,
Nora Holstad Berge,Norway,45,0,0,0,,,
Ingrid Moe Wold,Norway,90,90,45,87,,,
Lene Mykjåland,Norway,90,90,90,90,,,
Kristine Minde,Norway,90,60,45,70,,,
Ada Hegerberg,Norway,90,90,90,90,,,
Silje Vesterbekkmo,Norway,0,0,11,0,,,
Cecilie Fiskerstrand,Norway,0,0,0,0,,,
Maria Thorisdottir,Norway,0,90,90,45,,,
Marita Skammelsrud Lund,Norway,45,90,90,90,,,
Lisa-Marie Karlseng Utland,Norway,0,0,64,3,,,
Anja Sønstevold,Norway,0,0,0,0,,,
Ingrid Schjelderup,Norway,0,90,90,0,,,
Marit Sandvei,Norway,0,0,0,0,,,
Elise Thorsnes,Norway,27,30,90,20,,,
Melissa Bjånesøy,Norway,0,0,0,0,,,
Emilie Haavi,Norway,21,0,90,0,,,
Hege Hansen,Norway,0,0,0,0,,,
Waraporn Boonsing,Thailand,90,90,90,,,,
Natthakarn Chinwong,Thailand,90,90,90,,,,
Duangnapa Sritala,Thailand,90,90,90,,,,
Pikul Khueanpet,Thailand,90,90,90,,,,
Silawan Intamee,Thailand,90,90,90,,,,
Naphat Seesraum,Thailand,59,0,0,,,,
Warunee Phetwiset,Thailand,90,90,90,,,,
Sunisa Srangthaisong,Thailand,90,90,90,,,,
Rattikan Thongsombut,Thailand,90,47,89,,,,
Anootsara Maijarern,Thailand,90,90,87,,,,
Kanjana Sungngoen,Thailand,90,90,90,,,,
Yada Sengyong,Thailand,0,0,0,,,,
Sukanya Chor Charoenying,Thailand,0,0,0,,,,
Darut Changplook,Thailand,0,0,1,,,,
Ainon Phancha,Thailand,0,0,0,,,,
Alisa Rukpinij,Thailand,0,0,3,,,,
Orathai Srimanee,Thailand,31,73,79,,,,
Thanatta Chawong,Thailand,0,17,0,,,,
Nattaya Duanjanthuek,Thailand,0,0,0,,,,
Khwanrudi Saengchan,Thailand,0,0,0,,,,
Taneekarn Dangda,Thailand,0,0,0,,,,
Wilaiporn Boothduang,Thailand,0,0,11,,,,
Nisa Romyen,Thailand,0,43,0,,,,
Nadine Angerer,Germany,90,90,90,90,120,90,120
Saskia Bartusiak,Germany,90,90,0,90,0,90,120
Leonie Maier,Germany,90,90,0,90,120,90,0
Annike Krahn,Germany,90,90,61,90,120,90,0
Simone Laudehr,Germany,73,66,0,90,120,90,120
Anja Mittag,Germany,90,80,45,90,45,77,47
Célia Šašić,Germany,45,90,45,90,120,90,73
Melanie Leupolz,Germany,17,0,90,45,120,90,75
Alexandra Popp,Germany,90,70,0,89,70,90,19
Lena Goeßling,Germany,90,90,0,90,79,90,101
Tabea Kemme,Germany,90,90,0,77,120,90,120
Almuth Schult,Germany,0,0,0,0,0,0,0
Laura Benkarth,Germany,0,0,0,0,0,0,0
Bianca Schmidt,Germany,0,0,90,0,0,0,120
Melanie Behringer,Germany,73,0,90,0,41,0,45
Pauline Bremer,Germany,0,10,0,0,0,0,0
Lena Lotzen,Germany,0,24,90,1,0,0,0
Dzsenifer Marozsán,Germany,0,90,45,45,75,13,0
Babett Peter,Germany,0,0,90,0,120,0,120
Jennifer Cramer,Germany,0,0,90,13,0,0,0
Josephine Henning,Germany,0,0,29,0,0,0,0
Lena Petermann,Germany,17,0,45,0,0,0,120
Sara Däbritz,Germany,45,20,90,0,50,0,120
Dominique Thiamale,Côte d'Ivoire,90,90,0,,,,
Fatou Coulibaly,Côte d'Ivoire,90,90,90,,,,
Nina Kpaho,Côte d'Ivoire,38,0,0,,,,
Rita Akaffou,Côte d'Ivoire,90,45,0,,,,
Nadege Essoh,Côte d'Ivoire,51,0,0,,,,
Rebecca Elloh,Côte d'Ivoire,72,45,90,,,,
Ida Guehai,Côte d'Ivoire,90,81,90,,,,
Josée Nahi,Côte d'Ivoire,90,56,90,,,,
Binta Diakité,Côte d'Ivoire,90,34,22,,,,
Sophie Aguie,Côte d'Ivoire,90,0,0,,,,
Raymonde Kacou,Côte d'Ivoire,90,90,0,,,,
Lydie Saki,Côte d'Ivoire,0,0,0,,,,
Cynthia Djohore,Côte d'Ivoire,0,0,90,,,,
Djelika Coulibaly,Côte d'Ivoire,0,90,90,,,,
Mariam Diakité,Côte d'Ivoire,0,0,0,,,,
Ines Nrehy,Côte d'Ivoire,39,90,90,,,,
Sandrine Niamien,Côte d'Ivoire,0,0,0,,,,
Ange N'Guessan,Côte d'Ivoire,18,90,90,,,,
Fernande Tchétché,Côte d'Ivoire,52,90,90,,,,
Christine Lohoues,Côte d'Ivoire,0,90,90,,,,
Nadège Cissé,Côte d'Ivoire,0,0,68,,,,
Jessica Aby,Côte d'Ivoire,0,9,0,,,,
Aminata Haidara,Côte d'Ivoire,0,0,0,,,,
Erin Nayler,New Zealand,90,90,90,,,,
Ria Percival,New Zealand,90,90,90,,,,
Katie Duncan,New Zealand,90,90,90,,,,
Abby Erceg,New Zealand,90,90,90,,,,
Rebekah Stott,New Zealand,90,90,90,,,,
Ali Riley,New Zealand,90,90,90,,,,
Amber Hearn,New Zealand,90,90,90,,,,
Sarah Gregorius,New Zealand,67,80,45,,,,
Katie Bowen,New Zealand,72,13,45,,,,
Annalie Longo,New Zealand,90,90,90,,,,
Hannah Wilkinson,New Zealand,90,89,90,,,,
Rebecca Rolls,New Zealand,0,0,0,,,,
Cushla Lichtwark,New Zealand,0,0,0,,,,
Anna Green,New Zealand,0,0,0,,,,
Jasmine Pereira,New Zealand,23,1,0,,,,
Kirsty Yallop,New Zealand,0,0,1,,,,
Betsy Hassett,New Zealand,18,77,45,,,,
Rosie White,New Zealand,0,10,44,,,,
Meikayla Moore,New Zealand,0,0,0,,,,
CJ Bott,New Zealand,0,0,0,,,,
Evie Millynn,New Zealand,0,0,0,,,,
Daisy Cleverley,New Zealand,0,0,0,,,,
Emma Kete,New Zealand,0,0,0,,,,
Loes Geurts,Netherlands,90,0,90,90,,,
Desiree van Lunteren,Netherlands,90,90,13,90,,,
Stefanie van der Gragt,Netherlands,90,90,90,90,,,
Mandy van den Berg,Netherlands,90,90,90,90,,,
Petra Hogewoning,Netherlands,90,59,0,0,,,
Anouk Dekker,Netherlands,84,20,90,90,,,
Manon Melis,Netherlands,90,90,90,90,,,
Sherida Spitse,Netherlands,90,90,90,90,,,
Vivianne Miedema,Netherlands,81,90,90,90,,,
Daniëlle van de Donk,Netherlands,90,90,72,53,,,
Lieke Martens,Netherlands,90,90,90,90,,,
Sari van Veenendaal,Netherlands,0,90,0,0,,,
Angela Christ,Netherlands,0,0,0,0,,,
Dyanne Bito,Netherlands,0,0,0,0,,,
Dominique Janssen,Netherlands,0,0,77,0,,,
Anouk Hoogendijk,Netherlands,0,0,0,0,,,
Merel van Dongen,Netherlands,0,31,90,86,,,
Tessel Middag,Netherlands,6,70,0,4,,,
Maran van Erp,Netherlands,0,0,0,0,,,
Kirsten van de Ven,Netherlands,0,0,18,37,,,
Jill Roord,Netherlands,0,0,0,0,,,
Vanity Lewerissa,Netherlands,0,0,0,0,,,
Shanice van de Sanden,Netherlands,9,0,0,0,,,
Hedvig Lindahl,Sweden,90,90,90,90,,,
Emma Berglund,Sweden,73,0,0,80,,,
Nilla Fischer,Sweden,90,90,90,90,,,
Lisa Dahlkvist,Sweden,57,90,90,0,,,
Lotta Schelin,Sweden,90,90,90,90,,,
Kosovare Asllani,Sweden,45,0,16,23,,,
Sofia Jakobsson,Sweden,90,90,90,90,,,
Therese Sjögran,Sweden,90,75,90,90,,,
Lina Nilsson,Sweden,90,70,74,45,,,
Caroline Seger,Sweden,90,90,90,90,,,
Elin Rubensson,Sweden,90,90,76,67,,,
Hilda Carlén,Sweden,0,0,0,0,,,
Carola Söberg,Sweden,0,0,0,0,,,
Charlotte Rohlin,Sweden,0,0,0,0,,,
Linda Sembrant,Sweden,33,20,0,90,,,
Sara Thunebro,Sweden,0,0,14,0,,,
Jenny Hjohlman,Sweden,0,0,0,10,,,
Malin Diaz,Sweden,0,0,0,0,,,
Amanda Ilestedt,Sweden,17,90,90,90,,,
Jessica Samuelsson,Sweden,0,90,90,45,,,
Emma Lundh,Sweden,0,0,0,0,,,
Emilia Brodin,Sweden,0,15,0,0,,,
Olivia Schough,Sweden,45,0,0,0,,,
Precious Dede,Nigeria,90,90,90,,,,
Osinachi Ohale,Nigeria,90,52,0,,,,
Onome Ebi,Nigeria,90,90,90,,,,
Josephine Chukwunonye,Nigeria,90,90,90,,,,
Asisat Oshoala,Nigeria,90,84,90,,,,
Desire Oparanozie,Nigeria,90,54,40,,,,
Halimatu Ayinde,Nigeria,90,90,40,,,,
Ngozi Okobi,Nigeria,90,90,90,,,,
Evelyn Nwabuoku,Nigeria,90,90,90,,,,
Francisca Ordega,Nigeria,90,90,77,,,,
Ngozi Ebere,Nigeria,90,90,90,,,,
Christy Ohiaeriaku,Nigeria,0,0,0,,,,
Blessing Edoho,Nigeria,0,0,0,,,,
Perpetua Nkwocha,Nigeria,0,36,0,,,,
Esther Sunday,Nigeria,0,0,50,,,,
Courtney Dike,Nigeria,0,6,50,,,,
Iniabasi Umotong,Nigeria,0,0,0,,,,
Ugo Njoku,Nigeria,0,38,0,,,,
Ibubeleye Whyte,Nigeria,0,0,0,,,,
Loveth Ayila,Nigeria,0,0,0,,,,
Martina Ohadugha,Nigeria,0,0,0,,,,
Cecilia Nku,Nigeria,0,0,13,,,,
Sarah Nnodim,Nigeria,0,0,68,,,,
Annette Ngo Ndom,Cameroon,90,90,90,90,,,
Christine Manie,Cameroon,90,90,90,90,,,
Yvonne Leuko,Cameroon,90,90,0,90,,,
Gabrielle Onguene,Cameroon,83,72,90,90,,,
Raissa Feudjio,Cameroon,90,90,90,90,,,
Madeleine Ngono Mani,Cameroon,74,62,33,74,,,
Jeannette Yango,Cameroon,90,90,90,90,,,
Claudine Meffometou,Cameroon,90,90,90,90,,,
Cathy Bou Ndjouh,Cameroon,90,90,0,0,,,
Gaëlle Enganamouit,Cameroon,90,90,90,90,,,
Genevieve Ngo,Cameroon,61,45,0,0,,,
Thècle Mbororo,Cameroon,0,0,0,0,,,
Flore Enyegue,Cameroon,0,0,0,0,,,
Ajara Nchout,Cameroon,16,28,57,26,,,
Augustine Ejangue,Cameroon,0,18,90,0,,,
Francine Zouga,Cameroon,29,45,87,64,,,
Aurelle Awona,Cameroon,0,0,90,90,,,
Ninon Abena,Cameroon,0,0,0,0,,,
Ysis Sonkeng,Cameroon,0,0,0,0,,,
Henriette Akaba,Cameroon,7,0,0,16,,,
Agathe Ngani,Cameroon,0,0,3,0,,,
Rose Bella,Cameroon,0,0,0,0,,,
Wanki Awachwi,Cameroon,0,0,0,0,,,
Shirley Berruz,Ecuador,90,90,90,,,,
Nancy Aguilar,Ecuador,90,90,90,,,,
Mayra Olvera,Ecuador,90,90,90,,,,
Angie Ponce,Ecuador,90,90,90,,,,
Ámbar Torres,Ecuador,54,0,0,,,,
Mónica Quinteros,Ecuador,72,90,83,,,,
Madelin Riera,Ecuador,90,0,0,,,,
Ligia Moreira,Ecuador,65,0,90,,,,
Kerlly Real,Ecuador,90,90,90,,,,
Denise Pesántes,Ecuador,90,90,90,,,,
Mabel Velarde,Ecuador,45,79,0,,,,
Irene Tobar,Ecuador,0,0,0,,,,
Andrea Vera,Ecuador,0,0,0,,,,
Katherine Ortíz,Ecuador,18,45,90,,,,
Merly Zambrano,Ecuador,0,0,0,,,,
Ingrid Rodríguez,Ecuador,45,90,90,,,,
Erika Vásquez,Ecuador,0,11,90,,,,
Giannina Lattanzio,Ecuador,36,0,0,,,,
Carina Caicedo,Ecuador,0,0,7,,,,
Ana Palacios,Ecuador,0,69,0,,,,
Alexandra Salvador,Ecuador,0,45,0,,,,
Adriana Barré,Ecuador,0,21,0,,,,
Mariela Jácome,Ecuador,0,0,0,,,,
Hope Solo,United States,90,90,90,90,90,90,90
Sydney Leroux,United States,79,78,24,0,0,0,0
Becky Sauerbrunn,United States,90,90,90,90,90,90,90
Carli Lloyd,United States,90,90,90,90,90,90,90
Ali Krieger,United States,90,90,90,81,90,90,90
Lauren Holiday,United States,90,90,90,90,0,90,90
Megan Rapinoe,United States,86,90,74,75,0,80,61
Julie Ertz,United States,90,90,90,90,90,90,90
Abby Wambach,United States,90,23,90,69,4,10,11
Meghan Klingenberg,United States,90,90,90,90,90,90,90
Christen Press,United States,68,67,0,15,29,0,0
Ashlyn Harris,United States,0,0,0,0,0,0,0
Alyssa Naeher,United States,0,0,0,0,0,0,0
Christie Pearce,United States,0,0,10,0,0,0,4
Kelley O'Hara,United States,0,0,0,0,61,15,29
Whitney Engen,United States,0,0,0,0,0,0,0
Shannon Boxx,United States,0,0,16,0,0,0,0
Amy Rodriguez,United States,0,32,0,0,86,0,0
Heather O'Reilly,United States,0,0,0,0,9,0,0
Alex Morgan,United States,11,12,66,90,81,90,86
Morgan Gautrat,United States,4,58,0,21,90,90,90
Lori Chalupny,United States,0,0,0,9,0,0,0
Tobin Heath,United States,22,0,80,90,90,75,79
Melissa Barbieri,Australia,90,0,0,0,0,,
Laura Alleway,Australia,83,90,90,90,90,,
Servet Uzunlar,Australia,90,0,0,0,0,,
Steph Catley,Australia,90,90,90,90,90,,
Elise Kellond-Knight,Australia,90,90,90,90,90,,
Caitlin Foord,Australia,90,90,90,90,90,,
Emily van Egmond,Australia,90,90,90,90,90,,
Lisa De Vanna,Australia,90,90,63,90,67,,
Katrina Gorry,Australia,80,62,85,18,76,,
Sam Kerr,Australia,90,90,90,90,90,,
Michelle Heyman,Australia,69,3,18,64,14,,
Lydia Williams,Australia,0,90,90,90,90,,
Mackenzie Arnold,Australia,0,0,0,0,0,,
Larissa Crummer,Australia,0,0,27,0,23,,
Ashleigh Sykes,Australia,7,0,0,0,1,,
Clare Polkinghorne,Australia,0,0,0,0,0,,
Leena Khamis,Australia,0,0,0,0,0,,
Tameka Yallop,Australia,0,28,5,72,0,,
Alanna Kennedy,Australia,10,90,90,90,90,,
Teresa Polias,Australia,0,0,0,0,0,,
Hayley Raso,Australia,0,0,0,0,0,,
Kyah Simon,Australia,21,87,72,26,89,,
Nicola Bolger,Australia,0,0,0,0,0,,
Sarah Bouhaddi,France,90,90,90,90,120,,
Wendie Renard,France,90,90,90,90,120,,
Laure Boulleau,France,90,90,78,90,0,,
Laura Georges,France,90,90,90,90,120,,
Amandine Henry,France,90,27,90,90,120,,
Jessica Houara,France,90,90,90,90,120,,
Eugénie Le Sommer,France,81,90,63,74,91,,
Camille Abily,France,90,90,70,77,120,,
Élodie Thomis,France,71,0,90,90,69,,
Louisa Cadamuro,France,87,63,0,90,120,,
Gaëtane Thiney,France,90,90,27,16,29,,
Céline Deville,France,0,0,0,0,0,,
Méline Gérard,France,0,0,0,0,0,,
Sabrina Delannoy,France,0,0,12,0,0,,
Kenza Dali,France,19,77,0,0,0,,
Claire Lavogez,France,3,27,0,0,51,,
Kadidiatou Diani,France,0,0,0,6,0,,
Élise Bussaglia,France,9,63,20,0,0,,
Marie-Laure Delie,France,0,13,90,84,101,,
Griedge Mbock Bathy,France,0,0,0,0,0,,
Anaïg Butel,France,0,0,0,0,0,,
Amel Majri,France,0,0,90,0,120,,
Kheira Hamraoui,France,0,0,0,13,19,,
Karen Bardsley,England,90,90,90,90,52,90,120
Alex Scott,England,68,5,90,0,0,15,0
Claire Rafferty,England,90,53,0,90,90,90,0
Fara Williams,England,90,90,90,90,79,86,112
Steph Houghton,England,90,90,90,90,90,90,120
Laura Bassett,England,90,90,0,90,90,90,120
Jill Scott,England,90,66,0,36,90,90,120
Eniola Aluko,England,90,90,0,0,0,0,59
Lucy Bronze,England,90,85,0,90,90,75,120
Katie Chapman,England,76,0,0,90,90,90,80
Ellen White,England,61,0,0,0,11,30,61
Siobhan Chamberlain,England,0,0,0,0,38,0,0
Carly Telford,England,0,0,0,0,0,0,0
Jordan Nobbs,England,0,0,90,0,0,0,0
Karen Carney,England,0,24,56,90,90,4,120
Jade Moore,England,14,90,90,90,90,90,0
Alex Greenwood,England,0,37,90,0,0,0,120
Casey Stoney,England,0,0,90,0,0,0,8
Jo Potter,England,0,0,24,0,0,0,120
Toni Duggan,England,29,90,81,63,0,90,0
Jodie Taylor,England,0,0,9,27,90,60,0
Lianne Sanderson,England,0,0,34,0,0,0,40
Fran Kirby,England,22,90,66,54,0,0,0
Ainhoa Tirapu,Spain,90,90,90,,,,
Celia Jiménez,Spain,62,90,90,,,,
Leire Landa,Spain,90,90,90,,,,
Michelle O'Neill,Spain,90,71,63,,,,
Sonia Bermúdez,Spain,72,13,27,,,,
Verónica Boquete,Spain,90,90,90,,,,
Jennifer Hermoso,Spain,84,0,0,,,,
Vicky Losada,Spain,90,90,57,,,,
Marta Torrejón,Spain,90,90,90,,,,
Irene Paredes,Spain,90,90,90,,,,
Alexia Putellas,Spain,90,90,90,,,,
Dolores Gallardo,Spain,0,0,0,,,,
Sandra Paños,Spain,0,0,0,,,,
Melanie Serrano,Spain,0,0,0,,,,
Ruth García,Spain,28,0,0,,,,
Virginia Torrecilla,Spain,0,77,90,,,,
Priscila Borja,Spain,6,20,0,,,,
Marta Corredera,Spain,18,70,75,,,,
Silvia Meseguer,Spain,0,19,33,,,,
Ivana Andrés,Spain,0,0,0,,,,
Elisabeth Ibarra,Spain,0,0,0,,,,
Erika Vázquez,Spain,0,0,15,,,,
Amanda Sampedro,Spain,0,0,0,,,,
Dinnia Díaz,Costa Rica,90,90,90,,,,
Diana Saenz,Costa Rica,90,90,90,,,,
Carol Sánchez,Costa Rica,90,90,90,,,,
Melissa Herrera,Costa Rica,88,90,90,,,,
Carolina Venegas,Costa Rica,80,0,33,,,,
Shirley Cruz,Costa Rica,90,90,90,,,,
Raquel Rodríguez,Costa Rica,90,90,90,,,,
Lixy Rodríguez,Costa Rica,90,90,90,,,,
María Barrantes,Costa Rica,74,76,72,,,,
Katherine Alvarado,Costa Rica,90,90,86,,,,
Wendy Acosta,Costa Rica,90,90,90,,,,
Noelia Bermúdez,Costa Rica,0,0,0,,,,
Yirliana Arroyo,Costa Rica,0,0,0,,,,
Gabriela Guillén,Costa Rica,2,0,0,,,,
Emilie Valenciano,Costa Rica,0,0,0,,,,
Mariana Benavides,Costa Rica,0,0,0,,,,
Daniela Cruz,Costa Rica,0,0,0,,,,
Cristín Granados,Costa Rica,10,90,57,,,,
Karla Villalobos,Costa Rica,16,14,18,,,,
Fabiola Sanchez,Costa Rica,0,0,4,,,,
Adriana Venegas,Costa Rica,0,0,0,,,,
María Coto,Costa Rica,0,0,0,,,,
Gloriana Villalobos,Costa Rica,0,0,0,,,,
Stefany Castaño,Colombia,90,0,0,41,,,
Natalia Gaitán,Colombia,90,90,90,90,,,
Diana Ospina,Colombia,88,90,83,90,,,
Daniela Montoya,Colombia,90,90,90,85,,,
Oriánica Velásquez,Colombia,90,90,90,90,,,
Yoreli Rincón,Colombia,90,87,74,72,,,
Catalina Usme,Colombia,78,35,58,18,,,
Angela Clavijo,Colombia,90,90,90,90,,,
Nataly Arias,Colombia,90,90,90,90,,,
Lady Andrade,Colombia,77,90,90,90,,,
Carolina Arias,Colombia,90,90,90,90,,,
Sandra Sepúlveda,Colombia,0,90,90,0,,,
Catalina Pérez,Colombia,0,0,0,46,,,
Carolina Arbeláez,Colombia,0,0,0,0,,,
Lina Granados,Colombia,0,0,0,0,,,
Ingrid Vidal,Colombia,12,55,32,49,,,
Mildrey Pineda,Colombia,0,0,0,0,,,
Tatiana Ariza,Colombia,13,0,16,0,,,
Yisela Cuesta,Colombia,2,0,0,0,,,
Leicy Santos,Colombia,0,0,7,5,,,
Laura Cosme,Colombia,0,0,0,0,,,
Isabella Echeverri,Colombia,0,3,0,0,,,
Manuela González,Colombia,0,0,0,0,,,
Cecilia Santiago,Mexico,90,90,90,,,,
Kenti Robles,Mexico,90,90,90,,,,
Christina Murillo,Mexico,90,0,7,,,,
Alina Garciamendez,Mexico,90,90,90,,,,
Valeria Miranda,Mexico,90,45,90,,,,
Nayeli Rangel,Mexico,90,90,83,,,,
Charlyn Corral,Mexico,90,90,45,,,,
Stephany Mayor,Mexico,90,90,45,,,,
Mónica Ocampo,Mexico,87,89,90,,,,
Verónica Pérez,Mexico,90,90,90,,,,
Renae Cuéllar,Mexico,79,77,45,,,,
Pamela Tajonar,Mexico,0,0,0,,,,
Emily Alvarado,Mexico,0,0,0,,,,
Jenny Ruiz-Williams,Mexico,11,90,90,,,,
Teresa Noyola,Mexico,0,0,0,,,,
Greta Espinoza,Mexico,0,0,90,,,,
Arianna Romero,Mexico,0,0,45,,,,
Bianca Sierra,Mexico,0,45,0,,,,
Mónica Alvarado,Mexico,0,0,0,,,,
Amanda Perez,Mexico,0,0,0,,,,
Maria Sanchez,Mexico,0,13,0,,,,
Anisa Guajardo,Mexico,0,0,0,,,,
Fabiola Ibarra,Mexico,3,1,0,,,,
Erina Yamane,Japan,90,0,0,0,0,0,0
Azusa Iwashimizu,Japan,90,90,0,90,90,90,33
Saki Kumagai,Japan,90,90,0,90,90,90,90
Mizuho Sakaguchi,Japan,90,64,0,90,90,90,90
Kozue Ando,Japan,32,0,0,0,0,0,0
Aya Miyama,Japan,90,90,90,90,90,90,90
Homare Sawa,Japan,57,26,90,10,0,0,57
Shinobu Ohno,Japan,90,35,75,66,72,70,60
Rumi Utsugi,Japan,90,90,0,90,90,90,90
Yūki Nagasato,Japan,90,90,90,90,90,90,90
Saori Ariyoshi,Japan,90,0,90,90,90,90,90
Miho Fukumoto,Japan,0,0,90,0,0,0,0
Ayumi Kaihori,Japan,0,90,0,90,90,90,90
Yukari Kinga,Japan,0,90,0,0,0,0,0
Aya Sameshima,Japan,0,90,90,90,90,90,90
Nahomi Kawasumi,Japan,0,55,0,80,90,90,39
Megumi Kamionobe,Japan,0,5,45,0,0,0,0
Asuna Tanaka,Japan,0,0,90,0,0,0,0
Yuika Sugasawa,Japan,58,85,80,0,0,0,51
Mana Iwabuchi,Japan,0,0,10,24,18,20,30
Yuri Kawamura,Japan,33,0,90,0,0,0,0
Asano Nagasato,Japan,0,0,15,0,0,0,0
Kana Kitahara,Japan,0,0,45,0,0,0,0
Gaëlle Thalmann,Switzerland,90,90,90,90,,,
Rachel Rinast,Switzerland,90,90,90,80,,,
Noelle Maritz,Switzerland,90,57,90,90,,,
Martina Moser,Switzerland,81,90,90,72,,,
Lia Wälti,Switzerland,90,90,90,90,,,
Ramona Bachmann,Switzerland,90,90,90,90,,,
Lara Dickenmann,Switzerland,90,0,80,90,,,
Ana-Maria Crnogorčević,Switzerland,90,90,90,90,,,
Caroline Abbé,Switzerland,90,51,0,90,,,
Fabienne Humm,Switzerland,45,90,69,18,,,
Vanessa Bernauer,Switzerland,90,0,25,90,,,
Stenia Michel,Switzerland,0,0,0,0,,,
Jennifer Oehrli,Switzerland,0,0,0,0,,,
Nicole Remund,Switzerland,0,33,10,0,,,
Sandra Betschart,Switzerland,0,0,0,0,,,
Selina Kuster,Switzerland,0,18,90,61,,,
Cinzia Zehnder,Switzerland,9,39,0,0,,,
Rahel Kiwic,Switzerland,0,72,65,10,,,
Florijana Ismaili,Switzerland,0,0,0,0,,,
Vanessa Bürki,Switzerland,0,0,0,29,,,
Eseosa Aigbogun,Switzerland,45,90,21,0,,,
Daniela Schwarz,Switzerland,0,0,0,0,,,
Barla Deplazes,Switzerland,0,0,0,0,,,
Luciana Maria Dionizio,Brazil,90,90,90,90,,,
Fabiana da Silva Simões,Brazil,90,77,0,90,,,
Mônica,Brazil,90,90,66,90,,,
Andressinha,Brazil,81,90,90,90,,,
Tamires,Brazil,90,90,90,83,,,
Thaisa,Brazil,90,60,0,83,,,
Andressa,Brazil,90,90,0,90,,,
Marta,Brazil,90,90,0,90,,,
Cristiane,Brazil,90,89,0,90,,,
Rafaelle,Brazil,82,90,90,90,,,
Formiga,Brazil,90,90,0,90,,,
Bárbara,Brazil,0,0,0,0,,,
Letícia Izidoro,Brazil,0,0,0,0,,,
Rafinha,Brazil,0,0,12,0,,,
Beatriz,Brazil,0,0,31,7,,,
Poliana,Brazil,0,13,90,0,,,
Géssica do Nascimento,Brazil,8,0,24,0,,,
Tayla,Brazil,0,0,0,0,,,
Rosana,Brazil,0,0,90,0,,,
Raquel,Brazil,9,1,90,7,,,
Maurine Dorneles Gonçalves,Brazil,0,0,90,0,,,
Gabi Zanotti,Brazil,0,0,78,0,,,
Darlene De Souza,Brazil,0,30,59,0,,,
Kim Jung-mi,Korea Republic,90,90,90,90,,,
Lee Eun-mi,Korea Republic,90,90,90,90,,,
Shim Seo-yeon,Korea Republic,90,90,90,90,,,
Kim Do-yeon,Korea Republic,90,0,0,90,,,
Jeon Ga-eul,Korea Republic,90,90,90,90,,,
Cho So-hyun,Korea Republic,90,90,90,90,,,
Ji So-yun,Korea Republic,90,90,90,0,,,
Yoo Young-a,Korea Republic,67,77,31,35,,,
Kwon Hah-nul,Korea Republic,77,90,90,60,,,
Kang Yu-mi,Korea Republic,90,63,77,78,,,
Kim Hye-ri,Korea Republic,90,84,45,0,,,
Jun Min-kyung,Korea Republic,0,0,0,0,,,
Yoon Young-geul,Korea Republic,0,0,0,0,,,
