match_number,date,stage,home,away,attendance,home_score,away_score,home_penalty_score,away_penalty_score,home_placeholder,away_placeholder,completed,humidity,temperature,wind,group,stadium,winner,match_id,result_id,competition_id,stage_id,season_id
25,2023-07-28T18:30:00Z,First Stage,ENG,DEN,40439,1,0,0,0,D1,D3,1,54,18,10,D,Sydney Football Stadium,ENG,400222839,131892,103,285033,285026
26,2023-07-28T20:30:00Z,First Stage,CHN,HAI,12675,1,0,0,0,D4,PTW B,1,90,13,9,D,Hindmarsh Stadium,CHN,400222834,131893,103,285033,285026
30,2023-07-29T19:30:00Z,First Stage,SWE,ITA,29143,5,0,0,0,G1,G3,1,88,7,4,G,Wellington Regional Stadium,SWE,400222874,131911,103,285033,285026
28,2023-07-29T20:00:00Z,First Stage,FRA,BRA,49378,2,1,0,0,F1,F3,1,76,16,6,F,Brisbane Stadium,FRA,400222859,131904,103,285033,285026
29,2023-07-29T20:30:00Z,First Stage,PAN,JAM,15987,0,1,0,0,PTW C,F2,1,89,14,5,F,Perth Rectangular Stadium,JAM,400222861,131905,103,285033,285026
32,2023-07-30T14:00:00Z,First Stage,KOR,MAR,12886,0,1,0,0,H4,H2,1,81,15,22,H,Hindmarsh Stadium,MAR,400222876,131917,103,285033,285026
34,2023-07-30T19:00:00Z,First Stage,NOR,PHI,34697,6,0,0,0,A2,A3,1,87,11,8,A,Eden Park,NOR,400222853,131876,103,285033,285026
33,2023-07-30T19:00:00Z,First Stage,SUI,NZL,25947,0,0,0,0,A4,A1,1,81,8,7,A,Dunedin Stadium,,400222855,131877,103,285033,285026
31,2023-07-30T19:30:00Z,First Stage,GER,COL,40499,1,2,0,0,H1,H3,1,48,18,7,H,Sydney Football Stadium,COL,400222881,131916,103,285033,285026
38,2023-07-31T19:00:00Z,First Stage,CRC,ZAM,8117,1,3,0,0,C2,C3,1,94,10,6,C,Waikato Stadium,ZAM,400222843,131889,103,285033,285026
37,2023-07-31T19:00:00Z,First Stage,JPN,ESP,20957,4,0,0,0,C4,C1,1,83,13,37,C,Wellington Regional Stadium,JPN,400222845,131888,103,285033,285026
36,2023-07-31T20:00:00Z,First Stage,IRL,NGA,24884,0,0,0,0,B2,B3,1,79,18,6,B,Brisbane Stadium,,400222847,131883,103,285033,285026
35,2023-07-31T20:00:00Z,First Stage,CAN,AUS,27706,0,4,0,0,B4,B1,1,62,14,19,B,Melbourne Rectangular Stadium,AUS,400222849,131882,103,285033,285026
42,2023-08-01T19:00:00Z,First Stage,VIE,NED,8215,0,7,0,0,E2,E3,1,50,8,40,E,Dunedin Stadium,NED,400222867,131901,103,285033,285026
41,2023-08-01T19:00:00Z,First Stage,POR,USA,42958,0,0,0,0,PTW A,E1,1,87,14,14,E,Eden Park,,400222865,131900,103,285033,285026
40,2023-08-01T19:00:00Z,First Stage,HAI,DEN,17897,0,2,0,0,PTW B,D3,1,71,15,18,D,Perth Rectangular Stadium,DEN,400222838,131894,103,285033,285026
39,2023-08-01T20:30:00Z,First Stage,CHN,ENG,13497,1,6,0,0,D4,D1,1,73,10,5,D,Hindmarsh Stadium,ENG,400222835,131895,103,285033,285026
46,2023-08-02T19:00:00Z,First Stage,RSA,ITA,14967,3,2,0,0,G2,G3,1,59,9,52,G,Wellington Regional Stadium,RSA,400222875,131912,103,285033,285026
45,2023-08-02T19:00:00Z,First Stage,ARG,SWE,17907,0,2,0,0,G4,G1,1,81,6,27,G,Waikato Stadium,SWE,400222872,131913,103,285033,285026
44,2023-08-02T20:00:00Z,First Stage,JAM,BRA,27638,0,0,0,0,F2,F3,1,72,16,11,F,Melbourne Rectangular Stadium,,400222860,131907,103,285033,285026
43,2023-08-02T20:00:00Z,First Stage,PAN,FRA,40498,3,6,0,0,PTW C,F1,1,77,16,11,F,Sydney Football Stadium,FRA,400222863,131906,103,285033,285026
47,2023-08-03T20:00:00Z,First Stage,KOR,GER,38945,1,1,0,0,H4,H1,1,79,16,7,H,Brisbane Stadium,,400222877,131918,103,285033,285026
48,2023-08-03T18:00:00Z,First Stage,MAR,COL,17342,1,0,0,0,H2,H3,1,61,12,8,H,Perth Rectangular Stadium,MAR,400222879,131919,103,285033,285026
49,2023-08-05T17:00:00Z,Round of 16,SUI,ESP,43217,1,5,0,0,1A,2C,1,68,15,15,,Eden Park,ESP,400222832,131920,103,285032,285026
50,2023-08-05T20:00:00Z,Round of 16,JPN,NOR,33042,3,1,0,0,1C,2A,1,70,7,12,,Wellington Regional Stadium,JPN,400222833,131921,103,285032,285026
51,2023-08-06T12:00:00Z,Round of 16,NED,RSA,40233,2,0,0,0,1E,2G,1,74,16,21,,Sydney Football Stadium,NED,400222831,131922,103,285032,285026
52,2023-08-06T19:00:00Z,Round of 16,SWE,USA,27706,0,0,5,4,1G,2E,1,86,10,7,,Melbourne Rectangular Stadium,SWE,400222828,131923,103,285032,285026
54,2023-08-07T17:30:00Z,Round of 16,ENG,NGA,49461,0,0,4,2,1D,2B,1,82,17,3,,Brisbane Stadium,ENG,400222827,131924,103,285032,285026
53,2023-08-07T20:30:00Z,Round of 16,AUS,DEN,75784,2,0,0,0,1B,2D,1,87,13,4,,Stadium Australia,AUS,400222830,131925,103,285032,285026
56,2023-08-08T18:00:00Z,Round of 16,COL,JAM,27706,1,0,0,0,1H,2F,1,72,12,7,,Melbourne Rectangular Stadium,COL,400222829,131926,103,285032,285026
55,2023-08-08T20:30:00Z,Round of 16,FRA,MAR,13557,4,0,0,0,1F,2H,1,62,12,11,,Hindmarsh Stadium,FRA,400222826,131927,103,285032,285026
57,2023-08-11T13:00:00Z,Quarter-final,ESP,NED,32021,2,1,0,0,W49,W51,1,65,11,20,,Wellington Regional Stadium,ESP,400258561,134405,103,285031,285026
58,2023-08-11T19:30:00Z,Quarter-final,JPN,SWE,43217,1,2,0,0,W50,W52,1,67,11,14,,Eden Park,SWE,400258560,134406,103,285031,285026
59,2023-08-12T17:00:00Z,Quarter-final,AUS,FRA,49461,0,0,7,6,W53,W55,1,56,21,12,,Brisbane Stadium,AUS,400258558,134407,103,285031,285026
60,2023-08-12T20:30:00Z,Quarter-final,ENG,COL,75784,2,1,0,0,W54,W56,1,65,16,2,,Stadium Australia,ENG,400258559,134408,103,285031,285026
61,2023-08-15T20:00:00Z,Semi-final,ESP,SWE,43217,2,1,0,0,W57,W58,1,76,12,14,,Eden Park,ESP,400258557,134409,103,285030,285026
62,2023-08-16T20:00:00Z,Semi-final,AUS,ENG,75784,1,3,0,0,W59,W60,1,81,14,12,,Stadium Australia,ENG,400258556,134410,103,285030,285026
63,2023-08-19T18:00:00Z,Play-off for third place,SWE,AUS,49461,2,0,0,0,RU61,RU62,1,27,17,12,,Brisbane Stadium,SWE,400258555,134411,103,285029,285026
64,2023-08-20T20:00:00Z,Final,ESP,ENG,75784,1,0,0,0,W61,W62,1,67,16,11,,Stadium Australia,ESP,400258554,134412,103,285028,285026
